race_key,実際,的中,予測1,予測2,予測3,予測4,予測5
2025-01-01_R7,4-1-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-01_R9,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-01_R12,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-02_R2,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-02_R7,2-6-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-03_R1,5-3-1,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-01-03_R2,2-3-4,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-01-03_R3,6-3-2,0,3-4-6,3-6-4,4-3-6,4-6-3,6-3-4
2025-01-03_R8,2-3-1,0,2-3-4,3-2-4,2-4-3,3-4-2,4-2-3
2025-01-06_R2,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-06_R3,5-4-1,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-01-06_R5,2-1-5,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-01-06_R7,5-2-1,1,2-5-1,2-5-3,2-5-4,2-5-6,5-2-1
2025-01-06_R9,2-4-1,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-01-06_R10,2-3-1,1,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-01-08_R2,4-5-6,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-01-08_R3,3-4-5,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-01-08_R4,6-5-4,0,3-5-6,3-6-5,5-3-6,5-6-3,6-3-5
2025-01-08_R12,2-5-1,0,2-6-4,4-6-2,6-2-4,6-4-2,2-4-6
2025-01-10_R1,4-6-2,1,2-4-6,2-6-4,4-2-6,6-2-4,4-6-2
2025-01-10_R3,3-6-1,0,3-5-2,5-3-2,2-3-5,2-5-3,3-2-5
2025-01-10_R6,4-5-1,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-01-10_R7,3-5-2,0,2-3-4,2-4-3,3-1-4,3-2-4,3-4-1
2025-01-10_R10,2-3-4,1,3-4-2,4-3-2,2-3-4,2-4-3,3-2-4
2025-01-11_R1,6-2-3,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-01-11_R2,6-3-2,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-01-11_R3,6-5-3,0,2-5-6,2-6-5,5-2-6,5-6-2,6-2-5
2025-01-11_R4,3-1-5,0,2-6-5,5-6-2,6-2-5,6-5-2,2-5-6
2025-01-11_R5,2-1-5,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-01-11_R6,2-4-1,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-01-11_R9,4-6-3,0,2-4-5,4-2-5,4-5-2,5-4-2,2-5-4
2025-01-11_R11,6-3-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-11_R12,3-6-4,0,2-4-6,4-2-6,2-6-4,4-6-2,6-2-4
2025-01-12_R3,3-6-2,0,2-6-4,4-6-2,6-2-4,6-4-2,2-4-6
2025-01-12_R7,6-1-3,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-01-12_R9,4-1-6,0,2-3-4,3-2-4,3-4-2,4-3-2,2-4-3
2025-01-12_R10,3-6-5,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-01-13_R3,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-13_R5,4-6-1,0,2-4-5,2-5-4,4-2-5,4-5-2,5-2-4
2025-01-13_R8,2-6-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-13_R12,2-5-1,0,2-5-6,2-6-5,5-2-6,5-6-2,6-2-5
2025-01-17_R2,3-5-4,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-01-17_R3,4-2-3,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-01-17_R4,3-1-4,0,2-4-5,2-5-4,4-2-5,4-5-2,5-2-4
2025-01-17_R6,3-2-1,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-01-17_R7,2-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-17_R9,2-4-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-17_R10,2-1-5,0,2-1-6,2-3-6,2-4-6,2-5-6,3-2-6
2025-01-18_R4,3-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-18_R5,5-6-1,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-01-18_R7,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-18_R9,2-6-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-18_R11,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-18_R12,4-3-6,0,2-1-4,2-3-4,2-5-4,2-6-4,3-2-4
2025-01-19_R1,6-4-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-19_R4,5-1-2,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-01-20_R2,6-5-1,0,2-6-5,6-2-5,2-5-6,5-2-6,5-6-2
2025-01-20_R6,4-6-1,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-01-20_R9,2-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-20_R10,4-6-2,1,2-4-6,2-6-4,4-2-6,4-6-2,6-2-4
2025-01-20_R11,2-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-25_R4,4-1-3,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-01-25_R5,6-3-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-25_R6,2-4-1,0,2-5-3,5-2-3,2-3-5,3-2-5,3-5-2
2025-01-25_R12,6-4-3,0,2-4-6,2-6-4,4-2-6,4-6-2,6-2-4
2025-01-26_R3,6-1-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-26_R4,4-3-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-26_R9,5-1-6,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-01-27_R1,4-5-2,0,2-5-1,2-5-3,2-5-4,2-5-6,3-5-1
2025-01-27_R3,5-2-6,0,3-5-2,5-3-2,2-3-5,2-5-3,3-2-5
2025-01-27_R4,4-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-27_R5,4-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-27_R7,3-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-27_R9,2-1-5,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-27_R11,4-2-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-28_R10,4-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-28_R12,3-1-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-29_R2,3-4-1,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-01-29_R3,3-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-01-29_R4,6-2-1,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-01-29_R11,2-1-4,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-01-29_R12,3-6-1,0,2-3-1,2-3-4,2-3-5,2-3-6,3-2-1
2025-01-30_R2,2-4-3,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-01-30_R3,3-2-5,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-01-30_R5,5-3-4,0,3-5-1,3-5-2,3-5-4,3-5-6,5-3-1
2025-01-30_R11,3-5-1,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-01-30_R12,3-2-1,0,2-1-6,2-3-6,2-4-6,2-5-6,3-2-6
2025-02-04_R3,5-6-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-04_R4,2-1-4,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-02-04_R6,6-2-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-04_R8,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-04_R11,6-4-5,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-02-06_R1,3-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-06_R2,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-06_R4,2-5-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-06_R6,5-2-4,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-02-07_R2,6-1-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-07_R4,5-4-6,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-02-07_R5,3-4-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-08_R5,5-2-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-08_R6,3-6-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-08_R7,2-1-6,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-02-08_R8,2-3-1,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-08_R11,2-6-1,1,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-02-09_R4,2-1-5,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-09_R5,2-1-6,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-09_R6,4-1-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-09_R11,2-1-6,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-10_R3,6-1-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-10_R6,2-5-6,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-02-13_R3,6-1-5,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-02-13_R5,5-1-6,0,2-5-6,2-6-5,5-2-6,5-6-2,6-2-5
2025-02-13_R11,4-1-2,0,2-4-6,2-6-4,4-2-6,4-6-2,6-2-4
2025-02-14_R2,6-3-1,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-02-14_R7,3-1-4,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-02-14_R9,5-6-1,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-02-14_R12,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-15_R3,4-2-1,0,2-4-3,4-2-3,2-3-4,3-2-4,3-4-2
2025-02-15_R5,6-1-4,0,2-4-6,2-6-4,4-2-6,4-6-2,6-2-4
2025-02-15_R6,2-5-1,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-02-15_R9,3-4-1,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-02-16_R2,4-3-2,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-02-16_R4,3-1-2,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-02-16_R6,6-5-3,0,3-4-5,3-5-4,4-3-5,4-5-3,5-3-4
2025-02-16_R11,3-4-6,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-02-17_R1,6-5-1,0,2-3-6,3-2-6,3-6-2,6-3-2,2-6-3
2025-02-17_R2,3-4-5,1,3-4-5,4-3-5,3-5-4,4-5-3,5-3-4
2025-02-17_R3,2-4-1,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-02-17_R4,2-3-6,1,2-3-6,2-6-3,3-2-6,6-2-3,3-6-2
2025-02-17_R5,6-4-1,0,2-4-6,2-6-4,3-4-6,3-6-4,4-1-6
2025-02-17_R6,2-3-1,1,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-02-17_R7,4-2-5,0,4-6-2,6-4-2,2-4-6,2-6-4,4-2-6
2025-02-17_R8,6-3-2,1,3-6-2,6-3-2,2-3-6,2-6-3,3-2-6
2025-02-17_R10,2-4-3,0,2-4-6,2-6-4,4-2-6,6-2-4,4-6-2
2025-02-18_R2,4-3-2,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-02-18_R3,5-3-4,0,2-4-6,2-6-4,4-2-6,4-6-2,6-2-4
2025-02-18_R5,3-2-4,0,4-5-2,5-4-2,2-5-4,5-2-4,2-4-5
2025-02-18_R7,3-5-6,0,2-4-6,2-6-4,4-2-6,4-6-2,6-2-4
2025-02-19_R1,2-1-3,0,2-5-6,2-6-5,5-2-6,5-6-2,6-2-5
2025-02-19_R2,4-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-19_R5,6-4-2,0,2-5-6,5-2-6,2-6-5,5-6-2,6-2-5
2025-02-19_R8,2-6-4,0,2-3-1,2-3-4,2-3-5,2-3-6,3-2-1
2025-02-19_R11,2-1-4,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-02-23_R1,2-4-5,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-02-23_R4,4-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-23_R5,4-1-6,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-02-23_R7,5-2-1,0,2-1-5,2-3-5,2-4-5,2-6-5,3-2-5
2025-02-23_R9,2-5-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-23_R12,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-24_R2,4-1-2,0,2-1-4,2-3-4,2-5-4,2-6-4,3-2-4
2025-02-24_R6,5-6-4,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-02-24_R12,4-5-1,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-02-25_R2,6-2-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-25_R3,4-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-25_R4,2-3-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-25_R5,5-1-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-25_R7,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-25_R10,3-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-26_R1,3-4-1,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-02-26_R3,4-3-6,0,2-1-4,2-3-4,2-5-4,2-6-4,3-1-4
2025-02-26_R7,4-6-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-27_R4,4-3-6,0,2-3-4,3-2-4,2-4-3,3-4-2,4-2-3
2025-02-27_R5,3-1-2,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-02-27_R7,4-6-2,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-02-27_R8,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-02-27_R12,3-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-06_R5,5-4-6,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-03-06_R7,3-1-5,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-06_R9,3-5-1,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-07_R2,4-3-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-07_R3,5-3-2,0,5-6-2,6-5-2,2-5-6,2-6-5,5-2-6
2025-03-07_R5,6-1-3,0,2-3-4,3-2-4,2-4-3,3-4-2,4-2-3
2025-03-07_R6,3-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-08_R3,4-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-08_R6,4-3-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-08_R12,2-4-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-09_R2,2-1-6,1,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-03-09_R3,6-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-09_R4,2-1-3,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-03-09_R5,2-3-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-09_R7,4-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-10_R1,2-1-4,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-03-10_R2,2-4-1,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-03-11_R1,2-1-3,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-03-11_R6,3-5-2,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-14_R3,4-6-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-14_R4,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-14_R5,2-4-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-14_R6,3-4-1,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-14_R7,2-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-14_R8,3-2-4,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-03-14_R9,3-6-5,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-14_R10,3-1-2,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-03-14_R11,6-1-3,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-03-15_R2,4-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-15_R3,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-15_R6,2-5-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-15_R11,6-5-2,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-03-16_R1,5-3-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-17_R1,2-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-17_R3,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-17_R4,4-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-17_R6,6-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-17_R10,3-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-17_R12,6-3-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-19_R1,4-1-3,0,2-3-4,3-2-4,3-4-2,4-3-2,2-4-3
2025-03-19_R2,2-5-4,1,2-4-5,2-5-4,4-2-5,5-2-4,4-5-2
2025-03-19_R3,5-3-6,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-03-19_R4,3-1-6,0,2-4-5,2-5-4,4-2-5,4-5-2,5-2-4
2025-03-19_R5,3-6-1,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-03-19_R7,2-3-1,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-03-19_R10,6-4-1,0,2-3-4,2-4-3,3-2-4,4-2-3,3-4-2
2025-03-19_R12,2-3-5,1,3-5-2,5-3-2,2-3-5,2-5-3,3-2-5
2025-03-20_R1,4-3-5,0,2-3-4,2-4-3,3-1-4,3-2-4,3-4-1
2025-03-20_R2,2-1-3,0,4-5-2,5-4-2,2-4-5,2-5-4,4-2-5
2025-03-20_R7,4-3-6,0,2-4-5,2-5-4,4-2-5,4-5-2,5-2-4
2025-03-20_R9,2-3-6,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-03-20_R10,6-1-2,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-03-21_R6,3-6-2,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-03-22_R2,3-4-1,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-22_R3,5-4-2,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-22_R5,3-1-5,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-03-22_R6,2-3-5,0,2-3-6,3-2-6,3-6-2,6-3-2,2-6-3
2025-03-22_R7,3-1-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-22_R10,3-4-2,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-03-23_R3,2-3-4,1,3-4-2,4-3-2,2-3-4,2-4-3,3-2-4
2025-03-23_R10,2-3-1,1,2-3-1,2-3-4,2-3-5,2-3-6,3-2-1
2025-03-23_R12,2-6-1,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-03-24_R4,6-3-5,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-03-24_R5,2-3-1,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-24_R6,4-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-24_R8,4-1-6,1,2-4-6,2-6-4,3-4-6,3-6-4,4-1-6
2025-03-24_R10,2-6-1,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-03-31_R1,2-1-4,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-03-31_R3,3-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-03-31_R6,3-5-1,0,2-3-1,2-3-4,2-3-5,2-3-6,3-2-1
2025-04-01_R1,2-3-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R2,2-3-1,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R3,3-2-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R4,4-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R5,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R9,2-3-1,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R10,4-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R11,2-3-1,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-01_R12,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-02_R3,3-1-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-02_R8,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-02_R9,2-3-1,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-03_R3,5-1-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-03_R7,2-1-6,1,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-04-03_R11,2-4-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-07_R1,4-6-1,0,2-4-3,4-2-3,2-3-4,3-2-4,3-4-2
2025-04-07_R2,3-6-5,0,5-6-2,6-5-2,2-5-6,2-6-5,5-2-6
2025-04-07_R3,5-4-1,1,4-5-1,4-5-2,4-5-3,4-5-6,5-4-1
2025-04-07_R4,2-6-3,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-04-07_R7,3-5-6,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-04-07_R11,3-4-6,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-04-08_R1,2-3-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-08_R5,2-3-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-08_R7,4-2-1,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-04-08_R8,2-5-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-08_R9,2-6-1,0,2-1-5,2-3-5,2-4-5,2-5-1,2-5-3
2025-04-09_R4,6-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-09_R7,2-1-5,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-09_R9,2-5-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-09_R11,5-2-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-10_R1,2-1-5,0,2-4-5,2-5-4,4-2-5,4-5-2,5-2-4
2025-04-10_R3,4-3-5,0,2-3-5,2-5-3,3-2-5,3-5-2,5-2-3
2025-04-10_R6,2-1-3,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-04-10_R10,2-4-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-11_R2,2-6-3,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-04-11_R3,4-1-2,0,2-3-4,2-4-3,3-2-4,4-2-3,3-4-2
2025-04-11_R6,2-1-3,0,2-3-6,2-6-3,3-2-6,3-6-2,6-2-3
2025-04-11_R11,2-1-3,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-04-11_R12,6-3-2,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-04-12_R1,3-2-5,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-04-12_R2,2-1-5,0,2-1-4,2-3-4,2-4-1,2-4-3,2-4-5
2025-04-12_R5,2-1-5,0,4-6-2,6-4-2,2-4-6,2-6-4,4-2-6
2025-04-12_R6,2-5-1,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-04-12_R10,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-12_R12,3-5-6,0,2-4-5,4-2-5,2-5-4,4-5-2,5-2-4
2025-04-13_R2,4-6-5,0,4-5-2,5-4-2,2-4-5,2-5-4,4-2-5
2025-04-13_R4,3-1-2,0,2-6-1,2-6-3,2-6-4,2-6-5,6-2-1
2025-04-13_R8,2-1-3,0,2-3-5,2-5-3,3-1-5,3-2-5,3-4-5
2025-04-13_R12,4-1-3,0,2-1-3,2-4-3,2-5-3,2-6-3,3-1-2
2025-04-16_R1,6-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-16_R9,2-3-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-16_R10,3-6-2,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-04-16_R12,2-1-5,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-17_R2,4-3-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-04-17_R4,5-4-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
