登番,名前漢字,級,身長,体重,勝率,複勝率,直近10年勝率,直近10年2連帯率,直近10年3連帯率,直近5年勝率,直近5年2連帯率,直近5年3連帯率,1着率,2着率,3着率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,算出期間自,算出期間至
4313,西　村　　美智子,B2,157,52,5.58,26.9,5.72,37.3,56.0,6.05,41.3,60.4,15.4,11.5,30.8,4,3,26,0,0,0.15,5,60.0,0.14,3.0,4,0.0,0.16,4.5,3,0.0,0.14,3.7,5,40.0,0.12,2.2,4,25.0,0.14,1.8,5,20.0,0.21,3.0,3,0,0,1,0,0,0,0,1,1,1,1,0,0,2,0,1,0,1,1,3,0,0,0,0,1,0,2,0,1,0,1,2,0,0,2,2024-05-01,2024-10-31
4314,青　木　　幸太郎,B1,168,52,5.32,34.5,5.53,37.4,53.6,5.32,35.5,50.7,15.9,18.7,18.7,17,20,107,0,0,0.14,16,62.5,0.14,2.9,19,31.5,0.15,2.6,16,43.7,0.17,2.7,20,40.0,0.12,2.7,20,25.0,0.14,2.5,16,6.2,0.15,3.4,8,2,3,2,1,0,3,3,3,2,4,4,3,4,3,3,2,1,1,7,2,4,5,1,1,4,6,3,4,2,1,0,3,2,5,5,2024-05-01,2024-10-31
4315,山　崎　　昂　介,A2,167,54,5.49,35.6,4.81,28.0,44.3,4.97,30.5,46.0,15.7,20.0,20.0,18,23,115,0,0,0.16,16,56.2,0.16,3.2,20,50.0,0.16,3.5,24,29.1,0.15,3.2,22,31.8,0.15,2.7,20,35.0,0.14,3.1,13,7.6,0.18,4.2,9,0,0,3,1,2,3,7,4,1,3,2,1,6,6,4,5,2,1,6,6,4,2,3,4,3,3,6,3,1,0,1,4,2,5,1,2024-05-01,2024-10-31
4317,木　村　　紗友希,B1,154,47,4.89,27.5,4.45,24.5,39.9,4.39,24.1,39.7,11.2,16.3,19.4,11,16,98,0,0,0.17,15,60.0,0.13,2.4,20,35.0,0.21,3.7,15,40.0,0.16,2.2,15,26.6,0.18,2.1,19,5.2,0.15,2.7,14,0.0,0.16,3.4,5,4,1,3,0,1,3,4,6,4,2,1,2,4,1,2,2,4,1,3,6,2,1,1,0,1,3,8,3,3,0,0,2,2,7,3,2024-05-01,2024-10-31
4318,桑　原　　将　光,A2,164,51,5.66,34.2,5.81,39.3,60.0,5.8,38.7,59.7,16.8,17.5,21.7,24,25,143,1,0,0.16,25,72.0,0.16,2.8,21,38.1,0.15,2.7,32,18.7,0.16,3.3,26,34.6,0.18,3.4,18,27.7,0.15,3.2,21,14.2,0.14,3.3,14,4,2,3,1,1,4,4,5,3,4,1,1,5,12,5,4,5,2,7,4,7,5,1,2,3,3,4,4,1,1,2,5,8,3,2,2024-05-01,2024-10-31
4319,三　宅　　　　潤,A2,164,54,5.75,35.3,5.82,39.5,59.2,5.65,36.9,56.5,20.0,15.4,20.0,26,20,130,3,0,0.17,20,90.0,0.15,2.9,23,43.4,0.15,3.6,23,30.4,0.15,3.3,20,30.0,0.16,3.4,24,12.5,0.19,4.1,20,10.0,0.21,4.9,17,1,0,1,1,0,4,6,5,3,3,2,2,5,7,5,0,4,1,5,6,5,2,1,0,3,3,9,5,4,2,0,5,8,3,2,2024-05-01,2024-10-31
4320,峰　　　　竜　太,A1,173,51,8.7,63.1,8.48,66.8,81.8,8.55,68.5,82.9,37.7,25.4,17.2,46,31,122,7,1,0.12,31,93.5,0.11,2.9,24,50.0,0.12,3.3,18,66.6,0.12,2.2,24,62.5,0.12,2.5,14,50.0,0.09,3.1,11,18.1,0.13,2.8,26,3,1,1,0,0,4,8,8,1,1,2,7,5,0,5,1,0,4,11,4,3,1,1,3,4,4,2,1,0,2,0,4,1,4,0,2024-05-01,2024-10-31
4323,山　田　　佑　樹,A2,169,56,5.73,43.9,4.96,31.6,46.5,5.37,35.2,52.2,15.9,28.0,12.1,17,30,107,4,0,0.16,18,77.7,0.16,3.7,20,30.0,0.17,4.2,13,53.8,0.13,2.6,20,60.0,0.15,3.3,20,40.0,0.15,2.7,16,0.0,0.16,4.1,8,6,0,2,1,1,0,6,5,3,3,3,4,3,2,2,1,1,4,8,3,3,0,2,1,7,1,5,1,5,0,0,2,5,5,4,2024-05-01,2024-10-31
4324,海　野　　康志郎,A1,173,60,7.48,61.2,6.71,49.5,66.5,6.74,50.2,67.4,33.8,27.5,18.3,48,39,142,12,3,0.14,36,97.2,0.12,2.4,28,71.4,0.13,3.1,31,54.8,0.15,3.0,23,34.7,0.15,3.3,20,35.0,0.17,3.4,4,0.0,0.11,2.5,27,8,0,0,1,0,5,15,5,1,1,1,9,8,7,0,5,2,5,3,6,4,4,1,2,5,6,2,5,0,0,0,2,1,1,0,2024-05-01,2024-10-31
4325,新　出　　浩　司,B1,168,52,5.15,31.3,4.83,28.2,45.3,5.2,32.4,49.2,14.4,16.9,16.1,17,20,118,2,0,0.14,20,55.0,0.13,2.4,17,47.0,0.16,2.6,22,27.2,0.14,3.0,16,25.0,0.13,2.1,20,25.0,0.13,2.3,23,13.0,0.12,2.3,10,1,4,2,3,0,2,6,3,1,4,1,0,6,2,5,6,3,1,3,3,5,4,0,3,2,4,7,4,0,1,2,3,4,6,7,2024-05-01,2024-10-31
4327,加　藤　　　　翔,B1,159,53,4.18,16.1,4.44,23.9,40.0,4.46,23.5,40.9,3.4,12.7,22.0,4,15,118,0,0,0.2,18,33.3,0.23,4.4,21,23.8,0.2,4.0,23,4.3,0.18,3.6,23,26.0,0.19,3.8,14,7.1,0.18,3.4,19,0.0,0.24,4.4,2,4,5,3,2,2,2,3,6,3,5,2,0,1,7,8,6,1,0,6,4,4,6,2,0,1,4,2,2,5,0,0,0,5,9,5,2024-05-01,2024-10-31
4329,小　松　　卓　司,B1,161,51,5.3,31.5,4.85,27.2,47.7,5.03,29.2,50.4,12.6,18.9,23.4,14,21,111,1,0,0.16,18,50.0,0.12,3.2,17,41.1,0.15,3.1,19,21.0,0.14,3.2,22,27.2,0.16,3.5,17,41.1,0.17,3.5,18,11.1,0.22,5.3,5,4,4,2,2,1,1,6,3,5,2,0,0,4,4,3,5,3,2,4,8,5,3,0,5,2,4,1,4,1,1,1,3,1,5,7,2024-05-01,2024-10-31
4330,奈　須　　啓　太,B2,159,51,7.65,61.2,6.49,48.8,66.6,6.4,47.1,65.1,51.6,9.7,12.9,16,3,31,3,2,0.1,10,90.0,0.1,1.4,4,100.0,0.11,1.5,3,100.0,0.08,1.7,3,33.3,0.12,2.0,5,20.0,0.11,2.8,5,20.0,0.1,2.6,9,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,1,0,2,1,1,0,0,1,1,1,1,1,2024-05-01,2024-10-31
4331,三　好　　勇　人,A2,171,56,6.14,45.6,5.5,35.6,52.5,5.3,33.4,49.4,21.6,24.0,16.0,27,30,125,2,0,0.14,23,86.9,0.12,1.8,19,36.8,0.11,1.9,22,50.0,0.13,2.6,29,34.4,0.15,3.2,15,33.3,0.16,2.6,17,23.5,0.19,4.5,15,5,0,1,0,0,3,4,5,6,1,0,4,7,2,7,1,1,4,6,7,7,3,2,1,4,3,3,1,3,0,4,3,3,3,4,2024-05-01,2024-10-31
4332,村　上　　彰　一,B1,168,57,4.9,27.1,4.44,23.5,40.3,4.52,24.3,41.7,7.6,19.6,25.0,7,18,92,0,0,0.15,16,37.5,0.16,3.4,14,57.1,0.16,2.9,17,41.1,0.15,2.7,12,0.0,0.17,2.8,21,19.0,0.14,3.4,12,0.0,0.17,3.2,2,4,5,1,2,2,3,5,0,3,3,0,2,5,5,1,2,2,0,0,7,2,2,1,0,4,2,5,6,4,0,0,4,0,4,4,2024-05-01,2024-10-31
4335,若　林　　　　将,A1,170,56,7.12,53.7,6.8,50.7,68.7,6.69,48.9,67.3,35.6,18.2,19.7,47,24,132,7,3,0.12,36,86.1,0.11,2.7,16,56.2,0.12,2.4,24,33.3,0.13,2.8,22,50.0,0.1,2.2,18,55.5,0.12,2.1,16,12.5,0.14,2.6,29,2,4,0,1,0,5,4,4,0,2,0,3,5,6,7,2,1,6,5,5,5,0,1,4,6,3,3,2,0,0,2,4,4,5,1,2024-05-01,2024-10-31
4336,松　田　　竜　馬,A2,166,54,5.88,36.7,5.58,37.9,56.0,5.42,36.1,54.1,19.9,16.9,25.0,27,23,136,2,0,0.14,28,78.5,0.15,2.9,19,36.8,0.14,2.9,25,36.0,0.11,2.2,22,31.8,0.13,2.6,19,21.0,0.15,3.3,23,4.3,0.14,2.7,18,4,2,2,2,0,4,3,7,1,1,3,1,8,10,2,2,2,3,4,8,4,2,1,1,3,3,7,2,3,0,1,4,7,7,4,2024-05-01,2024-10-31
4337,平　本　　真　之,A1,159,55,6.87,41.3,7.24,49.1,64.9,7.17,47.5,61.9,18.0,23.3,19.5,24,31,133,5,0,0.13,26,80.7,0.14,2.7,18,50.0,0.13,3.1,26,38.4,0.12,3.0,25,16.0,0.13,3.2,18,50.0,0.12,3.3,19,10.5,0.12,3.2,14,7,2,1,1,1,4,5,3,3,1,2,5,5,8,3,3,1,0,4,6,7,4,4,1,8,2,1,3,3,0,2,5,9,3,0,2024-05-01,2024-10-31
4339,平　瀬　　城　啓,B1,164,53,4.12,21.2,3.96,18.4,32.8,4.02,19.8,33.1,8.1,13.1,14.1,8,13,99,0,0,0.17,13,53.8,0.13,2.5,15,40.0,0.17,4.0,20,15.0,0.16,3.5,16,18.7,0.17,3.9,20,0.0,0.19,3.9,15,13.3,0.22,4.6,6,1,3,0,0,3,1,5,4,2,3,0,1,2,2,3,9,3,0,3,3,3,2,5,0,0,2,9,5,4,0,2,0,0,6,7,2024-05-01,2024-10-31
4340,土　性　　雅　也,B1,162,57,4.75,27.0,4.78,27.2,44.6,5.09,30.6,48.1,10.7,16.4,15.6,13,20,122,0,0,0.18,19,78.9,0.18,3.9,19,26.3,0.2,4.2,18,27.7,0.18,4.1,25,16.0,0.18,3.2,19,10.5,0.16,3.4,22,9.0,0.19,5.0,11,4,2,2,0,0,1,4,2,7,4,1,0,5,4,2,4,3,0,4,3,8,6,3,1,1,4,5,7,1,0,2,4,1,10,5,2024-05-01,2024-10-31
4342,谷　野　　錬　志,A1,167,52,6.64,51.6,6.69,49.2,68.2,6.91,50.6,70.6,27.8,23.8,15.2,42,36,151,7,2,0.13,30,80.0,0.14,2.8,26,34.6,0.13,2.7,20,60.0,0.14,2.8,24,50.0,0.1,2.2,29,58.6,0.13,2.7,22,18.1,0.14,3.3,20,4,2,1,2,1,2,7,4,4,3,5,6,6,2,4,1,1,7,5,6,3,2,1,7,10,3,3,1,5,0,4,6,5,4,3,2024-05-01,2024-10-31
4343,村　岡　　　　賢,B1,164,54,3.99,17.9,4.46,21.8,40.3,4.49,22.8,40.1,6.6,11.3,14.2,7,12,106,0,0,0.17,13,38.4,0.16,2.9,20,15.0,0.18,4.4,20,10.0,0.17,3.5,19,21.0,0.17,3.5,23,21.7,0.17,3.7,11,0.0,0.2,5.2,2,3,2,3,2,1,1,2,4,5,4,4,0,2,3,4,9,1,2,2,3,4,5,3,2,3,2,5,5,5,0,0,1,2,3,5,2024-05-01,2024-10-31
4344,新　田　　雄　史,A1,169,56,7.15,52.9,7.39,51.8,68.5,7.48,54.8,70.7,31.1,21.8,12.6,37,26,119,4,2,0.14,26,96.1,0.12,2.8,22,40.9,0.14,3.3,19,47.3,0.11,2.8,22,54.5,0.14,3.3,21,33.3,0.18,3.6,9,11.1,0.19,4.7,22,3,0,0,0,1,3,6,4,4,3,2,5,4,2,2,3,3,5,7,4,2,2,2,2,5,3,7,1,2,0,1,2,3,2,1,2024-05-01,2024-10-31
4345,西　舘　　　　健,A2,169,56,5.48,37.0,4.58,26.3,42.2,4.54,26.3,41.7,20.0,17.0,16.0,20,17,100,2,0,0.16,15,53.3,0.17,4.2,19,52.6,0.15,3.7,21,42.8,0.15,3.5,17,29.4,0.16,3.0,18,27.7,0.14,2.7,10,0.0,0.18,3.9,7,1,3,2,0,1,6,4,4,1,1,3,3,6,1,4,4,3,3,2,3,3,3,3,1,4,4,3,2,4,0,0,1,5,2,2,2024-05-01,2024-10-31
4346,前　田　　健太郎,B1,166,57,4.32,27.6,4.67,28.1,43.9,4.54,26.3,42.8,16.2,11.5,10.0,21,15,130,2,0,0.15,16,56.2,0.13,2.4,23,26.0,0.19,4.0,23,39.1,0.14,2.8,17,29.4,0.15,2.6,26,15.3,0.16,3.1,25,12.0,0.13,3.1,9,0,2,2,1,2,2,4,3,2,3,9,4,5,1,3,5,5,2,3,4,3,1,4,2,2,3,3,3,13,2,1,0,4,5,12,2024-05-01,2024-10-31
4347,魚　谷　　香　織,A2,155,46,6.13,42.7,6.38,45.3,65.1,6.31,43.0,65.4,22.9,19.8,15.6,22,19,96,1,0,0.15,26,69.2,0.14,2.7,12,50.0,0.16,2.7,17,52.9,0.16,3.1,15,26.6,0.13,2.3,13,15.3,0.16,3.9,13,15.3,0.13,3.2,13,5,2,3,2,1,3,3,3,1,2,0,5,4,3,2,2,1,1,3,3,6,1,1,0,2,3,2,2,4,0,2,1,3,6,1,2024-05-01,2024-10-31
4348,宮　崎　　　　奨,A1,171,55,6.73,54.1,6.01,41.6,61.4,6.11,42.1,62.5,26.3,27.8,20.3,35,37,133,4,1,0.16,28,85.7,0.16,2.6,26,65.3,0.15,3.6,19,73.6,0.15,3.3,29,34.4,0.18,3.9,12,33.3,0.15,3.3,19,15.7,0.17,3.9,21,3,3,1,0,0,4,13,5,3,1,0,5,9,3,1,1,0,1,9,10,3,2,3,3,1,4,3,1,0,1,2,2,1,9,3,2024-05-01,2024-10-31
4349,犬　童　　千　秋,B1,158,51,5.28,32.6,5.15,32.0,50.5,5.32,34.6,52.5,10.9,21.7,22.8,10,20,92,1,0,0.15,17,58.8,0.18,3.2,16,68.7,0.13,2.0,13,38.4,0.16,3.2,13,15.3,0.16,3.0,17,11.7,0.13,1.9,16,0.0,0.13,3.3,4,6,4,2,0,1,2,9,2,1,2,0,1,4,5,2,1,0,2,0,5,3,3,0,1,1,3,2,4,6,0,0,2,4,5,5,2024-05-01,2024-10-31
4350,篠　崎　　元　志,A1,170,53,7.45,47.7,7.41,50.3,68.0,7.25,48.0,64.9,29.4,18.4,18.4,40,25,136,6,3,0.13,35,80.0,0.12,2.8,15,40.0,0.13,3.1,25,56.0,0.13,3.6,23,39.1,0.13,2.9,22,27.2,0.13,2.5,16,12.5,0.14,3.0,26,2,3,1,0,3,3,3,5,3,0,1,4,10,5,3,0,2,4,5,7,4,3,0,3,3,2,4,8,2,0,2,3,6,4,1,2024-05-01,2024-10-31
4351,里　岡　　右　貴,A1,161,56,6.76,51.7,6.37,46.7,65.5,6.62,49.9,68.3,29.8,21.9,20.2,34,25,114,3,2,0.14,22,100.0,0.12,2.2,16,68.7,0.14,2.5,20,35.0,0.16,3.5,23,52.1,0.12,2.3,17,29.4,0.15,3.3,16,12.5,0.16,3.3,18,4,0,0,0,0,5,6,3,1,1,0,2,5,6,3,1,2,4,8,5,1,3,1,3,2,2,6,1,2,2,0,7,3,3,1,2024-05-01,2024-10-31
4352,下　條　　雄太郎,A1,167,53,7.06,52.5,6.94,50.8,69.8,6.98,52.3,72.2,30.2,22.3,15.8,42,31,139,7,1,0.11,29,93.1,0.12,2.5,19,57.8,0.11,2.1,18,61.1,0.12,2.3,30,40.0,0.11,2.5,20,35.0,0.12,2.9,23,21.7,0.12,3.0,24,3,0,1,0,0,5,6,5,1,1,1,2,9,2,0,4,1,7,5,7,5,4,2,2,5,4,4,5,0,2,3,4,4,5,5,2024-05-01,2024-10-31
4355,小　川　　広　大,B1,172,60,3.96,19.4,4.16,18.6,36.8,4.06,18.5,34.3,8.0,11.5,11.5,9,13,113,0,0,0.18,16,50.0,0.12,2.4,19,21.0,0.17,4.1,18,22.2,0.17,4.1,22,13.6,0.2,4.1,17,17.6,0.18,3.9,21,0.0,0.23,5.0,6,2,3,1,2,2,2,2,3,3,7,2,0,4,1,5,4,4,0,3,2,7,7,3,1,2,0,3,7,4,0,0,4,2,7,8,2024-05-01,2024-10-31
4356,長　岡　　良　也,A2,168,51,6.13,39.5,6.23,43.0,63.9,6.5,46.5,67.6,22.6,16.9,26.6,28,21,124,1,0,0.15,27,81.4,0.14,2.6,20,50.0,0.17,3.3,21,23.8,0.16,3.0,25,36.0,0.14,3.4,20,10.0,0.14,3.3,11,9.0,0.15,2.8,20,2,2,1,1,0,3,7,4,4,1,1,1,4,8,4,3,1,2,7,9,3,3,0,2,0,5,5,6,2,0,1,5,2,2,1,2024-05-01,2024-10-31
4357,田　中　　和　也,A1,165,53,6.24,49.5,6.61,50.9,68.9,6.79,52.2,70.7,24.3,25.2,18.7,26,27,107,2,1,0.18,26,84.6,0.17,3.5,17,47.0,0.22,4.2,22,40.9,0.15,2.9,16,37.5,0.21,3.8,17,35.2,0.15,3.5,9,22.2,0.18,4.4,17,5,1,1,1,1,2,6,3,1,1,4,3,6,4,2,4,2,2,4,5,1,2,2,2,4,3,1,5,2,0,2,4,2,0,1,2024-05-01,2024-10-31
4358,松　本　　庸　平,B1,165,51,4.3,27.4,4.85,30.8,45.0,4.6,29.3,41.8,8.8,18.6,14.2,10,21,113,1,0,0.21,14,64.2,0.19,4.1,21,42.8,0.19,4.5,24,29.1,0.21,4.2,19,21.0,0.23,5.3,19,5.2,0.21,4.8,16,6.2,0.2,4.9,4,5,2,0,2,1,4,5,1,2,5,4,2,5,8,1,3,5,0,4,4,2,3,6,0,1,0,5,5,7,0,1,1,1,4,9,2024-05-01,2024-10-31
4359,横　川　　聖　志,B1,168,58,5.04,30.5,5.36,35.5,52.9,5.23,33.7,50.9,12.0,18.5,20.4,13,20,108,0,0,0.14,14,92.8,0.14,2.1,21,33.3,0.14,2.7,16,6.2,0.13,2.5,22,27.2,0.14,2.5,18,27.7,0.13,1.8,17,5.8,0.15,3.6,8,5,1,0,0,0,1,6,4,3,3,4,0,1,3,7,2,2,3,3,6,2,4,4,1,4,5,4,2,2,0,1,3,2,5,6,2024-05-01,2024-10-31
4360,庄　司　　孝　輔,B1,167,56,4.79,20.8,4.89,27.8,46.3,5.12,30.1,49.8,11.1,9.7,23.6,8,7,72,0,0,0.19,12,66.6,0.17,3.3,14,28.5,0.18,3.9,8,12.5,0.2,3.6,14,7.1,0.21,3.9,11,0.0,0.21,4.2,13,7.6,0.18,4.0,4,4,3,0,0,1,2,2,5,4,0,1,1,0,5,0,1,1,1,0,3,5,2,3,0,0,1,6,1,3,0,1,0,5,4,2,2024-05-01,2024-10-31
4361,柳　生　　泰　二,A1,165,53,6.9,46.4,6.79,51.1,67.1,6.89,51.8,68.5,30.7,15.7,20.0,43,22,140,5,1,0.14,34,88.2,0.14,3.1,19,52.6,0.14,3.1,25,36.0,0.13,2.9,23,39.1,0.13,2.7,22,22.7,0.14,3.0,17,11.7,0.13,3.7,28,2,0,2,1,1,1,9,3,3,2,1,4,5,7,4,3,2,5,4,6,3,5,0,4,1,5,8,3,1,1,1,7,1,2,5,2024-05-01,2024-10-31
4362,土　屋　　智　則,A1,164,54,7.21,49.5,6.84,49.7,66.8,7.0,51.2,68.9,31.5,18.0,18.0,35,20,111,7,2,0.13,31,70.9,0.11,2.6,16,50.0,0.14,3.3,17,17.6,0.16,3.6,21,42.8,0.14,2.7,21,61.9,0.13,3.2,5,0.0,0.16,4.4,20,2,4,2,0,2,4,4,6,2,0,0,2,1,6,5,0,2,3,6,2,4,3,3,6,7,2,2,0,4,0,0,0,3,1,1,2024-05-01,2024-10-31
4363,大　野　　芳　顕,A2,169,53,5.53,32.6,5.63,37.0,55.2,5.77,39.2,56.9,15.9,16.7,23.9,22,23,138,1,0,0.16,26,76.9,0.14,2.3,23,34.7,0.16,3.3,22,40.9,0.16,2.8,20,25.0,0.15,2.9,26,11.5,0.17,3.2,21,0.0,0.17,3.7,15,5,5,1,0,0,2,6,7,4,4,0,4,5,3,3,5,2,1,4,6,6,2,1,0,3,10,3,5,5,0,0,2,8,8,3,2024-05-01,2024-10-31
4364,池　永　　　　太,A1,169,57,7.09,49.3,7.07,53.1,69.7,7.09,53.6,71.2,30.7,18.7,18.7,46,28,150,9,2,0.14,34,88.2,0.14,2.8,24,54.1,0.12,2.4,28,35.7,0.13,2.8,22,45.4,0.14,2.9,25,28.0,0.14,3.0,17,23.5,0.15,3.7,26,4,0,3,1,0,4,9,5,5,0,1,5,5,10,5,3,0,6,4,4,4,3,1,5,2,7,6,4,1,0,4,2,2,3,6,2024-05-01,2024-10-31
4365,盛　本　　真　輔,A2,169,51,5.49,33.9,5.1,32.5,47.6,5.26,33.7,49.6,18.6,15.3,23.7,22,18,118,2,0,0.19,18,83.3,0.14,2.5,25,36.0,0.18,3.7,17,47.0,0.17,4.1,20,30.0,0.2,4.2,22,9.0,0.2,4.1,16,0.0,0.22,5.1,12,3,2,0,0,1,5,4,6,5,2,2,1,7,3,4,1,1,2,4,9,1,3,1,2,0,6,4,5,5,0,0,2,1,7,6,2024-05-01,2024-10-31
4366,前　沢　　丈　史,A1,169,56,6.21,47.2,6.72,50.7,69.8,6.59,49.4,68.6,21.3,26.0,16.5,27,33,127,6,0,0.16,23,95.6,0.17,3.3,17,35.2,0.16,2.9,26,53.8,0.16,3.3,25,40.0,0.14,2.8,16,31.2,0.15,3.0,19,15.7,0.17,3.6,17,5,0,0,1,0,3,3,7,3,1,0,2,12,2,2,5,1,3,7,6,5,3,1,2,3,1,7,2,1,0,3,5,4,4,3,2024-05-01,2024-10-31
4367,山　口　　修　路,B1,164,53,4.78,25.0,5.1,28.3,50.6,4.93,25.8,48.2,9.8,15.2,22.8,9,14,92,0,0,0.22,13,76.9,0.17,3.5,18,16.6,0.22,4.5,15,33.3,0.2,4.0,13,7.6,0.24,5.4,18,16.6,0.24,4.7,15,6.6,0.24,5.4,8,2,0,1,0,2,1,2,6,6,2,1,0,5,3,3,3,1,0,1,4,1,3,4,0,3,6,3,1,5,0,1,2,3,5,3,2024-05-01,2024-10-31
4368,山　口　　隆　史,B1,165,53,4.85,30.0,4.84,27.4,45.2,4.7,24.5,43.2,13.3,16.7,15.8,16,20,120,0,0,0.17,14,85.7,0.17,3.5,24,29.1,0.17,3.8,21,38.1,0.15,3.1,17,17.6,0.18,3.0,27,18.5,0.17,3.5,17,5.8,0.18,4.0,7,5,1,1,0,0,1,6,5,5,6,1,2,6,2,4,3,4,2,1,6,1,5,2,4,1,3,7,6,6,0,1,2,1,6,7,2024-05-01,2024-10-31
4369,丹　下　　　　将,A2,170,60,5.91,39.7,6.07,44.9,61.1,5.95,43.3,59.3,22.7,17.0,21.3,32,24,141,3,0,0.15,24,91.6,0.12,2.3,23,47.8,0.19,3.7,27,37.0,0.16,3.0,22,22.7,0.14,3.4,25,28.0,0.17,3.6,20,5.0,0.15,3.5,18,4,1,1,0,0,5,6,5,2,2,2,4,6,6,4,4,3,3,2,7,5,4,1,2,5,6,5,3,4,0,1,5,4,5,5,2024-05-01,2024-10-31
4370,山　口　　達　也,A1,168,52,6.48,47.7,6.69,52.1,66.8,6.58,50.2,66.3,28.0,19.7,14.6,44,31,157,8,0,0.15,33,90.9,0.14,2.8,34,47.0,0.16,3.6,32,43.7,0.15,3.3,24,25.0,0.15,3.5,16,37.5,0.14,2.9,18,16.6,0.18,4.2,26,4,1,1,0,1,5,11,4,6,4,4,8,6,7,4,2,5,4,2,4,5,5,4,1,5,5,0,3,2,0,3,2,2,5,5,2024-05-01,2024-10-31
4371,西　山　　貴　浩,A1,168,54,7.64,53.8,7.16,49.1,68.2,7.26,47.8,67.0,30.8,23.1,13.8,40,30,130,4,3,0.13,34,91.1,0.12,2.1,23,52.1,0.13,3.4,20,50.0,0.14,2.6,20,45.0,0.1,2.7,20,35.0,0.14,3.1,13,7.6,0.16,4.8,26,5,1,1,0,1,4,8,3,2,5,1,5,5,5,2,1,1,3,6,3,4,2,2,2,5,5,4,3,1,0,1,1,3,5,3,2024-05-01,2024-10-31
4372,原　田　　佑　実,A2,161,47,5.7,41.5,5.85,40.0,59.4,5.83,39.8,59.7,17.8,23.8,17.8,18,24,101,1,0,0.17,20,90.0,0.15,2.8,15,60.0,0.2,3.9,19,31.5,0.18,2.9,18,38.8,0.16,2.8,15,6.6,0.16,2.6,14,7.1,0.16,2.9,15,3,2,0,0,0,2,7,1,1,4,0,0,6,4,1,6,2,1,6,4,1,5,1,0,1,6,3,5,0,0,1,1,1,4,7,2024-05-01,2024-10-31
4373,若　狭　　奈美子,A2,158,47,5.79,42.0,5.32,31.6,54.7,5.42,33.8,55.8,11.2,30.8,22.4,12,33,107,2,0,0.17,19,68.4,0.2,3.6,18,66.6,0.18,2.8,19,36.8,0.15,3.0,18,44.4,0.16,3.2,20,15.0,0.16,3.2,13,15.3,0.2,4.1,4,9,3,2,1,0,4,8,3,2,1,0,2,5,5,1,5,1,0,8,3,1,5,1,2,1,9,2,4,2,0,2,1,3,3,4,2024-05-01,2024-10-31
4374,永　田　　義　紘,B1,168,52,4.83,21.5,4.43,22.4,38.7,4.57,24.6,41.2,15.9,5.6,22.4,17,6,107,2,0,0.15,15,60.0,0.13,2.7,19,31.5,0.14,2.6,20,15.0,0.15,2.5,17,23.5,0.15,2.1,18,5.5,0.15,2.9,18,0.0,0.16,4.2,9,0,1,3,1,1,2,4,7,1,3,2,2,1,6,6,3,2,3,1,6,2,3,2,1,0,3,7,4,3,0,0,1,4,8,5,2024-05-01,2024-10-31
4375,照　屋　　厚　仁,A2,160,52,5.57,36.2,5.45,35.3,55.1,5.61,37.7,56.6,17.3,18.9,20.5,22,24,127,0,0,0.16,28,75.0,0.17,3.6,16,43.7,0.18,4.2,21,38.1,0.17,3.3,21,19.0,0.12,2.3,16,25.0,0.16,3.6,25,8.0,0.18,4.0,16,5,2,2,1,2,1,6,4,2,3,0,1,7,6,6,1,0,2,2,5,5,2,5,2,2,4,3,1,4,0,2,5,7,3,7,2024-05-01,2024-10-31
4376,藤　田　　靖　弘,B1,165,53,5.4,33.3,5.95,41.1,59.9,5.84,40.5,58.5,12.8,20.6,22.7,18,29,141,0,0,0.16,25,76.0,0.15,2.6,24,41.6,0.14,2.7,21,28.5,0.16,3.0,25,28.0,0.16,2.7,22,18.1,0.15,3.1,24,4.1,0.19,3.7,15,4,4,0,1,1,1,9,8,4,2,0,0,6,3,7,1,4,1,6,7,5,4,2,1,3,8,3,2,5,0,1,2,7,8,6,2024-05-01,2024-10-31
