登番,名前漢字,級,身長,体重,勝率,複勝率,直近10年勝率,直近10年2連帯率,直近10年3連帯率,直近5年勝率,直近5年2連帯率,直近5年3連帯率,1着率,2着率,3着率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,算出期間自,算出期間至
4229,市　川　　美　宏,B1,170,53,4.85,25.4,4.92,26.7,46.4,4.92,26.7,46.4,7.3,18.2,22.7,8,20,110,0,0,0.23,12,58.3,0.19,3.5,22,31.8,0.25,4.8,18,27.8,0.23,4.1,22,13.6,0.21,4.3,22,18.2,0.2,4.1,15,13.3,0.27,5.3,4,3,3,0,1,1,1,6,6,4,3,2,2,3,4,5,3,1,1,2,6,7,4,2,0,4,3,4,7,3,0,2,3,2,2,6,2018-05-01,2018-10-31
4230,濱　崎　　直　矢,A2,167,56,6.18,43.8,6.37,47.1,64.0,6.37,47.1,64.0,24.6,19.2,19.2,32,25,130,3,0,0.15,29,82.8,0.15,2.5,19,36.8,0.16,3.4,23,47.8,0.14,2.8,23,52.2,0.15,2.5,17,11.8,0.15,3.2,20,5.0,0.14,3.3,17,7,1,1,2,0,2,5,6,4,1,1,5,6,3,6,1,2,7,5,4,3,2,2,0,2,5,2,3,4,1,0,6,5,5,3,2018-05-01,2018-10-31
4231,鈴　木　　裕　隆,B1,170,60,5.3,31.5,5.13,33.9,50.9,5.13,33.9,50.9,17.1,14.4,23.4,19,16,111,0,0,0.16,15,80.0,0.15,2.1,18,44.4,0.18,3.2,21,28.6,0.17,3.0,16,18.8,0.16,3.2,20,15.0,0.14,2.9,22,13.6,0.16,2.8,8,4,2,0,1,0,3,5,5,2,1,2,2,4,7,2,3,2,3,0,4,3,4,2,1,2,7,3,3,4,2,1,1,5,4,9,2018-05-01,2018-10-31
4232,笠　　　　雅　雄,B1,166,61,4.37,19.4,4.05,22.1,34.6,4.05,22.1,34.6,7.8,11.7,22.3,8,12,103,0,0,0.18,13,38.5,0.19,3.8,14,21.4,0.2,3.9,18,27.8,0.18,3.0,17,17.6,0.19,3.4,23,17.4,0.17,3.1,18,0.0,0.17,3.1,4,1,1,2,2,3,0,3,4,2,0,5,1,4,3,6,2,2,2,1,8,1,3,2,1,3,2,6,7,4,0,0,5,2,5,6,2018-05-01,2018-10-31
4233,亀　山　　雅　幸,A2,165,52,5.9,41.0,5.96,41.5,59.7,5.96,41.5,59.7,22.4,18.7,15.7,30,25,134,1,0,0.16,28,78.6,0.15,3.0,21,52.4,0.15,3.4,25,44.0,0.16,2.3,25,28.0,0.15,2.4,13,15.4,0.19,3.9,22,9.1,0.18,3.7,16,6,3,2,1,0,3,8,2,3,2,3,7,4,3,5,4,2,4,3,3,11,3,1,0,2,4,2,4,1,0,2,6,5,6,3,2018-05-01,2018-10-31
4234,野　相　　弘　司,B1,169,58,4.68,24.2,4.99,30.5,47.3,4.99,30.5,47.3,14.1,10.1,15.2,14,10,99,0,0,0.17,14,64.3,0.14,2.6,15,46.7,0.15,2.8,18,22.2,0.18,2.7,17,17.6,0.18,3.4,20,5.0,0.18,4.2,15,0.0,0.2,4.1,7,2,3,2,0,0,3,4,2,2,4,0,2,2,3,6,3,2,1,2,3,7,1,3,1,0,2,6,6,5,0,0,2,1,7,5,2018-05-01,2018-10-31
4236,松　村　　　　敏,A1,171,53,6.88,51.2,7.16,55.4,73.7,7.16,55.4,73.7,29.6,21.6,22.4,37,27,125,7,0,0.15,30,76.7,0.18,3.5,21,81.0,0.16,2.3,19,52.6,0.14,2.3,24,45.8,0.14,2.0,15,13.3,0.12,2.3,16,6.3,0.16,2.8,22,1,3,0,2,1,8,9,3,0,0,1,4,6,5,3,1,0,3,8,6,5,0,2,0,2,6,4,3,0,0,1,5,6,3,1,2018-05-01,2018-10-31
4237,大　峯　　　　豊,A1,171,57,7.02,56.4,6.85,51.3,67.3,6.85,51.3,67.3,33.9,22.6,12.9,42,28,124,9,3,0.15,31,90.3,0.16,2.7,22,59.1,0.16,3.0,18,44.4,0.15,2.8,21,57.1,0.13,2.2,15,26.7,0.16,3.5,17,29.4,0.16,3.5,26,2,2,0,0,1,4,9,4,3,1,0,4,4,5,3,2,0,6,6,1,4,1,2,0,4,2,3,2,4,2,3,2,1,1,8,2018-05-01,2018-10-31
4238,毒　島　　　　誠,A1,162,52,8.33,58.6,7.83,55.3,69.6,7.83,55.3,69.6,43.8,14.9,17.4,53,18,121,7,4,0.14,34,82.4,0.13,2.6,24,45.8,0.15,3.4,22,50.0,0.13,2.5,16,75.0,0.14,3.1,17,41.2,0.14,2.9,8,25.0,0.11,2.3,25,3,2,1,0,2,7,4,4,3,4,2,9,2,7,1,2,1,7,5,2,1,0,1,5,2,4,2,3,1,0,2,2,1,2,1,2018-05-01,2018-10-31
4239,竹　田　　辰　也,A2,160,51,5.5,35.1,5.88,38.8,60.4,5.88,38.8,60.4,19.8,15.3,17.6,26,20,131,0,0,0.18,23,82.6,0.18,3.1,24,37.5,0.17,3.0,21,47.6,0.16,3.1,21,19.0,0.2,3.6,20,20.0,0.17,3.3,22,0.0,0.21,4.6,16,3,2,0,1,1,5,4,5,3,6,1,3,7,4,2,2,3,2,2,4,8,4,1,0,4,4,7,3,2,0,0,4,4,4,10,2018-05-01,2018-10-31
4240,今　井　　裕　梨,B1,151,45,4.9,28.0,4.7,29.1,43.9,4.7,29.1,43.9,15.9,12.1,19.6,17,13,107,0,0,0.17,19,63.2,0.19,2.7,18,11.1,0.19,3.1,19,31.6,0.17,3.2,22,31.8,0.15,3.4,15,6.7,0.19,3.1,14,14.3,0.15,3.1,8,4,2,2,1,2,1,1,3,4,6,3,3,3,4,4,4,1,5,2,4,6,2,3,0,1,4,0,3,7,0,2,4,1,1,6,2018-05-01,2018-10-31
4241,大　串　　重　幸,B1,165,54,4.59,25.2,5.33,34.3,51.9,5.33,34.3,51.9,10.3,15.0,16.8,11,16,107,0,0,0.18,15,66.7,0.17,3.1,21,28.6,0.19,3.8,18,16.7,0.21,4.2,11,36.4,0.14,2.9,27,7.4,0.16,3.1,15,13.3,0.16,3.5,6,4,1,1,1,2,3,3,4,5,2,4,1,2,4,5,4,2,0,4,2,1,3,1,1,1,6,5,7,7,0,2,1,2,9,1,2018-05-01,2018-10-31
4243,西　村　　　　歩,B1,165,48,5.36,37.3,5.59,38.0,53.1,5.59,38.0,53.1,15.7,21.7,15.7,13,18,83,1,0,0.15,16,62.5,0.17,3.3,16,50.0,0.19,2.4,15,26.7,0.16,2.6,10,50.0,0.14,2.1,14,21.4,0.12,2.2,12,8.3,0.12,2.8,5,5,2,1,2,1,3,5,3,2,3,0,2,2,2,3,2,3,2,3,2,1,0,2,1,2,3,5,2,1,0,1,1,2,2,6,2018-05-01,2018-10-31
4244,鈴　木　　成　美,B1,151,43,5.21,34.7,4.95,31.3,46.7,4.95,31.3,46.7,14.9,19.8,14.9,18,24,121,0,0,0.14,16,81.3,0.12,1.7,21,42.9,0.16,2.7,24,37.5,0.1,2.2,22,22.7,0.15,2.1,23,21.7,0.14,2.3,15,6.7,0.17,3.6,11,2,1,0,0,1,2,7,3,4,3,2,1,8,6,6,2,1,3,2,3,6,5,3,1,4,3,6,5,4,0,1,2,1,7,4,2018-05-01,2018-10-31
4245,高　橋　　直　哉,B1,167,53,4.65,23.2,4.64,24.3,41.6,4.64,24.3,41.6,6.4,16.8,15.2,8,21,125,0,0,0.2,16,56.3,0.19,3.6,20,45.0,0.22,5.0,21,14.3,0.19,3.9,24,16.7,0.2,4.1,28,10.7,0.21,4.1,16,6.3,0.18,3.4,5,4,1,3,3,0,0,9,3,7,0,1,0,3,2,11,2,3,1,3,7,6,3,4,1,2,6,10,6,3,1,0,0,5,3,6,2018-05-01,2018-10-31
4246,喜　多　　那由夏,B1,155,48,4.13,21.9,4.25,21.8,36.6,4.25,21.8,36.6,5.5,16.5,17.6,5,15,91,0,0,0.2,12,58.3,0.18,3.6,19,31.6,0.19,4.2,21,23.8,0.19,3.1,17,11.8,0.2,4.1,14,0.0,0.22,3.4,9,0.0,0.2,4.3,3,4,3,1,0,1,1,5,5,2,2,4,0,5,4,3,3,5,1,1,2,2,8,3,0,0,2,1,7,4,0,0,0,2,2,5,2018-05-01,2018-10-31
4247,齊　藤　　　　優,B1,164,54,4.9,24.3,5.09,29.4,48.0,5.09,29.4,48.0,11.8,12.6,24.4,14,15,119,0,0,0.19,17,70.6,0.18,3.8,17,23.5,0.18,4.0,23,21.7,0.19,3.3,28,25.0,0.2,4.0,17,0.0,0.17,4.4,17,5.9,0.21,4.2,9,3,2,0,3,0,1,3,7,1,4,1,2,3,7,2,5,3,2,5,3,9,6,3,0,0,7,2,4,4,0,1,3,7,4,2,2018-05-01,2018-10-31
4248,岡　本　　　　大,B1,170,54,4.86,25.8,4.41,21.8,39.0,4.41,21.8,39.0,9.2,16.7,20.0,11,20,120,1,0,0.16,15,46.7,0.17,3.5,25,40.0,0.16,3.3,19,15.8,0.15,2.8,23,30.4,0.16,2.7,23,8.7,0.16,3.3,15,13.3,0.18,4.2,2,5,0,4,3,1,4,6,7,2,3,3,0,3,9,2,4,1,3,4,4,4,6,2,1,1,2,10,5,4,1,1,2,3,6,2,2018-05-01,2018-10-31
4249,曾　根　　孝　仁,B1,171,54,4.19,22.6,4.27,23.5,37.6,4.27,23.5,37.6,9.3,13.3,9.3,7,10,75,0,0,0.17,12,50.0,0.21,4.0,14,35.7,0.16,3.1,12,16.7,0.17,3.7,11,9.1,0.18,3.5,16,12.5,0.14,2.8,10,10.0,0.18,4.2,4,2,1,2,0,3,1,4,3,3,1,2,0,2,2,5,2,1,0,1,1,2,4,2,1,1,0,4,7,3,1,0,0,3,2,3,2018-05-01,2018-10-31
4250,藤　川　　利　文,B1,170,55,4.52,25.4,4.36,22.3,38.9,4.36,22.3,38.9,8.2,17.3,19.1,9,19,110,0,0,0.17,15,53.3,0.12,2.7,14,35.7,0.15,2.5,24,16.7,0.14,2.5,17,23.5,0.21,3.9,25,24.0,0.2,4.4,15,6.7,0.23,5.5,4,4,0,2,3,2,2,3,4,1,2,2,0,4,9,3,4,4,2,2,2,6,1,4,1,5,4,3,8,4,0,1,2,1,2,9,2018-05-01,2018-10-31
4251,川　崎　　誠　志,B1,169,53,4.17,21.2,4.19,23.1,36.5,4.19,23.1,36.5,6.4,14.9,13.8,6,14,94,0,0,0.2,10,50.0,0.2,4.1,16,25.0,0.19,4.3,18,22.2,0.18,3.4,18,33.3,0.24,3.9,14,7.1,0.2,3.9,18,0.0,0.21,4.4,3,2,2,2,0,1,1,3,1,4,3,4,1,3,5,2,3,4,1,5,2,5,2,3,0,1,2,6,4,1,0,0,1,1,9,7,2018-05-01,2018-10-31
4252,松　下　　哲　也,B1,170,52,4.69,27.5,4.48,25.7,40.5,4.48,25.7,40.5,15.3,12.2,14.3,15,12,98,0,0,0.18,14,71.4,0.17,3.1,14,28.6,0.19,4.5,16,25.0,0.16,3.4,19,10.5,0.22,3.9,17,29.4,0.14,2.9,18,11.1,0.19,3.6,7,3,2,1,1,0,2,2,3,3,4,0,3,1,3,4,3,2,1,1,5,4,6,2,2,3,1,1,5,4,0,2,0,4,4,8,2018-05-01,2018-10-31
4253,西　川　　真　人,B1,171,57,4.34,18.4,4.9,27.8,45.2,4.9,27.8,45.2,9.2,9.2,21.0,11,11,119,0,0,0.2,17,41.2,0.17,3.6,18,11.1,0.21,4.6,22,27.3,0.2,4.2,20,25.0,0.2,3.9,26,7.7,0.21,4.7,16,0.0,0.22,4.5,6,1,4,1,3,2,0,2,8,2,3,3,1,5,3,4,4,5,2,3,4,6,4,1,2,0,2,8,9,5,0,0,4,2,5,5,2018-05-01,2018-10-31
4254,川　島　　圭　司,A2,167,51,6.11,46.5,5.95,41.1,58.4,5.95,41.1,58.4,20.5,26.0,15.1,15,19,73,3,1,0.15,11,100.0,0.12,2.5,13,38.5,0.13,2.6,12,75.0,0.14,2.3,15,40.0,0.17,3.1,12,25.0,0.2,3.6,9,0.0,0.15,4.1,6,5,0,0,0,0,1,4,4,2,1,1,5,4,0,1,2,0,2,4,1,5,3,0,1,2,3,1,2,3,0,0,3,3,2,1,2018-05-01,2018-10-31
4256,渡　辺　　浩　司,A1,167,53,6.44,43.1,6.96,52.1,68.6,6.96,52.1,68.6,25.9,17.3,19.4,36,24,139,6,0,0.14,29,89.7,0.12,2.3,23,56.5,0.13,3.1,24,29.2,0.13,2.9,23,39.1,0.13,2.5,21,14.3,0.14,3.0,19,10.5,0.18,3.9,24,2,0,0,2,0,7,6,6,0,2,2,1,6,8,4,3,2,3,6,5,6,2,1,1,2,5,6,2,5,0,2,3,6,7,1,2018-05-01,2018-10-31
4257,古　川　　　　健,A2,168,52,5.59,44.5,5.18,37.3,50.4,5.18,37.3,50.4,16.8,27.7,9.9,17,28,101,1,0,0.16,18,88.9,0.16,2.7,18,66.7,0.16,3.4,15,40.0,0.13,2.5,14,50.0,0.16,2.6,13,15.4,0.16,2.8,23,8.7,0.17,3.5,9,7,0,0,1,1,4,8,1,1,2,2,2,4,2,2,3,2,2,5,2,0,3,2,0,2,4,1,4,2,0,2,1,9,4,6,2018-05-01,2018-10-31
4258,関　根　　彰　人,B1,169,52,4.94,24.3,5.25,32.7,52.6,5.25,32.7,52.6,10.3,14.0,26.2,11,15,107,1,0,0.19,17,52.9,0.17,3.9,17,29.4,0.19,3.2,18,16.7,0.18,4.3,16,18.8,0.19,4.2,19,21.1,0.19,4.4,21,9.5,0.21,4.8,8,1,3,0,4,1,1,4,8,0,1,3,1,2,5,6,0,4,0,3,3,3,5,2,1,3,6,4,3,1,0,2,3,7,3,6,2018-05-01,2018-10-31
4259,真　庭　　明　志,A1,161,52,6.21,42.9,6.33,46.5,63.0,6.33,46.5,63.0,26.2,16.8,17.8,28,18,107,2,0,0.15,25,84.0,0.15,2.8,16,37.5,0.15,2.9,16,37.5,0.15,3.2,17,35.3,0.13,2.8,16,18.8,0.16,4.1,17,23.5,0.18,3.8,18,3,1,0,1,1,3,3,4,3,1,2,3,3,3,4,0,3,1,5,5,3,1,2,2,1,4,4,1,4,1,3,2,5,0,6,2018-05-01,2018-10-31
4260,中　越　　博　紀,A2,167,52,5.85,36.8,6.2,42.8,61.8,6.2,42.8,61.8,15.8,21.1,21.9,18,24,114,3,0,0.17,24,70.8,0.17,3.0,18,33.3,0.18,3.9,16,43.8,0.15,3.2,16,25.0,0.2,3.9,18,33.3,0.13,2.6,22,9.1,0.17,3.9,14,3,4,1,1,0,1,5,6,4,1,1,2,5,1,4,0,3,1,3,5,2,2,3,0,6,4,2,3,3,0,2,5,7,5,3,2018-05-01,2018-10-31
4261,岡　　　　祐　臣,B1,167,56,3.65,15.0,6.13,45.0,57.6,6.13,45.0,57.6,11.0,4.0,10.0,11,4,100,0,0,0.21,9,44.4,0.2,3.7,10,30.0,0.19,3.6,10,40.0,0.12,2.8,10,30.0,0.16,3.3,11,0.0,0.2,3.9,50,2.0,0.25,5.5,4,0,0,3,0,2,2,1,2,1,1,2,3,1,1,1,0,4,2,1,1,3,1,2,0,0,5,3,2,1,0,1,1,5,6,35,2018-05-01,2018-10-31
4262,馬　場　　貴　也,A1,167,54,7.21,49.2,6.94,48.7,65.6,6.94,48.7,65.6,29.3,20.0,15.7,41,28,140,6,0,0.16,25,80.0,0.14,2.8,23,69.6,0.15,3.7,27,63.0,0.15,3.4,24,29.2,0.18,3.4,24,25.0,0.18,3.5,16,18.8,0.14,4.1,16,4,0,2,2,1,7,9,2,3,2,0,11,6,4,2,4,0,5,2,6,5,4,1,2,4,7,7,3,1,0,3,3,6,4,0,2018-05-01,2018-10-31
4263,武　重　　雄　介,A1,172,58,6.24,47.1,5.72,40.1,57.1,5.72,40.1,57.1,26.4,20.7,14.9,32,25,121,3,1,0.16,19,94.7,0.12,1.6,19,68.4,0.18,2.9,22,40.9,0.14,2.3,21,47.6,0.15,2.8,23,21.7,0.16,3.3,17,11.8,0.19,4.0,15,3,1,0,0,0,5,8,3,0,1,2,3,6,4,4,2,3,6,4,2,4,4,1,3,2,5,5,5,3,0,2,3,8,2,2,2018-05-01,2018-10-31
4264,長　尾　　章　平,A1,166,54,6.26,46.5,6.36,45.4,65.6,6.36,45.4,65.6,19.4,27.1,17.4,28,39,144,6,0,0.18,27,77.8,0.16,2.9,22,45.5,0.18,4.1,25,44.0,0.18,3.9,25,52.0,0.17,3.8,24,37.5,0.18,3.3,21,14.3,0.19,4.5,18,3,2,4,0,0,5,5,4,3,1,2,3,8,2,7,3,2,1,12,7,4,0,1,0,9,6,5,3,1,1,2,4,4,6,4,2018-05-01,2018-10-31
4265,村　上　　祐　次,B1,168,56,3.8,16.0,4.0,18.2,32.9,4.0,18.2,32.9,5.4,10.7,17.9,3,6,56,0,0,0.21,6,50.0,0.16,3.0,12,16.7,0.18,3.8,9,33.3,0.19,3.7,4,0.0,0.19,4.3,10,10.0,0.23,4.1,15,0.0,0.24,5.0,3,0,1,1,1,0,0,2,3,0,6,1,0,3,3,0,2,1,0,0,0,2,2,0,0,1,1,2,4,2,0,0,2,2,2,9,2018-05-01,2018-10-31
4266,長　田　　頼　宗,A1,168,54,6.44,40.6,6.74,45.9,62.9,6.74,45.9,62.9,23.3,17.3,15.8,31,23,133,6,2,0.15,24,79.2,0.13,2.8,23,39.1,0.13,3.5,23,47.8,0.15,2.8,23,21.7,0.15,3.4,20,40.0,0.17,3.7,20,10.0,0.18,4.5,17,2,1,1,2,1,4,5,4,3,2,5,4,7,3,4,2,2,2,3,7,3,5,3,3,5,3,2,3,4,1,1,3,3,3,9,2018-05-01,2018-10-31
4268,和　合　　俊　介,B1,168,60,4.35,20.6,4.39,23.5,39.6,4.39,23.5,39.6,7.6,13.0,17.4,7,12,92,1,0,0.14,11,54.5,0.12,2.7,19,26.3,0.15,2.4,15,6.7,0.14,3.0,10,20.0,0.15,2.4,22,18.2,0.15,2.8,15,6.7,0.15,2.3,3,3,2,1,0,2,1,4,3,5,5,1,1,0,4,3,3,4,0,2,2,2,3,1,2,2,4,5,6,3,0,1,1,3,5,5,2018-05-01,2018-10-31
4269,杉　山　　裕　也,A1,167,54,7.29,54.4,6.97,52.1,70.3,6.97,52.1,70.3,31.3,23.1,18.7,42,31,134,4,1,0.14,31,90.3,0.13,2.2,21,61.9,0.16,2.8,23,60.9,0.15,2.5,25,44.0,0.15,3.1,21,28.6,0.13,3.0,13,7.7,0.17,3.3,23,5,1,1,0,1,5,8,2,5,1,0,6,8,7,0,1,1,8,3,6,5,2,1,0,6,6,3,5,1,0,1,3,1,3,5,2018-05-01,2018-10-31
4270,岸　本　　雄　貴,B1,160,64,4.34,22.8,4.81,27.6,46.1,4.81,27.6,46.1,7.6,15.2,19.6,7,14,92,1,0,0.18,10,80.0,0.17,3.3,17,23.5,0.2,3.5,16,37.5,0.15,2.5,19,10.5,0.21,3.7,19,5.3,0.2,3.9,12,0.0,0.15,3.3,4,4,0,1,0,1,1,3,6,3,1,2,1,5,5,2,2,1,1,1,3,4,6,4,0,1,3,3,5,7,0,0,1,0,2,8,2018-05-01,2018-10-31
4271,川　崎　　公　靖,B1,164,52,4.42,23.0,5.06,30.5,50.1,5.06,30.5,50.1,6.0,17.0,16.0,6,17,100,0,0,0.17,9,66.7,0.16,3.0,18,38.9,0.15,2.3,21,23.8,0.18,2.7,18,27.8,0.17,3.1,18,0.0,0.17,3.7,16,0.0,0.21,4.3,2,4,1,1,0,1,2,5,2,3,3,3,2,3,3,10,3,0,0,5,5,4,3,1,0,0,3,2,9,4,0,0,2,2,5,7,2018-05-01,2018-10-31
4272,大　場　　広　孝,B1,171,58,5.37,32.8,5.09,29.1,51.7,5.09,29.1,51.7,12.9,20.0,22.9,9,14,70,1,0,0.16,8,62.5,0.15,2.9,14,50.0,0.16,4.5,10,40.0,0.14,3.2,10,20.0,0.13,4.0,14,28.6,0.17,3.0,12,8.3,0.2,4.8,4,1,1,1,0,1,2,5,3,0,2,2,0,4,3,1,1,1,0,2,2,4,0,2,2,2,5,2,3,0,1,0,2,5,2,2,2018-05-01,2018-10-31
4273,佐　藤　　　　旭,B1,161,54,4.59,24.7,4.7,30.0,45.4,4.7,30.0,45.4,8.2,16.5,22.4,7,14,85,0,0,0.22,10,30.0,0.22,5.0,17,47.1,0.22,4.9,13,15.4,0.23,4.5,13,23.1,0.21,4.8,17,23.5,0.18,4.1,16,6.3,0.24,4.7,3,0,2,1,1,2,0,8,2,3,4,0,1,1,5,2,3,1,1,2,0,4,1,4,2,2,4,0,6,3,0,1,6,1,3,4,2018-05-01,2018-10-31
4274,長　畑　　友　輔,B1,168,51,5.39,33.6,5.14,31.7,49.2,5.14,31.7,49.2,15.1,18.5,16.8,18,22,119,0,0,0.16,18,61.1,0.18,3.2,26,53.8,0.17,3.0,18,27.8,0.15,2.7,14,14.3,0.18,3.1,27,22.2,0.14,3.0,16,12.5,0.13,2.4,9,2,1,3,1,2,7,7,2,4,4,2,2,3,2,5,4,2,0,2,6,3,1,2,0,6,6,9,4,2,0,2,3,5,5,1,2018-05-01,2018-10-31
4275,菅　野　　はやか,B1,159,52,4.41,26.3,4.16,19.7,36.8,4.16,19.7,36.8,9.2,17.1,10.5,7,13,76,0,0,0.21,12,41.7,0.22,5.0,11,45.5,0.2,4.6,11,27.3,0.24,4.7,15,20.0,0.23,4.3,16,18.8,0.22,4.4,11,9.1,0.17,4.0,3,2,0,2,4,1,1,4,1,3,1,1,0,3,1,2,3,2,1,2,4,0,5,3,2,1,2,4,1,6,0,1,0,5,3,2,2018-05-01,2018-10-31
4276,鈴　木　　勝　博,A1,168,52,6.89,51.3,6.53,50.5,66.4,6.53,50.5,66.4,32.4,18.9,20.7,36,21,111,5,2,0.17,26,73.1,0.21,3.7,17,58.8,0.18,3.0,18,50.0,0.17,3.0,22,45.5,0.15,2.2,16,50.0,0.13,2.1,12,8.3,0.18,4.6,17,2,4,2,1,0,6,4,4,2,1,0,7,2,4,2,1,2,2,8,5,5,1,0,4,4,3,3,1,0,0,1,3,1,6,1,2018-05-01,2018-10-31
4277,金　田　　大　輔,A2,166,52,5.89,46.9,4.47,26.7,39.4,4.47,26.7,39.4,18.1,28.9,9.6,15,24,83,1,0,0.17,13,92.3,0.12,2.7,12,50.0,0.21,3.9,13,38.5,0.17,3.2,15,53.3,0.17,3.1,17,35.3,0.16,2.8,13,15.4,0.16,3.2,6,6,0,0,0,0,1,5,1,2,2,1,3,2,2,5,1,0,3,5,0,5,2,0,1,5,3,3,3,1,1,1,2,2,4,3,2018-05-01,2018-10-31
4278,藤　岡　　俊　介,A1,166,52,6.79,45.1,6.65,48.1,67.0,6.65,48.1,67.0,27.1,18.0,25.6,36,24,133,4,0,0.12,25,76.0,0.11,1.8,27,33.3,0.11,2.0,20,50.0,0.13,2.4,26,46.2,0.12,2.2,23,34.8,0.15,3.0,13,15.4,0.11,2.5,16,3,2,1,1,1,3,6,9,3,3,3,5,5,5,2,2,1,8,4,8,2,4,0,3,5,5,5,3,1,1,1,5,1,2,3,2018-05-01,2018-10-31
4281,大　澤　　大　夢,A2,164,54,5.5,36.3,5.76,40.4,57.6,5.76,40.4,57.6,21.5,14.8,14.8,29,20,135,1,0,0.15,24,79.2,0.15,2.9,21,57.1,0.14,3.4,28,28.6,0.16,3.0,17,29.4,0.15,3.2,25,20.0,0.16,3.6,20,0.0,0.17,4.1,17,2,1,2,1,1,6,6,3,3,1,2,3,5,6,7,5,2,1,4,5,4,2,1,2,3,4,5,8,3,0,0,1,7,5,7,2018-05-01,2018-10-31
4282,中　西　　裕　子,B1,161,52,4.77,28.9,4.06,19.9,32.7,4.06,19.9,32.7,17.4,11.6,13.0,12,8,69,0,0,0.15,11,54.5,0.14,2.6,15,53.3,0.12,2.1,13,23.1,0.16,3.1,7,28.6,0.11,1.7,13,7.7,0.15,2.6,11,0.0,0.2,3.2,4,2,0,2,2,1,5,3,3,2,1,1,2,1,0,3,3,3,0,2,0,2,2,1,1,0,2,3,5,2,0,0,4,0,2,5,2018-05-01,2018-10-31
4283,石　井　　裕　美,B1,153,49,4.11,24.2,4.04,19.6,33.5,4.04,19.6,33.5,7.1,17.1,8.6,5,12,70,0,0,0.18,10,40.0,0.18,3.3,16,50.0,0.17,3.4,13,7.7,0.16,3.7,10,20.0,0.18,3.5,11,9.1,0.15,2.9,10,10.0,0.23,4.4,2,2,3,3,0,0,2,6,1,2,3,2,0,1,2,3,3,4,1,1,0,1,5,2,0,1,0,2,5,2,0,1,0,3,2,4,2018-05-01,2018-10-31
4284,山　本　　良　一,B1,162,57,4.22,21.2,3.95,18.9,33.8,3.95,18.9,33.8,6.4,14.9,17.0,6,14,94,0,0,0.18,14,35.7,0.16,3.1,18,33.3,0.17,3.5,15,20.0,0.18,3.6,13,23.1,0.16,3.8,18,16.7,0.2,4.0,16,0.0,0.19,3.7,3,2,3,3,2,1,0,6,6,1,1,4,1,2,2,1,3,6,1,2,1,5,1,3,1,2,3,5,6,1,0,0,1,2,7,6,2018-05-01,2018-10-31
4285,伴　　　　将　典,B1,164,61,4.8,27.3,4.57,24.1,41.5,4.57,24.1,41.5,9.4,17.9,17.9,10,19,106,0,0,0.17,15,73.3,0.15,2.8,18,38.9,0.15,3.1,18,11.1,0.16,3.4,14,21.4,0.13,2.4,20,15.0,0.22,3.9,21,14.3,0.19,3.5,6,5,0,1,2,1,1,6,2,6,0,3,1,1,6,4,1,5,0,3,3,3,2,2,2,1,5,3,6,3,0,3,3,7,3,5,2018-05-01,2018-10-31
4286,平　田　　さやか,A2,167,50,5.7,35.2,5.71,36.6,56.7,5.71,36.6,56.7,19.0,16.2,21.0,20,17,105,2,0,0.15,19,78.9,0.15,2.4,13,53.8,0.18,2.4,23,34.8,0.13,1.6,16,37.5,0.15,2.8,15,6.7,0.14,3.2,19,0.0,0.16,3.6,12,3,1,3,0,0,3,4,5,1,0,0,1,7,7,3,4,1,4,2,4,3,1,1,0,1,1,7,3,2,0,0,4,3,7,5,2018-05-01,2018-10-31
4287,今　井　　貴　士,A1,163,57,6.35,47.0,6.62,49.8,66.1,6.62,49.8,66.1,27.8,19.2,15.2,42,29,151,4,0,0.14,36,86.1,0.13,2.1,27,51.9,0.14,2.7,23,43.5,0.14,3.0,25,40.0,0.16,2.7,28,17.9,0.16,3.1,12,8.3,0.13,2.7,27,4,2,2,1,0,5,9,2,4,3,4,6,4,2,5,3,3,3,7,5,5,3,2,1,4,9,5,6,3,0,1,3,2,2,4,2018-05-01,2018-10-31
