開催日,日目,レース,着,艇,登番,選手名,モーター,ボート,展示,天気,風向,風速,波高
2025-02-24,2,2,4,1,3620,信濃由行,27,8,6.8,晴,西,6,6
2025-02-24,2,2,5,6,3535,渡修平,34,18,6.89,晴,西,6,6
2025-02-24,2,2,6,5,3769,佐竹恒彦,11,66,6.82,晴,西,6,6
2025-02-24,2,3,1,1,4068,幸田智裕,53,60,6.8,晴,北西,8,8
2025-02-24,2,3,2,6,4513,河野真也,47,36,6.82,晴,北西,8,8
2025-02-24,2,3,3,4,3660,長谷川親王,9,24,6.85,晴,北西,8,8
2025-02-24,2,3,4,5,4377,濱本優一,51,33,6.87,晴,北西,8,8
2025-02-24,2,3,5,2,4750,井上尚悟,2,26,6.87,晴,北西,8,8
2025-02-24,2,3,6,3,4391,松田祐季,12,57,6.88,晴,北西,8,8
2025-02-24,2,4,1,1,3963,原田秀弥,41,43,6.73,晴,北西,8,8
2025-02-24,2,4,2,2,4259,真庭明志,15,31,6.78,晴,北西,8,8
2025-02-24,2,4,3,4,4659,木下翔太,33,14,6.84,晴,北西,8,8
2025-02-24,2,4,4,6,4093,吉田宗弘,66,58,6.84,晴,北西,8,8
2025-02-24,2,4,5,5,4434,田中辰彦,61,46,6.85,晴,北西,8,8
2025-02-24,2,4,6,3,3741,松尾基成,65,40,6.78,晴,北西,8,8
2025-02-24,2,5,1,1,4232,笠雅雄,10,3,6.9,晴,北西,8,8
2025-02-24,2,5,2,3,4686,丸野一樹,20,59,6.89,晴,北西,8,8
2025-02-24,2,5,3,2,4318,桑原将光,39,37,6.87,晴,北西,8,8
2025-02-24,2,5,4,5,4656,大崎翔,6,20,6.84,晴,北西,8,8
2025-02-24,2,5,5,4,3837,秋山広一,59,16,6.8,晴,北西,8,8
2025-02-24,2,5,6,6,5363,山本凱立,23,10,6.77,晴,北西,8,8
2025-02-24,2,6,1,5,5206,梅原祥平,31,64,6.74,晴,北西,8,8
2025-02-24,2,6,2,4,3959,坪井康晴,45,35,6.78,晴,北西,8,8
2025-02-24,2,6,3,6,3776,横井健太,13,38,6.8,晴,北西,8,8
2025-02-24,2,6,4,3,4193,郷原章平,54,25,6.82,晴,北西,8,8
2025-02-24,2,6,5,1,5257,西丸侑太朗,49,19,6.81,晴,北西,8,8
2025-02-24,2,6,6,2,5138,村本大成,57,6,6.75,晴,北西,8,8
2025-02-24,2,7,1,1,3769,佐竹恒彦,11,66,6.93,晴,北西,8,8
2025-02-24,2,7,2,3,3257,田頭実,40,39,6.86,晴,北西,8,8
2025-02-24,2,7,3,2,4766,石井孝之,50,30,6.8,晴,北西,8,8
2025-02-24,2,7,4,5,3660,長谷川親王,9,24,6.82,晴,北西,8,8
2025-02-24,2,7,5,6,4173,岡谷健吾,58,56,6.73,晴,北西,8,8
2025-02-24,2,7,6,4,4415,下出卓矢,29,7,6.85,晴,北西,8,8
2025-02-24,2,8,1,1,4172,森定晃史,25,50,6.7,晴,北西,7,7
2025-02-24,2,8,2,2,5055,眞鳥章太,36,4,6.96,晴,北西,7,7
2025-02-24,2,8,3,5,4750,井上尚悟,2,26,6.83,晴,北西,7,7
2025-02-24,2,8,4,4,4551,三川昂暁,17,45,6.82,晴,北西,7,7
2025-02-24,2,8,5,3,4093,吉田宗弘,66,58,6.92,晴,北西,7,7
2025-02-24,2,8,6,6,5352,西岡蒼志,3,29,6.79,晴,北西,7,7
2025-02-24,2,9,1,1,4434,田中辰彦,61,46,6.77,晴,北西,7,7
2025-02-24,2,9,2,6,5217,藤原碧生,46,47,6.77,晴,北西,7,7
2025-02-24,2,9,3,2,4129,宇野博之,64,12,6.83,晴,北西,7,7
2025-02-24,2,9,4,3,4513,河野真也,47,36,6.76,晴,北西,7,7
2025-02-24,2,9,5,4,3461,渡邊哲也,16,5,6.86,晴,北西,7,7
2025-02-24,2,9,6,5,4330,奈須啓太,26,17,6.81,晴,北西,7,7
2025-02-24,2,10,1,1,4193,郷原章平,54,25,6.91,晴,北西,7,7
2025-02-24,2,10,2,3,5216,長谷川晴哉,14,1,6.85,晴,北西,7,7
2025-02-24,2,10,3,6,4391,松田祐季,12,57,6.94,晴,北西,7,7
2025-02-24,2,10,4,4,4318,桑原将光,39,37,6.8,晴,北西,7,7
2025-02-24,2,10,5,5,5239,上野俊樹,18,41,6.85,晴,北西,7,7
2025-02-24,2,10,6,2,4659,木下翔太,33,14,6.91,晴,北西,7,7
2025-02-24,2,11,1,1,4686,丸野一樹,20,59,6.86,晴,北西,6,6
2025-02-24,2,11,2,2,3257,田頭実,40,39,6.98,晴,北西,6,6
2025-02-24,2,11,3,3,5257,西丸侑太朗,49,19,6.87,晴,北西,6,6
2025-02-24,2,11,4,6,4458,抹香雄三,43,53,6.88,晴,北西,6,6
2025-02-24,2,11,5,5,4259,真庭明志,15,31,6.84,晴,北西,6,6
2025-02-24,2,11,6,4,4068,幸田智裕,53,60,6.87,晴,北西,6,6
2025-02-24,2,12,1,3,4415,下出卓矢,29,7,6.83,晴,北西,7,7
2025-02-24,2,12,2,5,3837,秋山広一,59,16,6.8,晴,北西,7,7
2025-02-24,2,12,3,4,4377,濱本優一,51,33,6.89,晴,北西,7,7
2025-02-24,2,12,4,1,3959,坪井康晴,45,35,6.75,晴,北西,7,7
2025-02-24,2,12,5,2,4172,森定晃史,25,50,6.81,晴,北西,7,7
2025-02-24,2,12,6,6,3741,松尾基成,65,40,6.84,晴,北西,7,7
2025-02-25,3,1,1,1,4656,大崎翔,6,20,6.9,晴,南西,3,3
2025-02-25,3,1,2,2,4068,幸田智裕,53,60,6.74,晴,南西,3,3
2025-02-25,3,1,3,3,3660,長谷川親王,9,24,6.95,晴,南西,3,3
2025-02-25,3,1,4,4,4232,笠雅雄,10,3,6.96,晴,南西,3,3
2025-02-25,3,1,5,6,3963,原田秀弥,41,43,6.9,晴,南西,3,3
2025-02-25,3,1,6,5,4129,宇野博之,64,12,6.94,晴,南西,3,3
2025-02-25,3,2,1,4,4458,抹香雄三,43,53,6.85,晴,南西,2,2
2025-02-25,3,2,2,2,4173,岡谷健吾,58,56,6.88,晴,南西,2,2
2025-02-25,3,2,3,6,3478,嶋田貴支,52,9,6.97,晴,南西,2,2
2025-02-25,3,2,4,3,3257,田頭実,40,39,6.92,晴,南西,2,2
2025-02-25,3,2,5,5,4193,郷原章平,54,25,6.95,晴,南西,2,2
2025-02-25,3,2,6,1,3776,横井健太,13,38,6.82,晴,南西,2,2
2025-02-25,3,3,1,2,5206,梅原祥平,31,64,6.78,晴,南西,3,3
2025-02-25,3,3,2,3,4659,木下翔太,33,14,6.75,晴,南西,3,3
2025-02-25,3,3,3,5,4513,河野真也,47,36,6.75,晴,南西,3,3
2025-02-25,3,3,4,1,3741,松尾基成,65,40,6.89,晴,南西,3,3
2025-02-25,3,3,5,4,4750,井上尚悟,2,26,6.81,晴,南西,3,3
2025-02-25,3,3,6,6,4318,桑原将光,39,37,6.97,晴,南西,3,3
2025-02-25,3,4,1,5,5216,長谷川晴哉,14,1,6.81,晴,南西,3,3
2025-02-25,3,4,2,1,4330,奈須啓太,26,17,6.88,晴,南西,3,3
2025-02-25,3,4,3,2,3837,秋山広一,59,16,6.83,晴,南西,3,3
2025-02-25,3,4,4,6,4551,三川昂暁,17,45,6.79,晴,南西,3,3
2025-02-25,3,4,5,4,3620,信濃由行,27,8,6.96,晴,南西,3,3
2025-02-25,3,4,6,3,4172,森定晃史,25,50,6.84,晴,南西,3,3
2025-02-25,3,5,1,2,5217,藤原碧生,46,47,6.86,晴,南西,3,3
2025-02-25,3,5,2,5,4876,梅木敬太,8,27,6.93,晴,南西,3,3
2025-02-25,3,5,3,3,5257,西丸侑太朗,49,19,6.92,晴,南西,3,3
2025-02-25,3,5,4,4,4259,真庭明志,15,31,6.9,晴,南西,3,3
2025-02-25,3,5,5,1,3461,渡邊哲也,16,5,6.91,晴,南西,3,3
2025-02-25,3,5,6,6,5363,山本凱立,23,10,6.92,晴,南西,3,3
2025-02-25,3,6,1,1,4377,濱本優一,51,33,6.89,晴,南西,3,3
2025-02-25,3,6,2,3,4391,松田祐季,12,57,6.84,晴,南西,3,3
2025-02-25,3,6,3,2,3478,嶋田貴支,52,9,6.91,晴,南西,3,3
2025-02-25,3,6,4,4,5055,眞鳥章太,36,4,6.92,晴,南西,3,3
2025-02-25,3,6,5,5,5138,村本大成,57,6,6.7,晴,南西,3,3
2025-02-25,3,6,6,6,4232,笠雅雄,10,3,6.84,晴,南西,3,3
2025-02-25,3,7,1,2,4686,丸野一樹,20,59,6.85,晴,南,3,3
2025-02-25,3,7,2,1,4513,河野真也,47,36,6.78,晴,南,3,3
2025-02-25,3,7,3,3,3959,坪井康晴,45,35,6.79,晴,南,3,3
2025-02-25,3,7,4,6,5352,西岡蒼志,3,29,6.87,晴,南,3,3
2025-02-25,3,7,5,5,3776,横井健太,13,38,6.81,晴,南,3,3
2025-02-25,3,7,6,4,4093,吉田宗弘,66,58,6.93,晴,南,3,3
2025-02-25,3,8,1,1,4415,下出卓矢,29,7,6.82,晴,南,2,2
2025-02-25,3,8,2,4,4434,田中辰彦,61,46,6.95,晴,南,2,2
2025-02-25,3,8,3,2,3769,佐竹恒彦,11,66,6.95,晴,南,2,2
2025-02-25,3,8,4,6,4068,幸田智裕,53,60,6.88,晴,南,2,2
2025-02-25,3,8,5,5,3741,松尾基成,65,40,6.96,晴,南,2,2
2025-02-25,3,8,6,3,3620,信濃由行,27,8,7.07,晴,南,2,2
2025-02-25,3,10,1,3,5217,藤原碧生,46,47,6.88,晴,南,2,2
2025-02-25,3,10,2,2,4551,三川昂暁,17,45,6.88,晴,南,2,2
2025-02-25,3,10,3,1,4659,木下翔太,33,14,6.92,晴,南,2,2
2025-02-25,3,10,4,5,4458,抹香雄三,43,53,6.88,晴,南,2,2
2025-02-25,3,10,5,6,5055,眞鳥章太,36,4,6.89,晴,南,2,2
2025-02-25,3,10,6,4,4129,宇野博之,64,12,6.93,晴,南,2,2
2025-02-25,3,11,1,1,3959,坪井康晴,45,35,6.78,晴,南東,1,1
2025-02-25,3,11,2,5,4318,桑原将光,39,37,6.94,晴,南東,1,1
2025-02-25,3,11,3,3,4173,岡谷健吾,58,56,6.9,晴,南東,1,1
2025-02-25,3,11,4,2,4391,松田祐季,12,57,6.99,晴,南東,1,1
2025-02-25,3,11,5,6,3837,秋山広一,59,16,6.89,晴,南東,1,1
2025-02-25,3,11,6,4,3963,原田秀弥,41,43,6.88,晴,南東,1,1
2025-02-25,3,12,1,1,4686,丸野一樹,20,59,6.87,晴,南東,1,1
2025-02-25,3,12,2,2,5257,西丸侑太朗,49,19,6.92,晴,南東,1,1
2025-02-25,3,12,3,3,4377,濱本優一,51,33,6.9,晴,南東,1,1
2025-02-25,3,12,4,4,4330,奈須啓太,26,17,6.92,晴,南東,1,1
2025-02-25,3,12,5,5,4415,下出卓矢,29,7,6.77,晴,南東,1,1
2025-02-25,3,12,6,6,4193,郷原章平,54,25,6.97,晴,南東,1,1
2025-02-26,4,1,1,3,3963,原田秀弥,41,43,6.84,晴,南西,3,3
2025-02-26,4,1,2,4,3741,松尾基成,65,40,6.89,晴,南西,3,3
2025-02-26,4,1,3,1,4750,井上尚悟,2,26,6.85,晴,南西,3,3
2025-02-26,4,1,4,2,4093,吉田宗弘,66,58,6.93,晴,南西,3,3
2025-02-26,4,1,5,5,3620,信濃由行,27,8,7.0,晴,南西,3,3
2025-02-26,4,1,6,6,5363,山本凱立,23,10,6.95,晴,南西,3,3
2025-02-26,4,2,1,1,4766,石井孝之,50,30,6.81,晴,南西,3,3
2025-02-26,4,2,2,2,4513,河野真也,47,36,6.83,晴,南西,3,3
2025-02-26,4,2,3,6,4415,下出卓矢,29,7,6.74,晴,南西,3,3
2025-02-26,4,2,4,5,3837,秋山広一,59,16,6.93,晴,南西,3,3
2025-02-26,4,2,5,4,4458,抹香雄三,43,53,6.89,晴,南西,3,3
2025-02-26,4,2,6,3,4330,奈須啓太,26,17,6.92,晴,南西,3,3
2025-02-26,4,3,1,5,5055,眞鳥章太,36,4,6.85,晴,南西,3,3
2025-02-26,4,3,2,4,4318,桑原将光,39,37,6.93,晴,南西,3,3
2025-02-26,4,3,3,2,4656,大崎翔,6,20,6.91,晴,南西,3,3
2025-02-26,4,3,4,1,5206,梅原祥平,31,64,6.79,晴,南西,3,3
2025-02-26,4,3,5,6,3257,田頭実,40,39,6.98,晴,南西,3,3
2025-02-26,4,3,6,3,4129,宇野博之,64,12,6.88,晴,南西,3,3
2025-02-26,4,4,1,1,5216,長谷川晴哉,14,1,6.81,晴,南西,3,3
2025-02-26,4,4,2,4,4434,田中辰彦,61,46,6.85,晴,南西,3,3
2025-02-26,4,4,3,5,5217,藤原碧生,46,47,6.83,晴,南西,3,3
2025-02-26,4,4,4,2,3478,嶋田貴支,52,9,6.84,晴,南西,3,3
2025-02-26,4,4,5,6,4876,梅木敬太,8,27,6.92,晴,南西,3,3
2025-02-26,4,4,6,3,4551,三川昂暁,17,45,6.93,晴,南西,3,3
2025-02-26,4,5,1,1,4173,岡谷健吾,58,56,6.87,晴,南西,4,4
2025-02-26,4,5,2,3,4659,木下翔太,33,14,6.94,晴,南西,4,4
2025-02-26,4,5,3,5,5257,西丸侑太朗,49,19,6.91,晴,南西,4,4
2025-02-26,4,5,4,4,3769,佐竹恒彦,11,66,6.96,晴,南西,4,4
2025-02-26,4,5,5,6,5352,西岡蒼志,3,29,6.89,晴,南西,4,4
2025-02-26,4,5,6,2,3461,渡邊哲也,16,5,6.84,晴,南西,4,4
2025-02-26,4,6,1,1,4172,森定晃史,25,50,6.87,晴,南西,4,4
2025-02-26,4,6,2,2,3660,長谷川親王,9,24,6.86,晴,南西,4,4
2025-02-26,4,6,3,3,4377,濱本優一,51,33,6.82,晴,南西,4,4
2025-02-26,4,6,4,6,5138,村本大成,57,6,6.75,晴,南西,4,4
2025-02-26,4,6,5,4,4686,丸野一樹,20,59,6.91,晴,南西,4,4
2025-02-26,4,6,6,5,5363,山本凱立,23,10,6.85,晴,南西,4,4
2025-02-26,4,7,1,4,4415,下出卓矢,29,7,6.94,晴,南西,3,3
2025-02-26,4,7,2,6,3959,坪井康晴,45,35,6.86,晴,南西,3,3
2025-02-26,4,7,3,5,4318,桑原将光,39,37,6.93,晴,南西,3,3
2025-02-26,4,7,4,1,4068,幸田智裕,53,60,6.81,晴,南西,3,3
2025-02-26,4,7,5,3,4193,郷原章平,54,25,6.96,晴,南西,3,3
2025-02-26,4,7,6,2,4232,笠雅雄,10,3,6.91,晴,南西,3,3
2025-02-26,4,8,1,1,4391,松田祐季,12,57,6.93,晴,南西,3,3
2025-02-26,4,8,2,2,5055,眞鳥章太,36,4,6.87,晴,南西,3,3
2025-02-26,4,8,3,4,4259,真庭明志,15,31,6.93,晴,南西,3,3
2025-02-26,4,8,4,6,5239,上野俊樹,18,41,6.91,晴,南西,3,3
2025-02-26,4,8,5,5,4093,吉田宗弘,66,58,6.93,晴,南西,3,3
2025-02-26,4,8,6,3,3776,横井健太,13,38,6.88,晴,南西,3,3
2025-02-26,4,9,1,1,5217,藤原碧生,46,47,6.8,晴,西,1,1
2025-02-26,4,9,2,2,5206,梅原祥平,31,64,6.77,晴,西,1,1
2025-02-26,4,9,3,4,5216,長谷川晴哉,14,1,6.86,晴,西,1,1
2025-02-26,4,9,4,3,3769,佐竹恒彦,11,66,6.92,晴,西,1,1
2025-02-26,4,9,5,5,4656,大崎翔,6,20,6.85,晴,西,1,1
2025-02-26,4,9,6,6,4766,石井孝之,50,30,6.81,晴,西,1,1
2025-02-26,4,10,1,1,4876,梅木敬太,8,27,6.91,晴,南西,2,2
2025-02-26,4,10,2,6,4173,岡谷健吾,58,56,6.9,晴,南西,2,2
2025-02-26,4,10,3,4,4172,森定晃史,25,50,6.89,晴,南西,2,2
2025-02-26,4,10,4,2,3837,秋山広一,59,16,6.93,晴,南西,2,2
2025-02-26,4,10,5,3,4434,田中辰彦,61,46,6.97,晴,南西,2,2
2025-02-26,4,10,6,5,4513,河野真也,47,36,6.86,晴,南西,2,2
2025-02-26,4,11,1,1,4686,丸野一樹,20,59,6.83,晴,南西,2,2
2025-02-26,4,11,2,2,3959,坪井康晴,45,35,6.81,晴,南西,2,2
2025-02-26,4,11,3,4,4391,松田祐季,12,57,6.98,晴,南西,2,2
2025-02-26,4,11,4,5,3478,嶋田貴支,52,9,6.93,晴,南西,2,2
2025-02-26,4,11,5,6,4068,幸田智裕,53,60,6.86,晴,南西,2,2
2025-02-26,4,11,6,3,4458,抹香雄三,43,53,6.9,晴,南西,2,2
2025-02-26,4,12,1,1,4659,木下翔太,33,14,6.88,晴,南西,2,2
2025-02-26,4,12,2,4,4551,三川昂暁,17,45,6.9,晴,南西,2,2
2025-02-26,4,12,3,5,3461,渡邊哲也,16,5,6.95,晴,南西,2,2
2025-02-26,4,12,4,6,3660,長谷川親王,9,24,7.0,晴,南西,2,2
2025-02-26,4,12,5,2,4259,真庭明志,15,31,6.94,晴,南西,2,2
2025-02-26,4,12,6,3,5138,村本大成,57,6,6.85,晴,南西,2,2
2025-02-27,5,1,1,1,3478,嶋田貴支,52,9,6.89,晴,南西,2,2
2025-02-27,5,1,2,4,4232,笠雅雄,10,3,6.94,晴,南西,2,2
2025-02-27,5,1,3,2,4129,宇野博之,64,12,6.89,晴,南西,2,2
2025-02-27,5,1,4,5,5352,西岡蒼志,3,29,6.88,晴,南西,2,2
2025-02-27,5,1,5,3,3620,信濃由行,27,8,6.94,晴,南西,2,2
2025-02-27,5,1,6,6,4750,井上尚悟,2,26,6.8,晴,南西,2,2
2025-02-27,5,2,1,1,3660,長谷川親王,9,24,6.88,晴,西,1,1
2025-02-27,5,2,2,2,3963,原田秀弥,41,43,6.91,晴,西,1,1
2025-02-27,5,2,3,4,4330,奈須啓太,26,17,6.88,晴,西,1,1
2025-02-27,5,2,4,5,4259,真庭明志,15,31,6.91,晴,西,1,1
2025-02-27,5,2,5,3,5055,眞鳥章太,36,4,6.84,晴,西,1,1
2025-02-27,5,2,6,6,5216,長谷川晴哉,14,1,6.87,晴,西,1,1
2025-02-27,5,3,1,1,4458,抹香雄三,43,53,6.84,晴,西,1,1
2025-02-27,5,3,2,6,5239,上野俊樹,18,41,6.9,晴,西,1,1
2025-02-27,5,3,3,2,3776,横井健太,13,38,6.82,晴,西,1,1
2025-02-27,5,3,4,3,4656,大崎翔,6,20,6.89,晴,西,1,1
2025-02-27,5,3,5,4,4415,下出卓矢,29,7,6.84,晴,西,1,1
2025-02-27,5,3,6,5,4551,三川昂暁,17,45,6.82,晴,西,1,1
2025-02-27,5,4,1,4,4659,木下翔太,33,14,6.98,曇り,西,1,1
2025-02-27,5,4,2,5,3837,秋山広一,59,16,6.9,曇り,西,1,1
2025-02-27,5,4,3,2,4068,幸田智裕,53,60,6.79,曇り,西,1,1
2025-02-27,5,4,4,1,5138,村本大成,57,6,6.72,曇り,西,1,1
2025-02-27,5,4,5,6,5363,山本凱立,23,10,6.82,曇り,西,1,1
2025-02-27,5,4,6,3,4193,郷原章平,54,25,6.92,曇り,西,1,1
2025-02-27,5,5,1,2,4377,濱本優一,51,33,6.86,曇り,北,1,1
2025-02-27,5,5,2,3,4391,松田祐季,12,57,6.96,曇り,北,1,1
2025-02-27,5,5,3,1,4766,石井孝之,50,30,6.78,曇り,北,1,1
2025-02-27,5,5,4,6,5257,西丸侑太朗,49,19,6.89,曇り,北,1,1
2025-02-27,5,5,5,4,4093,吉田宗弘,66,58,7.0,曇り,北,1,1
2025-02-27,5,5,6,5,4129,宇野博之,64,12,6.95,曇り,北,1,1
2025-02-27,5,6,1,1,4513,河野真也,47,36,6.75,曇り,北西,1,1
2025-02-27,5,6,2,3,4172,森定晃史,25,50,6.81,曇り,北西,1,1
2025-02-27,5,6,3,5,4232,笠雅雄,10,3,6.91,曇り,北西,1,1
2025-02-27,5,6,4,4,5055,眞鳥章太,36,4,6.9,曇り,北西,1,1
2025-02-27,5,6,5,6,3660,長谷川親王,9,24,6.92,曇り,北西,1,1
2025-02-27,5,6,6,2,3620,信濃由行,27,8,6.89,曇り,北西,1,1
2025-02-27,5,7,1,6,3257,田頭実,40,39,6.98,曇り,西,2,2
2025-02-27,5,7,2,3,4330,奈須啓太,26,17,6.83,曇り,西,2,2
2025-02-27,5,7,3,4,3461,渡邊哲也,16,5,6.84,曇り,西,2,2
2025-02-27,5,7,4,1,4434,田中辰彦,61,46,6.84,曇り,西,2,2
2025-02-27,5,7,5,5,3776,横井健太,13,38,6.89,曇り,西,2,2
2025-02-27,5,7,6,2,4318,桑原将光,39,37,6.8,曇り,西,2,2
2025-02-27,5,8,1,2,4551,三川昂暁,17,45,6.87,曇り,北西,1,1
2025-02-27,5,8,2,1,3769,佐竹恒彦,11,66,6.93,曇り,北西,1,1
2025-02-27,5,8,3,3,4750,井上尚悟,2,26,6.95,曇り,北西,1,1
2025-02-27,5,8,4,4,4193,郷原章平,54,25,6.91,曇り,北西,1,1
2025-02-27,5,8,5,5,3963,原田秀弥,41,43,6.87,曇り,北西,1,1
2025-02-27,5,8,6,6,5352,西岡蒼志,3,29,6.9,曇り,北西,1,1
2025-02-27,5,9,1,1,4415,下出卓矢,29,7,6.7,曇り,北東,1,1
2025-02-27,5,9,2,5,4377,濱本優一,51,33,6.85,曇り,北東,1,1
2025-02-27,5,9,3,3,4259,真庭明志,15,31,6.82,曇り,北東,1,1
2025-02-27,5,9,4,4,3741,松尾基成,65,40,6.88,曇り,北東,1,1
2025-02-27,5,9,5,2,5257,西丸侑太朗,49,19,6.89,曇り,北東,1,1
2025-02-27,5,9,6,6,4659,木下翔太,33,14,6.88,曇り,北東,1,1
2025-02-27,5,10,1,1,4172,森定晃史,25,50,6.88,曇り,北東,1,1
2025-02-27,5,10,2,4,4434,田中辰彦,61,46,6.91,曇り,北東,1,1
2025-02-27,5,10,3,3,3478,嶋田貴支,52,9,6.92,曇り,北東,1,1
2025-02-27,5,10,4,6,4766,石井孝之,50,30,6.85,曇り,北東,1,1
2025-02-27,5,10,5,2,5216,長谷川晴哉,14,1,6.83,曇り,北東,1,1
2025-02-27,5,10,6,5,4458,抹香雄三,43,53,6.84,曇り,北東,1,1
2025-02-27,5,11,1,1,4391,松田祐季,12,57,6.88,曇り,北東,1,1
2025-02-27,5,11,2,2,3837,秋山広一,59,16,6.86,曇り,北東,1,1
2025-02-27,5,11,3,6,4513,河野真也,47,36,6.87,曇り,北東,1,1
2025-02-27,5,11,4,3,3769,佐竹恒彦,11,66,6.89,曇り,北東,1,1
2025-02-27,5,11,5,5,4068,幸田智裕,53,60,6.85,曇り,北東,1,1
2025-02-27,5,11,6,4,4656,大崎翔,6,20,6.91,曇り,北東,1,1
2025-02-27,5,12,1,3,4686,丸野一樹,20,59,6.81,曇り,東,1,1
2025-02-27,5,12,2,4,3959,坪井康晴,45,35,6.86,曇り,東,1,1
2025-02-27,5,12,3,1,5217,藤原碧生,46,47,6.78,曇り,東,1,1
2025-02-27,5,12,4,5,5206,梅原祥平,31,64,6.85,曇り,東,1,1
2025-02-27,5,12,5,6,4173,岡谷健吾,58,56,6.9,曇り,東,1,1
2025-02-27,5,12,6,2,4876,梅木敬太,8,27,6.91,曇り,東,1,1
2025-03-06,1,1,1,1,5098,大江純,49,13,6.86,曇り,南,1,1
2025-03-06,1,1,2,2,5273,山下拓巳,21,52,6.82,曇り,南,1,1
2025-03-06,1,1,3,6,5074,大澤誠也,3,48,6.92,曇り,南,1,1
2025-03-06,1,1,4,3,5253,藤井太雅,4,50,6.86,曇り,南,1,1
2025-03-06,1,1,5,5,5238,笹木香吾,6,19,6.84,曇り,南,1,1
2025-03-06,1,1,6,4,5328,井上慧人,61,2,6.86,曇り,南,1,1
2025-03-06,1,2,1,1,5289,佃來紀,50,54,6.83,曇り,南西,1,1
2025-03-06,1,2,2,6,5145,島川海輝,48,16,6.78,曇り,南西,1,1
2025-03-06,1,2,3,5,5343,小林礼央,7,56,6.81,曇り,南西,1,1
2025-03-06,1,2,4,3,5332,村松遥輝,16,33,6.86,曇り,南西,1,1
2025-03-06,1,2,5,4,5252,荒木颯斗,12,30,6.81,曇り,南西,1,1
2025-03-06,1,2,6,2,5240,高橋龍治,22,10,6.85,曇り,南西,1,1
2025-03-06,1,5,1,4,5137,川原涼,33,17,6.77,雨,北東,1,1
2025-03-06,1,5,2,6,5161,登玉隼百,53,27,6.84,雨,北東,1,1
2025-03-06,1,5,3,5,5313,鈴木唯央,44,47,6.79,雨,北東,1,1
2025-03-06,1,5,4,2,5224,西岡顕心,39,49,6.87,雨,北東,1,1
2025-03-06,1,5,5,1,5276,大島隆乃介,60,20,6.78,雨,北東,1,1
2025-03-06,1,5,6,3,5307,富永夏哉人,30,63,6.8,雨,北東,1,1
2025-03-06,1,6,1,1,5158,宮脇遼太,28,12,6.71,曇り,北西,4,4
2025-03-06,1,6,2,5,5328,井上慧人,61,2,6.79,曇り,北西,4,4
2025-03-06,1,6,3,3,5196,鰐部太空海,36,62,6.76,曇り,北西,4,4
2025-03-06,1,6,4,4,5084,末永和也,38,44,6.75,曇り,北西,4,4
2025-03-06,1,6,5,6,5247,大森翼,34,6,6.75,曇り,北西,4,4
2025-03-06,1,6,6,2,5235,岩田凌,64,45,6.84,曇り,北西,4,4
2025-03-06,1,7,1,2,5089,前田翔,40,41,6.82,曇り,北,6,6
2025-03-06,1,7,2,4,5026,安河内健,17,38,6.71,曇り,北,6,6
2025-03-06,1,7,3,1,5102,原田雄次,35,3,6.73,曇り,北,6,6
2025-03-06,1,7,4,5,5043,中村日向,54,39,6.78,曇り,北,6,6
2025-03-06,1,7,5,3,5289,佃來紀,50,54,6.76,曇り,北,6,6
2025-03-06,1,7,6,6,5238,笹木香吾,6,19,6.78,曇り,北,6,6
2025-03-06,1,8,1,1,5226,藤田俊祐,24,40,6.74,曇り,北,6,6
2025-03-06,1,8,2,4,5112,砂長知輝,27,18,6.77,曇り,北,6,6
2025-03-06,1,8,3,3,5074,大澤誠也,3,48,6.71,曇り,北,6,6
2025-03-06,1,8,4,2,5136,濱野斗馬,63,8,6.75,曇り,北,6,6
2025-03-06,1,8,5,5,5268,山本幸也,32,1,6.86,曇り,北,6,6
2025-03-06,1,8,6,6,5343,小林礼央,7,56,6.73,曇り,北,6,6
2025-03-06,1,9,1,3,5104,山田丈,59,4,6.76,曇り,北,6,6
2025-03-06,1,9,2,4,5135,仲航太,19,5,6.72,曇り,北,6,6
2025-03-06,1,9,3,1,5150,坂本雄紀,26,23,6.74,曇り,北,6,6
2025-03-06,1,9,4,5,5154,村松栄太,56,64,6.75,曇り,北,6,6
2025-03-06,1,9,5,2,5252,荒木颯斗,12,30,6.77,曇り,北,6,6
2025-03-06,1,9,6,6,5273,山下拓巳,21,52,6.72,曇り,北,6,6
2025-03-06,1,11,1,1,5026,安河内健,17,38,6.72,曇り,北西,3,3
2025-03-06,1,11,2,2,5145,島川海輝,48,16,6.77,曇り,北西,3,3
2025-03-06,1,11,3,4,5110,杉山喜一,15,26,6.84,曇り,北西,3,3
2025-03-06,1,11,4,3,5158,宮脇遼太,28,12,6.76,曇り,北西,3,3
2025-03-06,1,11,5,6,5137,川原涼,33,17,6.74,曇り,北西,3,3
2025-03-06,1,11,6,5,5243,三馬崇史,14,43,6.79,曇り,北西,3,3
2025-03-07,2,2,1,4,5238,笹木香吾,6,19,6.79,曇り,北,2,2
2025-03-07,2,2,2,5,5337,出畑孝成,5,9,6.79,曇り,北,2,2
2025-03-07,2,2,3,2,5135,仲航太,19,5,6.82,曇り,北,2,2
2025-03-07,2,2,4,1,5247,大森翼,34,6,6.77,曇り,北,2,2
2025-03-07,2,2,5,6,5112,砂長知輝,27,18,6.75,曇り,北,2,2
