開催日,日目,レース,着,艇,登番,選手名,モーター,ボート,展示,天気,風向,風速,波高
2025-01-10,3,6,6,5,3949,今出晋二,48,37,6.73,曇り,南西,6,6
2025-01-10,3,7,1,5,4706,三浦洋次朗,44,31,6.66,曇り,南西,6,6
2025-01-10,3,7,2,3,4601,森野正弘,33,46,6.77,曇り,南西,6,6
2025-01-10,3,7,3,1,3702,貞兼淳二,37,38,6.64,曇り,南西,6,6
2025-01-10,3,7,4,4,3998,冨成謙児,15,35,6.64,曇り,南西,6,6
2025-01-10,3,7,5,2,5298,水谷理人,8,32,6.67,曇り,南西,6,6
2025-01-10,3,7,6,6,5143,常盤海心,17,56,6.76,曇り,南西,6,6
2025-01-10,3,10,1,4,4516,野口勝弘,38,45,6.75,曇り,南西,6,6
2025-01-10,3,10,2,1,4877,鈴谷一平,22,29,6.59,曇り,南西,6,6
2025-01-10,3,10,3,2,4041,小林基樹,39,7,6.6,曇り,南西,6,6
2025-01-10,3,10,4,3,4002,古結宏,2,52,6.62,曇り,南西,6,6
2025-01-10,3,10,5,5,3284,渡邊伸太郎,25,22,6.75,曇り,南西,6,6
2025-01-10,3,10,6,6,5053,山口広樹,54,5,6.78,曇り,南西,6,6
2025-01-10,3,11,1,1,4601,森野正弘,33,46,6.59,曇り,西,7,7
2025-01-10,3,11,2,4,3850,小川知行,47,34,6.58,曇り,西,7,7
2025-01-10,3,11,3,2,4761,山田晃大,55,27,6.66,曇り,西,7,7
2025-01-10,3,11,4,5,2878,富山弘幸,51,60,6.71,曇り,西,7,7
2025-01-10,3,11,5,3,4390,松本弓雄,7,21,6.61,曇り,西,7,7
2025-01-10,3,11,6,6,4365,盛本真輔,53,44,6.61,曇り,西,7,7
2025-01-11,4,1,1,4,4389,伊藤喜智,27,24,6.72,晴,南西,2,2
2025-01-11,4,1,2,2,3998,冨成謙児,15,35,6.69,晴,南西,2,2
2025-01-11,4,1,3,3,3957,大谷直弘,50,13,6.73,晴,南西,2,2
2025-01-11,4,1,4,5,4969,町田洸希,24,16,6.74,晴,南西,2,2
2025-01-11,4,1,5,6,4404,岸蔭亮,6,63,6.74,晴,南西,2,2
2025-01-11,4,1,6,1,4944,田代達也,62,15,6.69,晴,南西,2,2
2025-01-11,4,2,1,5,4877,鈴谷一平,22,29,6.67,晴,南西,2,2
2025-01-11,4,2,2,3,3284,渡邊伸太郎,25,22,6.67,晴,南西,2,2
2025-01-11,4,2,3,2,4106,坂井康嗣,56,6,6.74,晴,南西,2,2
2025-01-11,4,2,4,6,4164,岩永節也,43,18,6.69,晴,南西,2,2
2025-01-11,4,2,5,4,5059,冨田祥,20,51,6.71,晴,南西,2,2
2025-01-11,4,2,6,1,4813,宮内直哉,3,12,6.68,晴,南西,2,2
2025-01-11,4,3,1,6,5255,藤原仙二,31,40,6.65,晴,南西,2,2
2025-01-11,4,3,2,4,3572,安田政彦,59,55,6.74,晴,南西,2,2
2025-01-11,4,3,3,3,2878,富山弘幸,51,60,6.72,晴,南西,2,2
2025-01-11,4,3,4,5,5152,丸山祐也,45,30,6.68,晴,南西,2,2
2025-01-11,4,3,5,2,4365,盛本真輔,53,44,6.6,晴,南西,2,2
2025-01-11,4,3,6,1,5143,常盤海心,17,56,6.71,晴,南西,2,2
2025-01-11,4,4,1,2,4182,吉田和仁,61,41,6.58,晴,南西,3,3
2025-01-11,4,4,2,5,4356,長岡良也,65,57,6.75,晴,南西,3,3
2025-01-11,4,4,3,1,4113,木村浩士,60,62,6.81,晴,南西,3,3
2025-01-11,4,4,4,6,4601,森野正弘,33,46,6.72,晴,南西,3,3
2025-01-11,4,4,5,3,4390,松本弓雄,7,21,6.72,晴,南西,3,3
2025-01-11,4,4,6,4,3949,今出晋二,48,37,6.72,晴,南西,3,3
2025-01-11,4,5,1,2,3850,小川知行,47,34,6.59,晴,南西,3,3
2025-01-11,4,5,2,1,4389,伊藤喜智,27,24,6.7,晴,南西,3,3
2025-01-11,4,5,3,6,4761,山田晃大,55,27,6.78,晴,南西,3,3
2025-01-11,4,5,4,4,5299,西丸敦基,11,11,6.69,晴,南西,3,3
2025-01-11,4,5,5,3,4706,三浦洋次朗,44,31,6.73,晴,南西,3,3
2025-01-11,4,5,6,5,4041,小林基樹,39,7,6.68,晴,南西,3,3
2025-01-11,4,6,1,3,4677,片橋幸貴,1,9,6.67,晴,南西,3,3
2025-01-11,4,6,2,1,5298,水谷理人,8,32,6.6,晴,南西,3,3
2025-01-11,4,6,3,5,4106,坂井康嗣,56,6,6.76,晴,南西,3,3
2025-01-11,4,6,4,2,5109,川崎智稔,30,8,6.69,晴,南西,3,3
2025-01-11,4,6,5,6,5388,佐野優都,28,64,6.79,晴,南西,3,3
2025-01-11,4,6,6,4,3711,江本真治,12,59,6.78,晴,南西,3,3
2025-01-11,4,7,1,1,5053,山口広樹,54,5,6.69,晴,南,1,1
2025-01-11,4,7,2,2,4877,鈴谷一平,22,29,6.7,晴,南,1,1
2025-01-11,4,7,3,3,3849,中岡正彦,64,10,6.71,晴,南,1,1
2025-01-11,4,7,4,4,5152,丸山祐也,45,30,6.67,晴,南,1,1
2025-01-11,4,7,5,6,4743,木村仁紀,35,25,6.68,晴,南,1,1
2025-01-11,4,7,6,5,3998,冨成謙児,15,35,6.71,晴,南,1,1
2025-01-11,4,8,1,1,4002,古結宏,2,52,6.64,晴,南,2,2
2025-01-11,4,8,2,4,4356,長岡良也,65,57,6.72,晴,南,2,2
2025-01-11,4,8,3,3,4635,峰重力也,32,17,6.71,晴,南,2,2
2025-01-11,4,8,4,5,3702,貞兼淳二,37,38,6.72,晴,南,2,2
2025-01-11,4,8,5,2,2878,富山弘幸,51,60,6.7,晴,南,2,2
2025-01-11,4,8,6,6,4969,町田洸希,24,53,6.79,晴,南,2,2
2025-01-11,4,9,1,5,4365,盛本真輔,53,44,6.62,晴,南,2,2
2025-01-11,4,9,2,6,4182,吉田和仁,61,41,6.64,晴,南,2,2
2025-01-11,4,9,3,3,4977,馬野耀,14,65,6.71,晴,南,2,2
2025-01-11,4,9,4,1,4706,三浦洋次朗,44,31,6.71,晴,南,2,2
2025-01-11,4,9,5,4,4813,宮内直哉,3,12,6.65,晴,南,2,2
2025-01-11,4,9,6,2,4404,岸蔭亮,6,63,6.73,晴,南,2,2
2025-01-11,4,10,1,1,3711,江本真治,12,59,6.76,晴,南,2,2
2025-01-11,4,10,2,3,4761,山田晃大,55,27,6.77,晴,南,2,2
2025-01-11,4,10,3,6,3572,安田政彦,59,55,6.74,晴,南,2,2
2025-01-11,4,10,4,2,4516,野口勝弘,38,45,6.67,晴,南,2,2
2025-01-11,4,10,5,5,3957,大谷直弘,50,13,6.73,晴,南,2,2
2025-01-11,4,10,6,4,4113,木村浩士,60,62,6.75,晴,南,2,2
2025-01-11,4,11,1,4,3284,渡邊伸太郎,25,22,6.81,晴,南東,2,2
2025-01-11,4,11,2,5,3849,中岡正彦,64,10,6.77,晴,南東,2,2
2025-01-11,4,11,3,2,5299,西丸敦基,11,11,6.76,晴,南東,2,2
2025-01-11,4,11,4,6,4677,片橋幸貴,1,9,6.8,晴,南東,2,2
2025-01-11,4,11,5,3,5143,常盤海心,17,56,6.79,晴,南東,2,2
2025-01-11,4,11,6,1,4601,森野正弘,33,46,6.74,晴,南東,2,2
2025-01-11,4,12,1,5,4002,古結宏,2,52,6.68,晴,南東,3,3
2025-01-11,4,12,2,4,3850,小川知行,47,34,6.68,晴,南東,3,3
2025-01-11,4,12,3,1,4743,木村仁紀,35,25,6.68,晴,南東,3,3
2025-01-11,4,12,4,3,5255,藤原仙二,31,40,6.68,晴,南東,3,3
2025-01-11,4,12,5,6,4390,松本弓雄,7,21,6.74,晴,南東,3,3
2025-01-11,4,12,6,2,5298,水谷理人,8,32,6.62,晴,南東,3,3
2025-01-12,5,1,1,1,5059,冨田祥,20,51,6.78,曇り,南西,4,4
2025-01-12,5,1,2,2,3998,冨成謙児,15,35,6.79,曇り,南西,4,4
2025-01-12,5,1,3,3,3949,今出晋二,48,37,6.75,曇り,南西,4,4
2025-01-12,5,1,4,4,4404,岸蔭亮,6,63,6.64,曇り,南西,4,4
2025-01-12,5,1,5,6,4813,宮内直哉,3,12,6.73,曇り,南西,4,4
2025-01-12,5,1,6,5,5388,佐野優都,28,64,6.84,曇り,南西,4,4
2025-01-12,5,2,1,1,3572,安田政彦,59,55,6.66,曇り,南西,4,4
2025-01-12,5,2,2,4,4944,田代達也,62,15,6.66,曇り,南西,4,4
2025-01-12,5,2,3,5,4635,峰重力也,32,17,6.77,曇り,南西,4,4
2025-01-12,5,2,4,3,5109,川崎智稔,30,8,6.75,曇り,南西,4,4
2025-01-12,5,2,5,6,4977,馬野耀,14,65,6.72,曇り,南西,4,4
2025-01-12,5,2,6,2,4164,岩永節也,43,18,6.76,曇り,南西,4,4
2025-01-12,5,3,1,5,3850,小川知行,47,34,6.68,曇り,南西,5,5
2025-01-12,5,3,2,3,4365,盛本真輔,53,44,6.62,曇り,南西,5,5
2025-01-12,5,3,3,1,5299,西丸敦基,11,11,6.7,曇り,南西,5,5
2025-01-12,5,3,4,4,5152,丸山祐也,45,30,6.68,曇り,南西,5,5
2025-01-12,5,3,5,6,4601,森野正弘,33,46,6.83,曇り,南西,5,5
2025-01-12,5,3,6,2,4969,町田洸希,24,53,6.74,曇り,南西,5,5
2025-01-12,5,5,1,1,4041,小林基樹,39,7,6.64,曇り,南西,6,6
2025-01-12,5,5,2,5,4677,片橋幸貴,1,9,6.66,曇り,南西,6,6
2025-01-12,5,5,3,4,4390,松本弓雄,7,21,6.72,曇り,南西,6,6
2025-01-12,5,5,4,3,3957,大谷直弘,50,13,6.85,曇り,南西,6,6
2025-01-12,5,5,5,6,4877,鈴谷一平,22,29,6.73,曇り,南西,6,6
2025-01-12,5,5,6,2,3702,貞兼淳二,37,38,6.72,曇り,南西,6,6
2025-01-12,5,6,1,1,3849,中岡正彦,64,10,6.72,曇り,南西,6,6
2025-01-12,5,6,2,3,4002,古結宏,2,52,6.69,曇り,南西,6,6
2025-01-12,5,6,3,2,5255,藤原仙二,31,40,6.7,曇り,南西,6,6
2025-01-12,5,6,4,4,2878,富山弘幸,51,60,6.78,曇り,南西,6,6
2025-01-12,5,6,5,5,3949,今出晋二,48,37,6.73,曇り,南西,6,6
2025-01-12,5,6,6,6,4106,坂井康嗣,56,6,6.83,曇り,南西,6,6
2025-01-12,5,7,1,2,4182,吉田和仁,61,41,6.64,曇り,南西,6,6
2025-01-12,5,7,2,4,4706,三浦洋次朗,44,31,6.71,曇り,南西,6,6
2025-01-12,5,7,3,3,5059,冨田祥,20,51,6.7,曇り,南西,6,6
2025-01-12,5,7,4,6,4743,木村仁紀,35,25,6.79,曇り,南西,6,6
2025-01-12,5,7,5,5,4113,木村浩士,60,62,6.68,曇り,南西,6,6
2025-01-12,5,7,6,1,5298,水谷理人,8,32,6.69,曇り,南西,6,6
2025-01-12,5,8,1,1,4761,山田晃大,55,27,6.69,曇り,南西,5,5
2025-01-12,5,8,2,2,3711,江本真治,12,59,6.76,曇り,南西,5,5
2025-01-12,5,8,3,3,4944,田代達也,62,15,6.71,曇り,南西,5,5
2025-01-12,5,8,4,6,5388,佐野優都,28,64,6.76,曇り,南西,5,5
2025-01-12,5,8,5,4,4365,盛本真輔,53,44,6.58,曇り,南西,5,5
2025-01-12,5,8,6,5,4164,岩永節也,43,18,6.7,曇り,南西,5,5
2025-01-12,5,9,1,2,3850,小川知行,47,34,6.61,曇り,西,5,5
2025-01-12,5,9,2,6,3572,安田政彦,59,55,6.65,曇り,西,5,5
2025-01-12,5,9,3,4,4516,野口勝弘,38,45,6.65,曇り,西,5,5
2025-01-12,5,9,4,1,4877,鈴谷一平,22,29,6.63,曇り,西,5,5
2025-01-12,5,9,5,5,3702,貞兼淳二,37,38,6.72,曇り,西,5,5
2025-01-12,5,9,6,3,4389,伊藤喜智,27,24,6.71,曇り,西,5,5
2025-01-12,5,10,1,5,4002,古結宏,2,52,6.57,曇り,北西,5,5
2025-01-12,5,10,2,6,3849,中岡正彦,64,10,6.65,曇り,北西,5,5
2025-01-12,5,10,3,1,4977,馬野耀,14,65,6.57,曇り,北西,5,5
2025-01-12,5,10,4,4,5109,川崎智稔,30,8,6.65,曇り,北西,5,5
2025-01-12,5,10,5,3,5298,水谷理人,8,32,6.61,曇り,北西,5,5
2025-01-12,5,10,6,2,4677,片橋幸貴,1,9,6.59,曇り,北西,5,5
2025-01-12,5,11,1,1,4356,長岡良也,65,28,6.57,曇り,北西,5,5
2025-01-12,5,11,2,3,4761,山田晃大,55,27,6.64,曇り,北西,5,5
2025-01-12,5,11,3,2,4743,木村仁紀,35,25,6.66,曇り,北西,5,5
2025-01-12,5,11,4,4,4601,森野正弘,33,46,6.74,曇り,北西,5,5
2025-01-12,5,11,5,6,4041,小林基樹,39,7,6.65,曇り,北西,5,5
2025-01-12,5,11,6,5,4182,吉田和仁,61,41,6.65,曇り,北西,5,5
2025-01-12,5,12,1,1,4706,三浦洋次朗,44,31,6.57,曇り,北西,7,7
2025-01-12,5,12,2,4,5053,山口広樹,54,5,6.63,曇り,北西,7,7
2025-01-12,5,12,3,3,2878,富山弘幸,51,60,6.73,曇り,北西,7,7
2025-01-12,5,12,4,5,3711,江本真治,12,59,6.65,曇り,北西,7,7
2025-01-12,5,12,5,2,4635,峰重力也,32,17,6.59,曇り,北西,7,7
2025-01-12,5,12,6,6,3957,大谷直弘,50,13,6.76,曇り,北西,7,7
2025-01-13,6,1,1,1,4182,吉田和仁,61,41,6.71,曇り,南西,3,3
2025-01-13,6,1,2,3,4164,岩永節也,43,18,6.81,曇り,南西,3,3
2025-01-13,6,1,3,5,5255,藤原仙二,31,40,6.82,曇り,南西,3,3
2025-01-13,6,1,4,4,3949,今出晋二,48,37,6.87,曇り,南西,3,3
2025-01-13,6,1,5,2,5152,丸山祐也,45,30,6.8,曇り,南西,3,3
2025-01-13,6,1,6,6,3998,冨成謙児,15,35,6.8,曇り,南西,3,3
2025-01-13,6,3,1,2,4813,宮内直哉,3,12,6.87,晴,南西,4,4
2025-01-13,6,3,2,1,4106,坂井康嗣,56,6,6.87,晴,南西,4,4
2025-01-13,6,3,3,3,4977,馬野耀,14,65,6.81,晴,南西,4,4
2025-01-13,6,3,4,4,4969,町田洸希,24,53,6.84,晴,南西,4,4
2025-01-13,6,3,5,6,3711,江本真治,12,59,6.84,晴,南西,4,4
2025-01-13,6,3,6,5,4635,峰重力也,32,17,6.86,晴,南西,4,4
2025-01-13,6,5,1,3,5255,藤原仙二,31,61,6.7,曇り,南西,4,4
2025-01-13,6,5,2,6,4516,野口勝弘,38,45,6.7,曇り,南西,4,4
2025-01-13,6,5,3,5,4365,盛本真輔,53,44,6.71,曇り,南西,4,4
2025-01-13,6,5,4,1,3702,貞兼淳二,37,38,6.75,曇り,南西,4,4
2025-01-13,6,5,5,4,4164,岩永節也,43,18,6.71,曇り,南西,4,4
2025-01-13,6,5,6,2,4404,岸蔭亮,6,63,6.8,曇り,南西,4,4
2025-01-13,6,7,1,1,4677,片橋幸貴,1,9,6.69,曇り,南西,4,4
2025-01-13,6,7,2,2,4635,峰重力也,32,17,6.77,曇り,南西,4,4
2025-01-13,6,7,3,6,4743,木村仁紀,35,25,6.67,曇り,南西,4,4
2025-01-13,6,7,4,5,5152,丸山祐也,45,30,6.66,曇り,南西,4,4
2025-01-13,6,7,5,3,4813,宮内直哉,3,12,6.77,曇り,南西,4,4
2025-01-13,6,7,6,4,5053,山口広樹,54,5,6.74,曇り,南西,4,4
2025-01-13,6,8,1,4,4977,馬野耀,14,65,6.75,曇り,南西,5,5
2025-01-13,6,8,2,1,4601,森野正弘,33,46,6.71,曇り,南西,5,5
2025-01-13,6,8,3,6,5059,冨田祥,20,51,6.79,曇り,南西,5,5
2025-01-13,6,8,4,3,3957,大谷直弘,50,13,6.76,曇り,南西,5,5
2025-01-13,6,8,5,5,4969,町田洸希,24,53,6.8,曇り,南西,5,5
2025-01-13,6,8,6,2,2878,富山弘幸,51,60,6.85,曇り,南西,5,5
2025-01-13,6,9,1,1,3711,江本真治,12,59,6.75,曇り,南西,5,5
2025-01-13,6,9,2,6,4390,松本弓雄,7,21,6.77,曇り,南西,5,5
2025-01-13,6,9,3,5,4404,岸蔭亮,6,63,6.72,曇り,南西,5,5
2025-01-13,6,9,4,4,4706,三浦洋次朗,44,31,6.74,曇り,南西,5,5
2025-01-13,6,9,5,2,4365,盛本真輔,53,44,6.7,曇り,南西,5,5
2025-01-13,6,9,6,3,4106,坂井康嗣,56,6,6.8,曇り,南西,5,5
2025-01-13,6,10,1,1,4516,野口勝弘,38,45,6.64,曇り,南西,5,5
2025-01-13,6,10,2,4,4041,小林基樹,39,7,6.57,曇り,南西,5,5
2025-01-13,6,10,3,5,4389,伊藤喜智,27,24,6.75,曇り,南西,5,5
2025-01-13,6,10,4,3,5298,水谷理人,8,32,6.7,曇り,南西,5,5
2025-01-13,6,10,5,6,4182,吉田和仁,61,41,6.78,曇り,南西,5,5
2025-01-13,6,10,6,2,5109,川崎智稔,30,8,6.76,曇り,南西,5,5
2025-01-13,6,11,1,1,4743,木村仁紀,35,25,6.76,曇り,南西,5,5
2025-01-13,6,11,2,5,4677,片橋幸貴,1,9,6.75,曇り,南西,5,5
2025-01-13,6,11,3,3,4601,森野正弘,33,46,6.78,曇り,南西,5,5
2025-01-13,6,11,4,6,5299,西丸敦基,11,11,6.77,曇り,南西,5,5
2025-01-13,6,11,5,2,4877,鈴谷一平,22,29,6.75,曇り,南西,5,5
2025-01-13,6,11,6,4,3702,貞兼淳二,37,38,6.66,曇り,南西,5,5
2025-01-13,6,12,1,3,4002,古結宏,2,52,6.67,曇り,北西,4,4
2025-01-13,6,12,2,1,4356,長岡良也,65,28,6.64,曇り,北西,4,4
2025-01-13,6,12,3,4,4761,山田晃大,55,27,6.77,曇り,北西,4,4
2025-01-13,6,12,4,5,3572,安田政彦,59,55,6.71,曇り,北西,4,4
2025-01-13,6,12,5,2,3850,小川知行,47,34,6.55,曇り,北西,4,4
2025-01-13,6,12,6,6,3849,中岡正彦,64,10,6.69,曇り,北西,4,4
2025-01-17,1,1,1,1,4034,西原明生,19,50,6.74,曇り,西,1,1
2025-01-17,1,1,2,2,5199,垂水悠,49,16,6.81,曇り,西,1,1
2025-01-17,1,1,3,3,3277,齋藤勇,58,38,6.78,曇り,西,1,1
2025-01-17,1,1,4,4,4809,外崎悟,9,43,6.83,曇り,西,1,1
2025-01-17,1,1,5,5,5336,瀬川大地,39,24,6.8,曇り,西,1,1
2025-01-17,1,1,6,6,3851,森田昭彦,40,48,6.86,曇り,西,1,1
2025-01-17,1,2,1,4,5181,森智哉,57,10,6.7,雨,北西,2,2
2025-01-17,1,2,2,6,4926,吉川貴仁,53,17,6.7,雨,北西,2,2
2025-01-17,1,2,3,1,3761,山本光雄,14,49,6.79,雨,北西,2,2
2025-01-17,1,2,4,3,4258,関根彰人,27,58,6.81,雨,北西,2,2
2025-01-17,1,2,5,2,4425,大井清貴,55,27,6.82,雨,北西,2,2
2025-01-17,1,2,6,5,4186,小川時光,31,53,6.73,雨,北西,2,2
2025-01-17,1,3,1,5,4302,西野翔太,41,39,6.74,曇り,北,1,1
2025-01-17,1,3,2,2,3606,川北浩貴,66,61,6.74,曇り,北,1,1
2025-01-17,1,3,3,3,5032,谷口知優,30,19,6.78,曇り,北,1,1
2025-01-17,1,3,4,1,3647,伊藤雄二,37,37,6.72,曇り,北,1,1
2025-01-17,1,3,5,4,4623,中北将史,13,64,6.73,曇り,北,1,1
2025-01-17,1,3,6,6,4134,杉山貴博,17,33,6.86,曇り,北,1,1
2025-01-17,1,4,1,2,4600,井内将太郎,25,14,6.72,曇り,南東,1,1
2025-01-17,1,4,2,4,4043,桐本康臣,46,31,6.87,曇り,南東,1,1
2025-01-17,1,4,3,1,2538,高橋二朗,64,26,6.78,曇り,南東,1,1
2025-01-17,1,4,4,3,5031,渡辺空依,22,25,6.73,曇り,南東,1,1
2025-01-17,1,4,5,5,4561,藤山翔大,29,20,6.62,曇り,南東,1,1
2025-01-17,1,4,6,6,5375,庄島潤成,35,63,6.95,曇り,南東,1,1
2025-01-17,1,5,1,1,3690,河合三弘,16,23,6.7,曇り,北東,1,1
2025-01-17,1,5,2,4,5267,石本裕武,4,47,6.78,曇り,北東,1,1
2025-01-17,1,5,3,5,4460,後藤翔之,15,2,6.76,曇り,北東,1,1
2025-01-17,1,5,4,3,4953,尾上雅也,23,1,6.75,曇り,北東,1,1
2025-01-17,1,5,5,6,3742,宮地秀祈,62,12,6.81,曇り,北東,1,1
2025-01-17,1,5,6,2,4169,多田有佑,63,65,6.83,曇り,北東,1,1
2025-01-17,1,6,1,3,4537,渡邉和将,18,4,6.79,曇り,北東,1,1
2025-01-17,1,6,2,2,4560,庄司樹良々,36,29,6.79,曇り,北東,1,1
2025-01-17,1,6,3,1,4151,下河誉史,26,8,6.81,曇り,北東,1,1
2025-01-17,1,6,4,4,4754,松尾充,45,13,6.77,曇り,北東,1,1
2025-01-17,1,6,5,5,5199,垂水悠,49,16,6.81,曇り,北東,1,1
2025-01-17,1,6,6,6,4097,貫地谷直人,5,54,6.97,曇り,北東,1,1
2025-01-17,1,7,1,3,4949,横田貴満,20,62,6.82,曇り,北東,1,1
2025-01-17,1,7,2,1,4214,林祐介,38,28,6.74,曇り,北東,1,1
2025-01-17,1,7,3,6,4566,塩田北斗,52,56,6.81,曇り,北東,1,1
2025-01-17,1,7,4,5,4465,大西賢,34,36,6.78,曇り,北東,1,1
2025-01-17,1,7,5,2,4809,外崎悟,9,43,6.82,曇り,北東,1,1
2025-01-17,1,7,6,4,4425,大井清貴,55,27,6.8,曇り,北東,1,1
2025-01-17,1,8,1,1,4931,木谷賢太,56,55,6.76,曇り,東,1,1
2025-01-17,1,8,2,2,4302,西野翔太,41,39,6.75,曇り,東,1,1
2025-01-17,1,8,3,5,5181,森智哉,57,10,6.73,曇り,東,1,1
2025-01-17,1,8,4,3,4281,大澤大夢,65,66,6.8,曇り,東,1,1
2025-01-17,1,8,5,4,4531,武富智亮,21,30,6.79,曇り,東,1,1
2025-01-17,1,8,6,6,5336,瀬川大地,39,24,6.8,曇り,東,1,1
2025-01-17,1,9,1,4,4561,藤山翔大,29,20,6.6,曇り,北,2,2
2025-01-17,1,9,2,1,4258,関根彰人,27,58,6.83,曇り,北,2,2
2025-01-17,1,9,3,6,3955,眞田英二,10,41,6.89,曇り,北,2,2
2025-01-17,1,9,4,2,4623,中北将史,13,64,6.8,曇り,北,2,2
2025-01-17,1,9,5,3,3851,森田昭彦,40,48,6.83,曇り,北,2,2
2025-01-17,1,9,6,5,4169,多田有佑,63,65,6.82,曇り,北,2,2
2025-01-17,1,10,1,2,5267,石本裕武,4,47,6.74,曇り,北,3,3
2025-01-17,1,10,2,1,3606,川北浩貴,66,61,6.81,曇り,北,3,3
2025-01-17,1,10,3,4,4600,井内将太郎,25,14,6.76,曇り,北,3,3
2025-01-17,1,10,4,5,4754,松尾充,45,13,6.8,曇り,北,3,3
2025-01-17,1,10,5,3,4186,小川時光,31,53,6.85,曇り,北,3,3
2025-01-17,1,10,6,6,3277,齋藤勇,58,38,6.74,曇り,北,3,3
2025-01-17,1,11,1,1,4043,桐本康臣,46,31,6.74,曇り,北東,1,1
2025-01-17,1,11,2,2,4460,後藤翔之,15,2,6.76,曇り,北東,1,1
2025-01-17,1,11,3,5,4949,横田貴満,20,62,6.77,曇り,北東,1,1
2025-01-17,1,11,4,4,3761,山本光雄,14,49,6.78,曇り,北東,1,1
2025-01-17,1,11,5,6,5032,谷口知優,30,19,6.76,曇り,北東,1,1
2025-01-17,1,11,6,3,4151,下河誉史,26,8,6.85,曇り,北東,1,1
2025-01-17,1,12,1,1,4537,渡邉和将,18,4,6.81,曇り,東,2,2
2025-01-17,1,12,2,4,4926,吉川貴仁,53,17,6.73,曇り,東,2,2
2025-01-17,1,12,3,3,4134,杉山貴博,17,33,6.82,曇り,東,2,2
2025-01-17,1,12,4,6,4953,尾上雅也,23,1,6.74,曇り,東,2,2
2025-01-17,1,12,5,5,4931,木谷賢太,56,55,6.86,曇り,東,2,2
2025-01-17,1,12,6,2,4566,塩田北斗,52,56,6.8,曇り,東,2,2
2025-01-18,2,1,1,1,5032,谷口知優,30,19,6.71,晴,北,1,1
2025-01-18,2,1,2,2,4281,大澤大夢,65,66,6.8,晴,北,1,1
2025-01-18,2,1,3,4,3647,伊藤雄二,37,37,6.84,晴,北,1,1
2025-01-18,2,1,4,6,3690,河合三弘,16,23,6.78,晴,北,1,1
2025-01-18,2,1,5,3,2538,高橋二朗,64,26,6.91,晴,北,1,1
2025-01-18,2,1,6,5,5375,庄島潤成,35,63,6.71,晴,北,1,1
2025-01-18,2,2,1,1,3742,宮地秀祈,62,12,6.77,晴,北,1,1
2025-01-18,2,2,2,6,4043,桐本康臣,46,31,6.77,晴,北,1,1
2025-01-18,2,2,3,5,4600,井内将太郎,25,14,6.73,晴,北,1,1
2025-01-18,2,2,4,3,4034,西原明生,19,50,6.75,晴,北,1,1
2025-01-18,2,2,5,2,4465,大西賢,34,36,6.83,晴,北,1,1
2025-01-18,2,2,6,4,5336,瀬川大地,39,24,6.77,晴,北,1,1
2025-01-18,2,3,1,1,3277,齋藤勇,58,38,6.83,晴,北,1,1
2025-01-18,2,3,2,4,4134,杉山貴博,17,33,6.88,晴,北,1,1
2025-01-18,2,3,3,6,4214,林祐介,38,28,6.87,晴,北,1,1
2025-01-18,2,3,4,2,5031,渡辺空依,22,25,6.75,晴,北,1,1
2025-01-18,2,3,5,5,4425,大井清貴,55,27,6.82,晴,北,1,1
2025-01-18,2,3,6,3,5199,垂水悠,49,16,6.86,晴,北,1,1
2025-01-18,2,4,1,3,4460,後藤翔之,15,2,6.8,晴,北東,1,1
2025-01-18,2,4,2,4,4566,塩田北斗,52,56,6.79,晴,北東,1,1
2025-01-18,2,4,3,1,4097,貫地谷直人,5,54,6.84,晴,北東,1,1
2025-01-18,2,4,4,6,3761,山本光雄,14,49,6.81,晴,北東,1,1
2025-01-18,2,4,5,2,5181,森智哉,57,10,6.79,晴,北東,1,1
2025-01-18,2,4,6,5,4531,武富智亮,21,30,6.8,晴,北東,1,1
2025-01-18,2,5,1,3,4754,松尾充,45,13,6.77,晴,東,1,1
2025-01-18,2,5,2,4,4560,庄司樹良々,36,29,6.69,晴,東,1,1
2025-01-18,2,5,3,6,3606,川北浩貴,66,61,6.74,晴,東,1,1
2025-01-18,2,5,4,5,4809,外崎悟,9,43,6.8,晴,東,1,1
2025-01-18,2,5,5,1,3851,森田昭彦,40,48,6.78,晴,東,1,1
2025-01-18,2,5,6,2,4931,木谷賢太,56,55,6.82,晴,東,1,1
2025-01-18,2,6,1,1,3955,眞田英二,10,41,6.85,晴,東,2,2
2025-01-18,2,6,2,2,4186,小川時光,31,53,6.75,晴,東,2,2
2025-01-18,2,6,3,3,4302,西野翔太,41,39,6.83,晴,東,2,2
2025-01-18,2,6,4,5,4623,中北将史,13,64,6.82,晴,東,2,2
2025-01-18,2,6,5,4,4537,渡邉和将,18,4,6.81,晴,東,2,2
2025-01-18,2,6,6,6,2538,高橋二朗,64,6,6.9,晴,東,2,2
2025-01-18,2,7,1,2,4949,横田貴満,20,62,6.78,晴,南東,3,3
2025-01-18,2,7,2,1,4926,吉川貴仁,53,17,6.72,晴,南東,3,3
2025-01-18,2,7,3,3,5267,石本裕武,4,47,6.78,晴,南東,3,3
2025-01-18,2,7,4,4,4465,大西賢,34,36,6.88,晴,南東,3,3
2025-01-18,2,7,5,5,5031,渡辺空依,22,25,6.85,晴,南東,3,3
2025-01-18,2,7,6,6,3647,伊藤雄二,37,37,6.93,晴,南東,3,3
