開催日,日目,レース,3連単,3連単オッズ,予測オッズ,予測誤差
2024-01-23,1,11,1-3-6,18.1,25.035795097013384,6.935795097013383
2024-01-23,1,12,1-2-5,8.8,9.117849681177075,0.3178496811770746
2024-01-25,2,1,1-5-3,52.4,40.2242482396148,-12.175751760385197
2024-01-25,2,6,1-3-2,26.5,23.748008982716286,-2.7519910172837143
2024-01-25,2,8,1-3-6,30.4,28.896626002297264,-1.5033739977027345
2024-01-25,2,11,1-2-5,7.0,14.58668546050418,7.58668546050418
2024-01-25,2,12,1-4-2,15.5,12.4674933371806,-3.032506662819401
2024-01-26,3,7,1-5-2,12.2,20.046300690662466,7.846300690662467
2024-01-26,3,8,1-2-6,71.1,48.40632640097184,-22.693673599028152
2024-01-26,3,9,1-3-4,35.0,17.326672504679415,-17.673327495320585
2024-01-26,3,10,1-2-4,8.4,7.247100102184889,-1.1528998978151117
2024-01-26,3,11,1-2-5,8.7,15.540912641118764,6.840912641118765
2024-01-26,3,12,1-4-2,29.3,29.956825452579373,0.6568254525793726
2024-01-27,4,1,1-3-5,27.9,19.61615375599515,-8.283846244004849
2024-01-27,4,2,1-2-3,34.0,12.824867502041544,-21.175132497958458
2024-01-27,4,3,1-6-2,565.3,228.1474015723426,-337.1525984276574
2024-01-27,4,4,1-4-3,36.5,37.06595716966378,0.5659571696637826
2024-01-27,4,8,1-4-3,46.4,61.62147671910074,15.221476719100743
2024-01-27,4,9,1-3-2,5.2,7.955885537806431,2.7558855378064306
2024-01-27,4,11,1-4-6,26.4,38.537043565858475,12.137043565858477
2024-01-27,4,12,1-4-3,30.1,34.98562431234025,4.885624312340248
2024-01-28,5,3,1-5-6,26.8,24.472235374913758,-2.3277646250862425
2024-01-28,5,4,1-3-5,28.1,50.42469950859439,22.324699508594385
2024-01-28,5,5,1-3-4,16.9,22.29526510133633,5.3952651013363315
2024-01-28,5,6,1-2-5,39.9,20.073535868533053,-19.826464131466945
2024-01-28,5,7,1-3-6,6.2,16.145146753885292,9.945146753885293
2024-01-28,5,10,1-3-5,23.7,23.422965769803334,-0.27703423019666573
2024-01-28,5,12,1-2-4,8.9,9.264935212344025,0.36493521234402415
2024-01-29,6,2,1-3-5,20.8,17.080923357136033,-3.7190766428639677
2024-01-29,6,4,1-2-3,13.4,22.18075222771802,8.78075222771802
2024-01-29,6,6,1-2-5,77.7,37.94250465884686,-39.757495341153145
2024-01-29,6,11,1-3-6,19.2,25.702312943450366,6.502312943450367
2024-01-29,6,12,1-3-4,17.4,13.312094164621856,-4.087905835378143
2024-01-31,1,8,1-4-2,7.1,5.521627936598703,-1.5783720634012965
2024-01-31,1,11,1-5-2,11.9,23.785402054817457,11.885402054817456
2024-01-31,1,12,1-2-6,16.6,18.119543596425487,1.5195435964254855
2024-02-01,2,1,1-4-3,17.8,30.20862844888675,12.408628448886748
2024-02-01,2,5,1-3-5,11.0,25.72415391538986,14.72415391538986
2024-02-01,2,6,1-3-4,5.4,6.966935256997223,1.5669352569972226
2024-02-01,2,10,1-2-4,5.6,6.967505056904426,1.3675050569044265
2024-02-01,2,12,1-4-5,50.7,43.9161933600467,-6.783806639953305
2024-02-02,3,4,1-3-2,32.5,41.66787320494108,9.167873204941081
2024-02-02,3,5,1-2-5,23.0,19.367414961980813,-3.6325850380191866
2024-02-02,3,9,1-2-4,13.7,16.969336471525327,3.269336471525328
2024-02-02,3,11,1-6-4,122.7,65.91951921567674,-56.78048078432326
2024-02-02,3,12,1-2-3,9.4,8.574863582131314,-0.825136417868686
2024-02-03,4,3,1-2-3,9.2,22.487663736950363,13.287663736950364
2024-02-03,4,5,1-2-5,18.5,11.381302411395051,-7.118697588604949
2024-02-03,4,6,1-5-3,137.9,99.97857842000255,-37.92142157999746
2024-02-03,4,7,1-3-5,6.8,11.829821733086405,5.029821733086405
2024-02-03,4,8,1-2-3,4.6,4.603178786482293,0.0031787864822936385
2024-02-03,4,10,1-2-4,8.9,10.302526240174995,1.4025262401749945
2024-02-03,4,12,1-5-3,52.7,34.533079281330764,-18.16692071866924
2024-02-04,5,1,1-2-3,34.2,13.105002739385618,-21.094997260614385
2024-02-04,5,2,1-5-2,12.4,17.59645914064992,5.196459140649919
2024-02-04,5,6,1-4-3,6.9,7.22632189953722,0.3263218995372199
2024-02-04,5,7,1-6-2,19.7,29.55075728893801,9.85075728893801
2024-02-04,5,8,1-4-2,9.3,6.66243248449363,-2.6375675155063707
2024-02-04,5,9,1-3-5,14.3,15.539488527943185,1.239488527943184
2024-02-04,5,10,1-2-3,5.3,5.381420270117974,0.08142027011797381
2024-02-04,5,11,1-3-4,12.8,10.020070220792757,-2.7799297792072437
2024-02-05,6,1,1-5-4,78.0,36.228165304022646,-41.771834695977354
2024-02-05,6,2,1-6-3,150.9,58.73865384005653,-92.16134615994348
2024-02-05,6,4,1-4-3,26.8,21.156915976967028,-5.643084023032973
2024-02-05,6,5,1-3-4,16.9,11.988266576968249,-4.91173342303175
2024-02-05,6,8,1-2-5,14.8,26.998372740397667,12.198372740397666
2024-02-05,6,9,1-5-2,27.3,19.851374244827536,-7.448625755172465
2024-02-05,6,10,1-3-2,7.3,8.269901115207173,0.9699011152071728
2024-02-05,6,12,1-5-3,14.1,24.54308211635439,10.443082116354391
2024-02-06,7,2,1-4-6,80.0,16.839264318919266,-63.16073568108074
2024-02-06,7,3,1-4-2,10.3,10.006641176903893,-0.29335882309610817
2024-02-06,7,5,1-2-4,34.6,22.41870617442849,-12.181293825571512
2024-02-06,7,6,1-4-2,12.0,11.233947474581152,-0.7660525254188482
2024-02-06,7,8,1-2-4,3.6,5.028632553400169,1.4286325534001691
2024-02-06,7,12,1-2-5,13.3,10.158734653931184,-3.141265346068817
2024-02-11,1,1,1-3-2,16.4,18.077418765924573,1.6774187659245747
2024-02-11,1,3,1-5-2,19.8,16.236758873591956,-3.5632411264080446
2024-02-11,1,5,1-4-5,27.5,16.222236345515995,-11.277763654484005
2024-02-11,1,6,1-4-2,10.2,6.46337692995109,-3.7366230700489096
2024-02-11,1,8,1-2-3,7.3,6.7813440603406905,-0.5186559396593093
2024-02-11,1,9,1-2-3,17.4,7.984168519282636,-9.415831480717362
2024-02-11,1,11,1-4-3,18.2,10.843991633110702,-7.356008366889297
2024-02-11,1,12,1-2-3,7.7,9.775160664853805,2.0751606648538052
2024-02-12,2,1,1-4-6,32.3,16.80306800898399,-15.496931991016009
2024-02-12,2,2,1-3-4,8.8,11.815313173244897,3.0153131732448966
2024-02-12,2,4,1-3-6,20.6,12.393990802041177,-8.206009197958824
2024-02-12,2,5,1-2-3,11.9,5.5915150924570085,-6.308484907542992
2024-02-12,2,6,1-2-4,7.3,6.304056906935977,-0.9959430930640227
2024-02-12,2,7,1-4-2,34.7,9.999086273274253,-24.70091372672575
2024-02-12,2,10,1-4-2,21.9,11.857297616585443,-10.042702383414555
2024-02-12,2,11,1-4-3,17.9,16.490670556074498,-1.4093294439255004
2024-02-12,2,12,1-5-2,90.2,44.15628379564301,-46.04371620435699
2024-02-13,3,5,1-3-6,21.9,14.27528259415732,-7.624717405842679
2024-02-13,3,8,1-2-5,8.7,9.398473101279468,0.6984731012794683
2024-02-13,3,9,1-2-4,11.2,5.520697687736758,-5.679302312263241
2024-02-13,3,10,1-4-5,10.2,22.03914877722386,11.839148777223862
2024-02-13,3,12,1-2-5,26.7,12.872741383476011,-13.827258616523988
2024-02-14,4,2,1-5-4,16.9,18.237361421344474,1.3373614213444753
2024-02-14,4,3,1-2-6,38.3,24.32439846962366,-13.975601530376338
2024-02-14,4,5,1-4-2,14.0,7.489867365857237,-6.510132634142763
2024-02-14,4,8,1-6-2,31.1,19.828797583795744,-11.271202416204257
2024-02-14,4,10,1-2-6,8.1,14.7111482028421,6.6111482028421005
2024-02-14,4,11,1-2-4,7.6,8.02878199890863,0.4287819989086312
2024-02-15,5,1,1-4-6,101.2,20.229140138637042,-80.97085986136295
2024-02-15,5,2,1-4-2,16.0,12.952011456224364,-3.047988543775636
2024-02-15,5,4,1-6-2,170.2,37.24205829722899,-132.957941702771
2024-02-15,5,5,1-4-2,8.7,6.908919765941756,-1.791080234058243
2024-02-15,5,7,1-5-4,18.3,21.473786865453125,3.173786865453124
2024-02-15,5,10,1-3-5,23.0,10.723830441344623,-12.276169558655377
2024-02-16,6,3,1-6-3,26.4,30.988559537346248,4.588559537346249
2024-02-16,6,7,1-2-5,5.9,8.207417294156174,2.307417294156174
2024-02-16,6,8,1-3-6,14.0,17.745805623399857,3.745805623399857
2024-02-16,6,9,1-5-2,55.2,25.888992196263118,-29.311007803736885
2024-02-16,6,10,1-2-4,16.7,6.048717563635296,-10.651282436364703
2024-02-16,6,11,1-2-3,7.6,10.97126268728531,3.371262687285311
2024-02-20,1,1,1-3-6,48.0,35.60065126675561,-12.399348733244388
2024-02-20,1,8,1-4-3,10.8,10.218154552605704,-0.5818454473942971
2024-02-20,1,10,1-2-4,10.4,10.500778495749499,0.10077849574949838
2024-02-20,1,12,1-3-4,14.6,16.588692015637346,1.988692015637346
2024-02-21,2,8,1-4-2,9.5,8.606508831515479,-0.8934911684845215
2024-02-21,2,9,1-2-3,8.5,12.292268943019113,3.7922689430191134
2024-02-21,2,10,1-5-3,14.1,20.094682635487853,5.9946826354878535
2024-02-22,3,5,1-2-3,37.8,42.77093199518898,4.970931995188984
2024-02-22,3,6,1-3-4,4.3,9.444611233139623,5.144611233139623
2024-02-22,3,8,1-5-2,27.9,33.01414204389108,5.1141420438910785
2024-02-22,3,9,1-6-2,7.7,16.77938892520257,9.079388925202572
2024-02-22,3,10,1-3-2,6.8,6.053008948296456,-0.7469910517035441
2024-02-23,4,1,1-3-4,19.9,10.05723437135186,-9.842765628648138
2024-02-23,4,4,1-4-2,74.3,37.800490301684135,-36.49950969831586
2024-02-23,4,8,1-4-2,5.6,7.649444804578067,2.0494448045780675
2024-02-23,4,9,1-2-3,4.6,10.059535093787186,5.459535093787187
2024-02-24,5,1,1-4-3,8.8,29.78982064602333,20.98982064602333
2024-02-24,5,5,1-5-4,21.3,18.509308807049667,-2.7906911929503337
2024-02-24,5,8,1-2-4,5.7,4.483089060422818,-1.2169109395771818
2024-02-24,5,10,1-3-2,7.2,8.571829966901536,1.3718299669015357
2024-02-24,5,11,1-3-4,24.5,13.50592937522037,-10.99407062477963
2024-02-25,6,2,1-3-6,9.6,25.02081958123616,15.420819581236161
2024-02-25,6,4,1-4-6,61.7,39.689006551053126,-22.010993448946877
2024-02-25,6,6,1-3-4,5.8,9.678871112157902,3.878871112157902
2024-02-25,6,7,1-4-2,7.1,28.573530635774663,21.473530635774665
2024-02-25,6,8,1-4-2,4.8,5.289419453428643,0.4894194534286429
2024-02-25,6,9,1-3-5,15.1,35.16102452653257,20.06102452653257
2024-02-25,6,12,1-5-3,43.5,28.197109742895332,-15.302890257104668
2024-02-27,1,8,1-2-4,5.1,7.002552319763316,1.9025523197633163
2024-02-27,1,10,1-2-5,28.1,17.39458506618523,-10.705414933814772
2024-02-27,1,11,1-6-2,94.6,57.35967468127381,-37.240325318726185
2024-02-27,1,12,1-3-4,12.5,15.340914331684415,2.8409143316844148
2024-02-28,2,5,1-3-2,31.2,24.74421222446581,-6.455787775534191
2024-02-28,2,6,1-4-6,56.7,65.70210312351178,9.002103123511773
2024-02-28,2,8,1-2-5,9.2,14.57857420809879,5.37857420809879
2024-02-28,2,9,1-2-6,7.8,16.012924533069352,8.212924533069351
2024-02-28,2,11,1-4-3,41.0,23.280916656694668,-17.719083343305332
2024-02-28,2,12,1-2-6,39.8,24.439869354965214,-15.360130645034783
2024-02-29,3,1,1-4-5,134.5,46.82266586545024,-87.67733413454977
2024-02-29,3,7,1-5-6,23.9,23.639276142450996,-0.26072385754900296
2024-02-29,3,8,1-3-2,23.3,15.466052682349213,-7.833947317650788
2024-02-29,3,12,1-5-6,35.2,56.749893170095035,21.549893170095032
2024-03-01,4,3,1-5-3,66.3,47.34556291197167,-18.954437088028328
2024-03-01,4,4,1-2-3,20.0,23.495271873128104,3.495271873128104
2024-03-01,4,6,1-4-3,7.7,8.301986090745338,0.6019860907453376
2024-03-02,5,3,1-2-6,11.6,13.446879264515415,1.8468792645154153
2024-03-02,5,5,1-6-2,29.8,63.11981648418835,33.31981648418835
2024-03-02,5,6,1-3-4,5.2,10.17259792925469,4.9725979292546905
2024-03-02,5,8,1-3-2,14.0,10.910825424472053,-3.089174575527947
2024-03-02,5,10,1-3-4,25.4,28.525877047551184,3.1258770475511852
2024-03-02,5,11,1-3-4,8.7,8.332639822667472,-0.367360177332527
2024-03-02,5,12,1-3-4,13.7,16.71356574398792,3.0135657439879218
2024-03-03,6,1,1-2-3,8.1,10.371501097683641,2.2715010976836414
2024-03-03,6,2,1-5-2,18.3,30.254483747629227,11.954483747629226
2024-03-03,6,4,1-5-3,5.4,17.668777321521397,12.268777321521396
2024-03-03,6,6,1-2-5,60.1,23.41783301593635,-36.682166984063656
2024-03-03,6,7,1-3-2,13.1,15.82812736972499,2.728127369724991
2024-03-03,6,8,1-4-3,17.9,17.5324396445669,-0.36756035543309906
2024-03-03,6,9,1-3-4,11.5,12.248454985595114,0.7484549855951137
2024-03-05,1,1,1-4-2,13.7,12.337948593170408,-1.3620514068295915
2024-03-05,1,2,1-2-4,44.1,7.965708853664827,-36.13429114633517
2024-03-05,1,4,1-5-2,81.3,45.2311844211664,-36.0688155788336
2024-03-05,1,8,1-4-2,9.0,6.844622475886076,-2.1553775241139244
2024-03-05,1,9,1-2-6,34.2,17.957521628411566,-16.242478371588437
2024-03-05,1,12,1-4-2,9.2,10.065160344213947,0.8651603442139475
2024-03-06,2,3,1-3-4,81.3,13.911781958770359,-67.38821804122963
2024-03-06,2,5,1-2-4,14.4,10.09981699473337,-4.30018300526663
2024-03-06,2,11,1-3-5,19.6,15.434289404076669,-4.165710595923333
2024-03-06,2,12,1-3-6,39.0,20.307223083327237,-18.692776916672763
2024-03-07,3,3,1-5-3,68.1,42.14734255000196,-25.952657449998036
2024-03-07,3,4,1-3-5,10.9,8.713726257199054,-2.186273742800946
2024-03-07,3,6,1-2-4,13.7,8.14712084823389,-5.55287915176611
2024-03-07,3,7,1-2-6,22.2,18.31048294849755,-3.889517051502448
2024-03-07,3,8,1-2-3,10.6,4.989250669402487,-5.610749330597512
2024-03-07,3,9,1-3-2,23.9,15.601743813016373,-8.298256186983625
2024-03-07,3,11,1-5-6,65.7,36.12894035682341,-29.57105964317659
2024-03-08,4,4,1-3-2,38.4,16.093054048248703,-22.306945951751295
2024-03-08,4,7,1-3-2,18.1,28.76923489846392,10.66923489846392
2024-03-09,5,5,1-5-2,15.7,22.322911914788218,6.622911914788219
2024-03-09,5,6,1-4-2,16.1,10.891699609608622,-5.208300390391379
2024-03-09,5,8,1-3-2,14.3,17.38679047270204,3.086790472702038
2024-03-09,5,10,1-3-4,11.6,14.047082267491618,2.447082267491618
2024-03-09,5,12,1-4-2,18.6,12.833773797659628,-5.766226202340373
2024-03-10,6,1,1-2-5,16.2,10.293376375545183,-5.9066236244548165
2024-03-10,6,2,1-3-2,10.8,10.499290902901157,-0.30070909709884397
2024-03-10,6,3,1-2-3,14.5,18.392800749190176,3.892800749190176
2024-03-10,6,4,1-2-6,21.6,22.27684346324551,0.6768434632455076
2024-03-10,6,5,1-2-4,7.5,4.784781293095035,-2.715218706904965
2024-03-10,6,6,1-4-6,21.1,24.777592471463862,3.6775924714638606
2024-03-10,6,7,1-3-6,13.8,20.36739359872205,6.567393598722049
2024-03-10,6,8,1-2-3,5.7,8.554265107040006,2.854265107040006
2024-03-10,6,10,1-3-2,9.9,19.355061259583085,9.455061259583085
2024-03-10,6,11,1-2-3,9.3,10.70857786896195,1.4085778689619488
2024-03-10,6,12,1-5-6,28.1,20.75908440406468,-7.340915595935321
2024-03-13,1,1,1-2-3,6.8,13.526212747239367,6.726212747239367
2024-03-13,1,5,1-6-3,22.5,37.660434062033374,15.160434062033374
2024-03-13,1,8,1-3-4,15.7,14.720310738759931,-0.9796892612400683
2024-03-13,1,9,1-2-3,6.1,9.954516066404226,3.8545160664042264
2024-03-13,1,10,1-5-3,23.8,51.91911069845685,28.119110698456847
2024-03-13,1,11,1-5-3,69.1,40.26497755190572,-28.83502244809427
2024-03-13,1,12,1-3-2,16.3,13.162980443906658,-3.1370195560933425
2024-03-14,2,1,1-2-3,10.2,14.861009343544934,4.661009343544935
2024-03-14,2,4,1-4-5,17.7,19.126486764473103,1.426486764473104
2024-03-14,2,6,1-4-3,4.4,9.710321977556315,5.310321977556315
2024-03-14,2,7,1-5-3,9.0,31.510803517369027,22.510803517369027
2024-03-14,2,9,1-5-2,21.4,41.620688728951535,20.220688728951536
2024-03-14,2,10,1-3-6,16.7,34.47270746735536,17.772707467355364
2024-03-14,2,11,1-4-2,18.2,10.327794539192665,-7.872205460807335
2024-03-15,3,1,1-6-4,88.1,31.77628691428894,-56.323713085711056
2024-03-15,3,2,1-3-6,17.4,18.95422269777013,1.5542226977701326
2024-03-15,3,6,1-4-3,13.7,10.990981344294642,-2.709018655705357
2024-03-15,3,7,1-2-6,13.2,22.25914690613899,9.059146906138992
2024-03-15,3,8,1-2-4,3.6,3.1995603940289237,-0.4004396059710764
2024-03-15,3,9,1-2-5,8.5,11.241870623471124,2.741870623471124
2024-03-15,3,10,1-6-3,51.8,36.832885330494854,-14.967114669505143
2024-03-15,3,11,1-3-2,11.0,10.516692009125208,-0.4833079908747919
2024-03-16,4,3,1-2-3,25.1,27.437266398518478,2.3372663985184765
2024-03-16,4,4,1-4-6,78.8,31.84827913025248,-46.95172086974752
2024-03-16,4,5,1-3-6,23.9,19.77129731774594,-4.128702682254058
2024-03-16,4,7,1-4-5,30.0,36.81862705603738,6.8186270560373785
2024-03-16,4,8,1-4-2,7.5,10.543998392005888,3.0439983920058875
2024-03-16,4,9,1-2-6,45.5,27.263974064828492,-18.236025935171508
2024-03-16,4,10,1-2-4,5.9,4.37669542511253,-1.5233045748874705
2024-03-16,4,11,1-5-3,25.2,18.755941586149188,-6.4440584138508115
2024-03-16,4,12,1-3-2,16.9,15.588952106835496,-1.3110478931645027
2024-03-18,1,1,1-3-2,11.6,16.60085456558597,5.0008545655859695
2024-03-18,1,8,1-2-3,11.9,9.719182199864402,-2.180817800135598
2024-03-18,1,9,1-3-4,6.8,15.80647597639907,9.00647597639907
2024-03-18,1,10,1-2-4,5.2,5.005019598620059,-0.194980401379941
2024-03-18,1,12,1-3-2,7.6,12.219218690610525,4.619218690610525
2024-03-19,2,1,1-3-2,10.3,23.618643547961874,13.318643547961873
2024-03-19,2,4,1-3-5,8.4,13.901194338132404,5.501194338132404
2024-03-19,2,6,1-2-4,126.9,32.13763884602512,-94.7623611539749
2024-03-19,2,8,1-2-4,3.9,5.182052976389816,1.2820529763898159
2024-03-19,2,9,1-5-6,22.1,30.04322542112665,7.943225421126648
2024-03-19,2,10,1-2-4,6.7,9.274772756624714,2.5747727566247134
2024-03-19,2,11,1-4-2,26.2,23.761986713233018,-2.4380132867669815
2024-03-21,3,2,1-2-3,13.2,11.92819829779718,-1.2718017022028185
2024-03-21,3,3,1-3-2,21.5,33.07494266481215,11.574942664812149
2024-03-21,3,8,1-4-5,12.0,28.085912453583926,16.085912453583926
2024-03-21,3,9,1-2-5,4.6,12.603570249391643,8.003570249391643
2024-03-21,3,11,1-4-3,10.2,10.994317883582854,0.7943178835828544
2024-03-21,3,12,1-3-4,9.4,14.743179358964532,5.343179358964532
2024-03-22,4,1,1-3-2,8.2,15.641231786805513,7.441231786805513
2024-03-22,4,2,1-2-4,11.8,23.666482655805655,11.866482655805655
2024-03-22,4,4,1-2-3,22.4,13.348130424515553,-9.051869575484446
2024-03-22,4,8,1-2-3,3.8,5.774227106326459,1.9742271063264596
2024-03-22,4,10,1-3-4,10.4,22.029051293666754,11.629051293666754
2024-03-22,4,11,1-2-4,11.6,11.35795060385923,-0.2420493961407697
2024-03-22,4,12,1-2-3,12.8,8.27657448211058,-4.52342551788942
2024-03-23,5,2,1-2-3,9.9,20.850452350429364,10.950452350429364
2024-03-23,5,3,1-3-5,37.4,32.055103888026785,-5.344896111973213
2024-03-23,5,5,1-5-6,8.8,16.44197594424867,7.641975944248671
2024-03-23,5,6,1-2-3,14.0,21.49390719946764,7.493907199467639
2024-03-23,5,7,1-6-5,42.0,45.06403135771272,3.0640313577127216
2024-03-23,5,8,1-4-5,22.6,23.1842420759009,0.5842420759008995
2024-03-23,5,9,1-5-2,19.5,18.42483470040193,-1.0751652995980692
2024-03-23,5,11,1-3-4,8.4,7.985736306953263,-0.4142636930467374
2024-03-23,5,12,1-3-4,4.9,21.418223609070967,16.518223609070965
2024-03-24,6,1,1-2-5,8.5,34.43057960337988,25.930579603379883
2024-03-24,6,2,1-3-2,9.1,20.205785569123066,11.105785569123066
2024-03-24,6,3,1-2-6,31.6,29.54162771177956,-2.05837228822044
2024-03-24,6,4,1-4-2,12.2,21.125625894890156,8.925625894890157
2024-03-24,6,6,1-3-4,6.7,18.60595407816331,11.905954078163312
2024-03-24,6,7,1-2-4,9.8,21.66965652036122,11.869656520361218
2024-03-24,6,8,1-4-3,7.0,9.01672115155022,2.01672115155022
2024-03-24,6,9,1-4-5,15.3,33.16583477227645,17.865834772276447
2024-03-24,6,10,1-4-2,22.6,18.886155469491584,-3.7138445305084176
2024-03-24,6,12,1-2-3,10.0,10.945493366397242,0.9454933663972422
2024-04-29,1,4,1-4-2,80.8,26.173325216140448,-54.62667478385955
2024-04-29,1,7,1-3-4,11.6,15.845927502160386,4.245927502160386
2024-04-29,1,8,1-2-4,5.1,4.64223447016549,-0.4577655298345098
2024-04-30,2,2,1-4-3,19.2,16.276831896527224,-2.9231681034727757
2024-04-30,2,3,1-2-3,14.1,29.227408491059073,15.127408491059073
2024-04-30,2,4,1-2-6,13.0,29.693973509098647,16.693973509098647
2024-04-30,2,6,1-2-3,32.9,13.031672080674952,-19.868327919325047
2024-04-30,2,7,1-5-6,31.0,60.19444989549949,29.19444989549949
2024-04-30,2,8,1-4-5,10.8,15.725132299457412,4.925132299457411
2024-04-30,2,10,1-4-5,6.6,27.3416560502695,20.741656050269498
2024-05-01,3,1,1-3-4,17.2,33.786911409802656,16.586911409802656
2024-05-01,3,2,1-2-6,11.5,51.120359079836675,39.620359079836675
2024-05-01,3,3,1-3-5,33.3,47.26347917007273,13.96347917007273
2024-05-01,3,4,1-4-6,30.5,75.52233371059415,45.022333710594154
2024-05-01,3,9,1-3-4,30.2,46.27204964355333,16.07204964355333
2024-05-01,3,10,1-2-5,5.6,46.75791991743166,41.157919917431656
2024-05-01,3,11,1-4-2,35.7,59.782388750680376,24.082388750680373
2024-05-02,4,2,1-2-5,20.4,35.88294236241415,15.48294236241415
2024-05-02,4,5,1-2-3,38.4,46.55606344709712,8.156063447097118
2024-05-02,4,6,1-3-4,3.5,51.63202732950452,48.13202732950452
2024-05-02,4,8,1-2-4,3.5,45.581757784210815,42.081757784210815
2024-05-02,4,9,1-3-5,52.1,55.102927654085065,3.002927654085063
2024-05-02,4,10,1-6-4,465.5,143.6380664817961,-321.8619335182039
2024-05-02,4,12,1-6-4,86.2,132.97968942117572,46.77968942117572
2024-05-04,1,2,1-2-3,15.5,31.738942350760375,16.238942350760375
2024-05-04,1,5,1-4-5,32.8,56.704934293577345,23.904934293577348
2024-05-04,1,6,1-3-4,3.7,42.10412262171877,38.40412262171877
2024-05-04,1,7,1-2-5,5.5,53.75447730964013,48.25447730964013
2024-05-04,1,8,1-2-3,8.5,42.524382883385776,34.024382883385776
2024-05-04,1,9,1-3-2,8.8,55.43165823482634,46.63165823482633
2024-05-04,1,11,1-2-5,6.1,48.4160043285888,42.3160043285888
2024-05-04,1,12,1-2-3,8.9,48.488699997921685,39.58869999792169
2024-05-05,2,1,1-4-6,19.8,49.72005318012444,29.920053180124437
2024-05-05,2,3,1-5-2,8.1,65.14501596701759,57.045015967017584
2024-05-05,2,5,1-3-5,18.7,51.580452122380855,32.88045212238086
2024-05-05,2,8,1-2-4,4.1,42.750031273707606,38.650031273707604
2024-05-05,2,9,1-2-4,5.9,45.155309731424076,39.25530973142408
2024-05-06,3,5,1-2-5,6.1,52.43610037917428,46.336100379174276
2024-05-06,3,7,1-6-4,46.9,137.87505738477333,90.97505738477332
2024-05-06,3,8,1-2-5,12.8,46.58189930580715,33.781899305807144
2024-05-06,3,9,1-2-3,5.9,50.10590581448134,44.20590581448134
2024-05-06,3,11,1-2-6,10.6,71.91657961617756,61.316579616177556
2024-05-06,3,12,1-5-2,13.6,75.65817526322124,62.05817526322124
2024-05-07,4,1,1-6-4,175.1,98.24404757799152,-76.85595242200847
2024-05-07,4,4,1-3-4,13.2,46.31249863641715,33.11249863641716
2024-05-07,4,5,1-4-6,8.7,87.6176635848456,78.9176635848456
2024-05-07,4,6,1-2-6,73.8,64.53654548092105,-9.263454519078948
2024-05-07,4,7,1-4-3,12.2,60.30904169418429,48.109041694184285
2024-05-07,4,8,1-3-5,20.7,49.284490668094165,28.584490668094165
2024-05-07,4,9,1-2-4,7.2,53.5072942658825,46.3072942658825
2024-05-07,4,10,1-2-5,10.9,49.73286579604427,38.832865796044274
2024-05-07,4,12,1-4-6,54.0,74.08793398160329,20.087933981603285
2024-05-08,5,1,1-3-5,21.3,37.645531112356835,16.345531112356834
2024-05-08,5,2,1-3-4,45.8,36.7042869930363,-9.095713006963699
2024-05-08,5,4,1-3-4,10.5,39.44014792419216,28.94014792419216
2024-05-08,5,5,1-2-5,16.7,47.07398708388201,30.37398708388201
2024-05-08,5,8,1-4-2,5.2,59.50567994215203,54.305679942152025
2024-05-08,5,9,1-4-3,25.9,61.18840818620935,35.28840818620935
2024-05-08,5,10,1-2-5,7.8,50.10049209429978,42.300492094299784
2024-05-08,5,12,1-5-2,49.9,83.6760425532722,33.7760425532722
2024-05-09,6,3,1-3-2,10.8,44.003016931204876,33.20301693120487
2024-05-09,6,4,1-3-2,6.7,43.511980700800756,36.81198070080075
2024-05-09,6,5,1-2-6,7.8,64.54658408565044,56.74658408565044
2024-05-09,6,6,1-3-2,7.5,49.779624875379554,42.279624875379554
2024-05-09,6,7,1-2-5,13.4,43.70141566407858,30.301415664078583
2024-05-09,6,9,1-3-2,5.6,50.48728160238065,44.88728160238065
2024-05-09,6,10,1-2-3,11.5,40.91634433587321,29.416344335873212
2024-05-12,1,3,1-5-6,17.0,81.38117459566877,64.38117459566877
2024-05-12,1,8,1-4-2,6.1,56.89291524806519,50.792915248065185
2024-05-12,1,9,1-2-5,4.5,48.245493463980836,43.745493463980836
2024-05-12,1,10,1-2-6,46.3,72.87778600788882,26.577786007888818
2024-05-12,1,11,1-2-3,8.5,47.71200244490488,39.21200244490488
2024-05-12,1,12,1-5-2,21.3,88.1535943683076,66.8535943683076
2024-05-13,2,1,1-2-3,8.5,28.74166010880611,20.24166010880611
2024-05-13,2,3,1-3-2,51.8,46.54190207491734,-5.258097925082659
2024-05-13,2,8,1-4-2,6.3,55.96189906285763,49.661899062857636
2024-05-13,2,9,1-3-6,4.7,74.0514025768367,69.35140257683669
2024-05-13,2,10,1-5-2,36.8,70.45540329853984,33.65540329853984
2024-05-13,2,11,1-2-6,15.2,63.203179150900056,48.00317915090005
2024-05-14,3,1,1-5-3,43.2,62.05102344028796,18.85102344028796
2024-05-14,3,2,1-4-3,13.1,38.954134525782024,25.854134525782023
2024-05-14,3,3,1-5-4,16.2,78.83596578894313,62.635965788943125
2024-05-14,3,5,1-5-6,10.3,80.33248599841082,70.03248599841082
2024-05-14,3,6,1-4-2,15.2,53.889687801470295,38.6896878014703
2024-05-14,3,7,1-2-6,51.0,70.95764732394527,19.957647323945267
2024-05-14,3,8,1-4-5,25.7,66.21861631194895,40.518616311948946
