レース場,タイプ,季節,艇,1着率(%),2着率(%),3着率(%),2連帯率(%),3連帯率(%)
多摩川,季節別着率,夏(6-8月),6,3.85,9.73,17.8,,
多摩川,季節別着率,秋(9-11月),1,51.09,17.54,9.8,,
多摩川,季節別着率,秋(9-11月),2,17.08,24.7,16.95,,
多摩川,季節別着率,秋(9-11月),3,13.1,19.4,19.88,,
多摩川,季節別着率,秋(9-11月),4,11.0,18.13,19.09,,
多摩川,季節別着率,秋(9-11月),5,5.57,12.81,17.62,,
多摩川,季節別着率,秋(9-11月),6,3.41,8.61,17.87,,
多摩川,季節別着率,冬(12-2月),1,50.66,18.04,9.68,,
多摩川,季節別着率,冬(12-2月),2,16.66,24.09,18.09,,
多摩川,季節別着率,冬(12-2月),3,12.77,20.88,20.3,,
多摩川,季節別着率,冬(12-2月),4,11.25,16.95,18.63,,
多摩川,季節別着率,冬(12-2月),5,6.62,11.44,18.17,,
多摩川,季節別着率,冬(12-2月),6,3.48,10.05,16.64,,
多摩川,季節別連帯率,春(3-5月),1,,,,68.07,77.79
多摩川,季節別連帯率,春(3-5月),2,,,,40.19,58.38
多摩川,季節別連帯率,春(3-5月),3,,,,33.39,52.82
多摩川,季節別連帯率,春(3-5月),4,,,,29.33,48.14
多摩川,季節別連帯率,春(3-5月),5,,,,19.25,37.16
多摩川,季節別連帯率,春(3-5月),6,,,,12.31,29.59
多摩川,季節別連帯率,夏(6-8月),1,,,,66.44,76.59
多摩川,季節別連帯率,夏(6-8月),2,,,,38.96,56.92
多摩川,季節別連帯率,夏(6-8月),3,,,,34.5,53.61
多摩川,季節別連帯率,夏(6-8月),4,,,,29.73,48.51
多摩川,季節別連帯率,夏(6-8月),5,,,,19.54,37.04
多摩川,季節別連帯率,夏(6-8月),6,,,,13.58,31.38
多摩川,季節別連帯率,秋(9-11月),1,,,,68.63,78.43
多摩川,季節別連帯率,秋(9-11月),2,,,,41.78,58.73
多摩川,季節別連帯率,秋(9-11月),3,,,,32.5,52.38
多摩川,季節別連帯率,秋(9-11月),4,,,,29.13,48.22
多摩川,季節別連帯率,秋(9-11月),5,,,,18.38,36.0
多摩川,季節別連帯率,秋(9-11月),6,,,,12.02,29.89
多摩川,季節別連帯率,冬(12-2月),1,,,,68.69,78.38
多摩川,季節別連帯率,冬(12-2月),2,,,,40.75,58.84
多摩川,季節別連帯率,冬(12-2月),3,,,,33.64,53.94
多摩川,季節別連帯率,冬(12-2月),4,,,,28.2,46.83
多摩川,季節別連帯率,冬(12-2月),5,,,,18.05,36.22
多摩川,季節別連帯率,冬(12-2月),6,,,,13.53,30.16
大村,全体着率,-,1,63.75,16.18,7.5,,
大村,全体着率,-,2,12.49,27.18,19.33,,
大村,全体着率,-,3,10.41,22.59,21.54,,
大村,全体着率,-,4,7.81,16.33,21.18,,
大村,全体着率,-,5,3.92,11.27,17.35,,
大村,全体着率,-,6,2.95,7.83,14.5,,
大村,全体連帯率,-,1,,,,79.93,87.43
大村,全体連帯率,-,2,,,,39.66,58.99
大村,全体連帯率,-,3,,,,33.0,54.54
大村,全体連帯率,-,4,,,,24.14,45.31
大村,全体連帯率,-,5,,,,15.18,32.53
大村,全体連帯率,-,6,,,,10.78,25.28
大村,季節別着率,春(3-5月),1,65.0,16.27,7.41,,
大村,季節別着率,春(3-5月),2,12.01,28.3,18.83,,
大村,季節別着率,春(3-5月),3,10.16,22.4,22.02,,
大村,季節別着率,春(3-5月),4,7.16,16.14,21.63,,
大村,季節別着率,春(3-5月),5,3.86,10.53,17.38,,
大村,季節別着率,春(3-5月),6,2.97,7.59,13.98,,
大村,季節別着率,夏(6-8月),1,62.02,16.58,8.14,,
大村,季節別着率,夏(6-8月),2,13.67,27.26,18.69,,
大村,季節別着率,夏(6-8月),3,10.68,21.69,20.92,,
大村,季節別着率,夏(6-8月),4,8.11,16.5,20.76,,
大村,季節別着率,夏(6-8月),5,3.99,11.1,17.66,,
大村,季節別着率,夏(6-8月),6,2.86,8.14,15.07,,
大村,季節別着率,秋(9-11月),1,63.25,15.99,7.39,,
大村,季節別着率,秋(9-11月),2,12.33,25.69,19.74,,
大村,季節別着率,秋(9-11月),3,10.64,23.14,21.4,,
大村,季節別着率,秋(9-11月),4,8.33,16.59,21.13,,
大村,季節別着率,秋(9-11月),5,3.89,12.2,17.06,,
大村,季節別着率,秋(9-11月),6,3.0,7.92,14.87,,
大村,季節別着率,冬(12-2月),1,64.81,15.8,6.99,,
大村,季節別着率,冬(12-2月),2,11.81,27.28,20.18,,
大村,季節別着率,冬(12-2月),3,10.17,23.29,21.87,,
大村,季節別着率,冬(12-2月),4,7.67,16.11,21.21,,
大村,季節別着率,冬(12-2月),5,3.92,11.37,17.23,,
大村,季節別着率,冬(12-2月),6,2.99,7.65,14.06,,
大村,季節別連帯率,春(3-5月),1,,,,81.27,88.69
大村,季節別連帯率,春(3-5月),2,,,,40.31,59.14
大村,季節別連帯率,春(3-5月),3,,,,32.55,54.57
大村,季節別連帯率,春(3-5月),4,,,,23.3,44.93
大村,季節別連帯率,春(3-5月),5,,,,14.4,31.78
大村,季節別連帯率,春(3-5月),6,,,,10.57,24.55
大村,季節別連帯率,夏(6-8月),1,,,,78.6,86.74
大村,季節別連帯率,夏(6-8月),2,,,,40.93,59.62
大村,季節別連帯率,夏(6-8月),3,,,,32.37,53.29
大村,季節別連帯率,夏(6-8月),4,,,,24.61,45.37
大村,季節別連帯率,夏(6-8月),5,,,,15.09,32.75
大村,季節別連帯率,夏(6-8月),6,,,,11.0,26.07
大村,季節別連帯率,秋(9-11月),1,,,,79.24,86.63
大村,季節別連帯率,秋(9-11月),2,,,,38.02,57.75
大村,季節別連帯率,秋(9-11月),3,,,,33.78,55.18
大村,季節別連帯率,秋(9-11月),4,,,,24.92,46.05
大村,季節別連帯率,秋(9-11月),5,,,,16.08,33.14
大村,季節別連帯率,秋(9-11月),6,,,,10.92,25.79
大村,季節別連帯率,冬(12-2月),1,,,,80.61,87.6
大村,季節別連帯率,冬(12-2月),2,,,,39.09,59.27
大村,季節別連帯率,冬(12-2月),3,,,,33.45,55.32
大村,季節別連帯率,冬(12-2月),4,,,,23.77,44.98
大村,季節別連帯率,冬(12-2月),5,,,,15.29,32.52
大村,季節別連帯率,冬(12-2月),6,,,,10.64,24.7
津,全体着率,-,1,55.01,17.73,8.89,,
津,全体着率,-,2,16.36,26.32,18.3,,
津,全体着率,-,3,12.19,20.95,20.99,,
津,全体着率,-,4,9.02,16.89,20.39,,
津,全体着率,-,5,5.34,11.61,17.51,,
津,全体着率,-,6,3.63,8.07,15.46,,
津,全体連帯率,-,1,,,,72.74,81.63
津,全体連帯率,-,2,,,,42.68,60.99
津,全体連帯率,-,3,,,,33.14,54.13
津,全体連帯率,-,4,,,,25.91,46.3
津,全体連帯率,-,5,,,,16.95,34.46
津,全体連帯率,-,6,,,,11.7,27.15
津,季節別着率,春(3-5月),1,56.02,17.76,8.63,,
津,季節別着率,春(3-5月),2,15.61,26.49,18.8,,
津,季節別着率,春(3-5月),3,12.27,20.15,21.17,,
津,季節別着率,春(3-5月),4,8.84,17.69,20.27,,
津,季節別着率,春(3-5月),5,4.87,11.71,17.41,,
津,季節別着率,春(3-5月),6,3.85,7.72,15.17,,
津,季節別着率,夏(6-8月),1,52.65,18.54,9.76,,
津,季節別着率,夏(6-8月),2,17.38,25.94,17.56,,
津,季節別着率,夏(6-8月),3,12.74,21.32,20.82,,
津,季節別着率,夏(6-8月),4,9.71,16.74,19.71,,
津,季節別着率,夏(6-8月),5,5.59,11.45,17.61,,
津,季節別着率,夏(6-8月),6,3.47,7.5,16.0,,
津,季節別着率,秋(9-11月),1,56.48,16.91,8.6,,
津,季節別着率,秋(9-11月),2,16.17,26.49,18.44,,
津,季節別着率,秋(9-11月),3,11.89,21.33,21.05,,
津,季節別着率,秋(9-11月),4,8.26,16.95,20.69,,
津,季節別着率,秋(9-11月),5,5.12,11.28,17.54,,
津,季節別着率,秋(9-11月),6,3.4,8.39,15.05,,
津,季節別着率,冬(12-2月),1,54.98,17.62,8.53,,
津,季節別着率,冬(12-2月),2,16.28,26.38,18.43,,
津,季節別着率,冬(12-2月),3,11.8,21.05,20.92,,
津,季節別着率,冬(12-2月),4,9.23,16.11,20.96,,
津,季節別着率,冬(12-2月),5,5.8,11.99,17.49,,
津,季節別着率,冬(12-2月),6,3.77,8.77,15.57,,
津,季節別連帯率,春(3-5月),1,,,,73.78,82.41
津,季節別連帯率,春(3-5月),2,,,,42.1,60.9
津,季節別連帯率,春(3-5月),3,,,,32.42,53.59
津,季節別連帯率,春(3-5月),4,,,,26.53,46.81
津,季節別連帯率,春(3-5月),5,,,,16.57,33.98
津,季節別連帯率,春(3-5月),6,,,,11.57,26.74
津,季節別連帯率,夏(6-8月),1,,,,71.19,80.94
津,季節別連帯率,夏(6-8月),2,,,,43.32,60.88
津,季節別連帯率,夏(6-8月),3,,,,34.07,54.89
津,季節別連帯率,夏(6-8月),4,,,,26.45,46.16
津,季節別連帯率,夏(6-8月),5,,,,17.04,34.64
津,季節別連帯率,夏(6-8月),6,,,,10.97,26.97
津,季節別連帯率,秋(9-11月),1,,,,73.39,82.0
津,季節別連帯率,秋(9-11月),2,,,,42.66,61.1
津,季節別連帯率,秋(9-11月),3,,,,33.22,54.27
津,季節別連帯率,秋(9-11月),4,,,,25.21,45.9
津,季節別連帯率,秋(9-11月),5,,,,16.39,33.93
津,季節別連帯率,秋(9-11月),6,,,,11.79,26.85
津,季節別連帯率,冬(12-2月),1,,,,72.61,81.14
津,季節別連帯率,冬(12-2月),2,,,,42.66,61.08
津,季節別連帯率,冬(12-2月),3,,,,32.85,53.77
津,季節別連帯率,冬(12-2月),4,,,,25.33,46.29
津,季節別連帯率,冬(12-2月),5,,,,17.79,35.28
津,季節別連帯率,冬(12-2月),6,,,,12.54,28.11
唐津,全体着率,-,1,52.11,19.05,9.62,,
唐津,全体着率,-,2,16.43,25.01,18.5,,
唐津,全体着率,-,3,13.37,21.65,20.7,,
唐津,全体着率,-,4,10.99,16.34,20.05,,
唐津,全体着率,-,5,5.81,12.09,17.9,,
唐津,全体着率,-,6,2.76,7.35,14.71,,
唐津,全体連帯率,-,1,,,,71.16,80.77
唐津,全体連帯率,-,2,,,,41.44,59.95
唐津,全体連帯率,-,3,,,,35.02,55.73
唐津,全体連帯率,-,4,,,,27.32,47.37
唐津,全体連帯率,-,5,,,,17.91,35.81
唐津,全体連帯率,-,6,,,,10.12,24.83
唐津,季節別着率,春(3-5月),1,52.11,19.21,9.65,,
唐津,季節別着率,春(3-5月),2,16.98,25.07,18.11,,
唐津,季節別着率,春(3-5月),3,13.29,21.52,21.62,,
唐津,季節別着率,春(3-5月),4,10.64,16.7,19.86,,
唐津,季節別着率,春(3-5月),5,5.67,11.85,17.87,,
唐津,季節別着率,春(3-5月),6,2.78,7.1,14.36,,
唐津,季節別着率,夏(6-8月),1,50.62,18.32,10.01,,
唐津,季節別着率,夏(6-8月),2,15.83,24.91,19.79,,
唐津,季節別着率,夏(6-8月),3,14.03,21.35,19.55,,
唐津,季節別着率,夏(6-8月),4,11.95,16.43,19.15,,
唐津,季節別着率,夏(6-8月),5,6.03,12.88,18.66,,
唐津,季節別着率,夏(6-8月),6,2.97,7.53,14.22,,
唐津,季節別着率,秋(9-11月),1,52.34,19.98,9.37,,
唐津,季節別着率,秋(9-11月),2,16.96,25.07,18.37,,
唐津,季節別着率,秋(9-11月),3,12.71,21.83,20.74,,
唐津,季節別着率,秋(9-11月),4,10.9,15.45,20.03,,
唐津,季節別着率,秋(9-11月),5,5.74,11.65,18.11,,
唐津,季節別着率,秋(9-11月),6,2.67,7.4,14.73,,
唐津,季節別着率,冬(12-2月),1,53.24,18.76,9.45,,
唐津,季節別着率,冬(12-2月),2,16.02,24.99,17.83,,
唐津,季節別着率,冬(12-2月),3,13.42,21.9,20.86,,
唐津,季節別着率,冬(12-2月),4,10.51,16.66,21.03,,
唐津,季節別着率,冬(12-2月),5,5.81,11.98,17.09,,
唐津,季節別着率,冬(12-2月),6,2.63,7.39,15.46,,
唐津,季節別連帯率,春(3-5月),1,,,,71.32,80.98
唐津,季節別連帯率,春(3-5月),2,,,,42.05,60.17
唐津,季節別連帯率,春(3-5月),3,,,,34.81,56.42
唐津,季節別連帯率,春(3-5月),4,,,,27.34,47.2
唐津,季節別連帯率,春(3-5月),5,,,,17.52,35.39
唐津,季節別連帯率,春(3-5月),6,,,,9.88,24.24
唐津,季節別連帯率,夏(6-8月),1,,,,68.95,78.96
唐津,季節別連帯率,夏(6-8月),2,,,,40.73,60.53
唐津,季節別連帯率,夏(6-8月),3,,,,35.37,54.92
唐津,季節別連帯率,夏(6-8月),4,,,,28.38,47.53
唐津,季節別連帯率,夏(6-8月),5,,,,18.92,37.57
唐津,季節別連帯率,夏(6-8月),6,,,,10.51,24.72
唐津,季節別連帯率,秋(9-11月),1,,,,72.32,81.69
唐津,季節別連帯率,秋(9-11月),2,,,,42.04,60.4
唐津,季節別連帯率,秋(9-11月),3,,,,34.54,55.28
唐津,季節別連帯率,秋(9-11月),4,,,,26.35,46.38
唐津,季節別連帯率,秋(9-11月),5,,,,17.39,35.51
唐津,季節別連帯率,秋(9-11月),6,,,,10.07,24.81
唐津,季節別連帯率,冬(12-2月),1,,,,72.0,81.45
唐津,季節別連帯率,冬(12-2月),2,,,,41.01,58.84
唐津,季節別連帯率,冬(12-2月),3,,,,35.31,56.18
唐津,季節別連帯率,冬(12-2月),4,,,,27.17,48.2
唐津,季節別連帯率,冬(12-2月),5,,,,17.79,34.88
唐津,季節別連帯率,冬(12-2月),6,,,,10.02,25.47
徳山,全体着率,-,1,61.93,16.33,7.56,,
徳山,全体着率,-,2,14.52,27.89,18.82,,
徳山,全体着率,-,3,9.6,21.09,21.38,,
徳山,全体着率,-,4,7.92,17.4,21.34,,
徳山,全体着率,-,5,4.57,11.1,17.66,,
徳山,全体着率,-,6,2.63,7.42,14.55,,
徳山,全体連帯率,-,1,,,,78.26,85.82
徳山,全体連帯率,-,2,,,,42.41,61.23
徳山,全体連帯率,-,3,,,,30.69,52.07
徳山,全体連帯率,-,4,,,,25.33,46.67
徳山,全体連帯率,-,5,,,,15.67,33.33
徳山,全体連帯率,-,6,,,,10.05,24.6
徳山,季節別着率,春(3-5月),1,62.3,16.76,7.37,,
徳山,季節別着率,春(3-5月),2,14.28,28.85,18.47,,
徳山,季節別着率,春(3-5月),3,9.67,21.06,21.6,,
徳山,季節別着率,春(3-5月),4,7.75,17.35,21.17,,
徳山,季節別着率,春(3-5月),5,4.53,10.49,17.89,,
徳山,季節別着率,春(3-5月),6,2.52,6.61,14.8,,
徳山,季節別着率,夏(6-8月),1,63.03,16.22,7.35,,
徳山,季節別着率,夏(6-8月),2,15.08,27.54,18.68,,
徳山,季節別着率,夏(6-8月),3,9.1,22.17,21.93,,
徳山,季節別着率,夏(6-8月),4,7.57,16.54,20.99,,
徳山,季節別着率,夏(6-8月),5,3.76,11.56,18.34,,
徳山,季節別着率,夏(6-8月),6,2.53,7.04,13.8,,
徳山,季節別着率,秋(9-11月),1,62.18,15.54,7.6,,
徳山,季節別着率,秋(9-11月),2,13.09,27.32,19.28,,
徳山,季節別着率,秋(9-11月),3,10.15,21.64,20.26,,
徳山,季節別着率,秋(9-11月),4,8.28,17.56,21.9,,
徳山,季節別着率,秋(9-11月),5,4.95,11.57,16.92,,
徳山,季節別着率,秋(9-11月),6,2.59,7.67,15.41,,
徳山,季節別着率,冬(12-2月),1,60.4,16.66,7.91,,
徳山,季節別着率,冬(12-2月),2,15.33,27.83,18.89,,
徳山,季節別着率,冬(12-2月),3,9.57,19.67,21.54,,
徳山,季節別着率,冬(12-2月),4,8.13,18.14,21.38,,
徳山,季節別着率,冬(12-2月),5,5.06,10.85,17.39,,
徳山,季節別着率,冬(12-2月),6,2.84,8.29,14.36,,
徳山,季節別連帯率,春(3-5月),1,,,,79.06,86.42
徳山,季節別連帯率,春(3-5月),2,,,,43.14,61.6
徳山,季節別連帯率,春(3-5月),3,,,,30.73,52.33
徳山,季節別連帯率,春(3-5月),4,,,,25.09,46.27
徳山,季節別連帯率,春(3-5月),5,,,,15.01,32.9
徳山,季節別連帯率,春(3-5月),6,,,,9.14,23.94
徳山,季節別連帯率,夏(6-8月),1,,,,79.25,86.6
徳山,季節別連帯率,夏(6-8月),2,,,,42.62,61.3
徳山,季節別連帯率,夏(6-8月),3,,,,31.27,53.2
徳山,季節別連帯率,夏(6-8月),4,,,,24.11,45.1
徳山,季節別連帯率,夏(6-8月),5,,,,15.31,33.66
徳山,季節別連帯率,夏(6-8月),6,,,,9.57,23.38
徳山,季節別連帯率,秋(9-11月),1,,,,77.72,85.32
徳山,季節別連帯率,秋(9-11月),2,,,,40.4,59.69
徳山,季節別連帯率,秋(9-11月),3,,,,31.78,52.04
徳山,季節別連帯率,秋(9-11月),4,,,,25.84,47.74
徳山,季節別連帯率,秋(9-11月),5,,,,16.52,33.44
徳山,季節別連帯率,秋(9-11月),6,,,,10.26,25.67
徳山,季節別連帯率,冬(12-2月),1,,,,77.06,84.96
徳山,季節別連帯率,冬(12-2月),2,,,,43.16,62.05
徳山,季節別連帯率,冬(12-2月),3,,,,29.24,50.79
徳山,季節別連帯率,冬(12-2月),4,,,,26.26,47.64
徳山,季節別連帯率,冬(12-2月),5,,,,15.9,33.3
徳山,季節別連帯率,冬(12-2月),6,,,,11.13,25.49
尼崎,全体着率,-,1,56.94,17.07,8.79,,
尼崎,全体着率,-,2,13.68,24.03,18.29,,
尼崎,全体着率,-,3,11.87,21.01,20.5,,
尼崎,全体着率,-,4,10.09,18.34,20.8,,
尼崎,全体着率,-,5,5.51,12.53,17.45,,
尼崎,全体着率,-,6,3.1,8.37,15.61,,
尼崎,全体連帯率,-,1,,,,74.01,82.8
尼崎,全体連帯率,-,2,,,,37.71,56.0
尼崎,全体連帯率,-,3,,,,32.88,53.38
尼崎,全体連帯率,-,4,,,,28.43,49.24
尼崎,全体連帯率,-,5,,,,18.04,35.49
尼崎,全体連帯率,-,6,,,,11.47,27.08
尼崎,季節別着率,春(3-5月),1,57.67,16.51,8.75,,
尼崎,季節別着率,春(3-5月),2,13.64,25.11,17.34,,
尼崎,季節別着率,春(3-5月),3,11.87,20.49,20.25,,
尼崎,季節別着率,春(3-5月),4,9.93,18.83,21.09,,
尼崎,季節別着率,春(3-5月),5,5.16,12.32,17.66,,
尼崎,季節別着率,春(3-5月),6,2.94,8.02,16.2,,
尼崎,季節別着率,夏(6-8月),1,56.36,16.65,9.11,,
尼崎,季節別着率,夏(6-8月),2,13.05,22.77,18.65,,
尼崎,季節別着率,夏(6-8月),3,12.19,21.38,19.88,,
尼崎,季節別着率,夏(6-8月),4,10.48,18.6,21.39,,
尼崎,季節別着率,夏(6-8月),5,5.64,13.23,17.08,,
尼崎,季節別着率,夏(6-8月),6,3.33,8.62,15.24,,
尼崎,季節別着率,秋(9-11月),1,57.45,17.51,8.24,,
尼崎,季節別着率,秋(9-11月),2,13.71,23.55,19.05,,
尼崎,季節別着率,秋(9-11月),3,11.72,21.73,20.6,,
尼崎,季節別着率,秋(9-11月),4,10.1,18.35,20.13,,
尼崎,季節別着率,秋(9-11月),5,5.39,11.63,17.64,,
尼崎,季節別着率,秋(9-11月),6,2.94,8.71,15.89,,
尼崎,季節別着率,冬(12-2月),1,56.45,17.75,8.89,,
尼崎,季節別着率,冬(12-2月),2,14.39,24.69,18.24,,
尼崎,季節別着率,冬(12-2月),3,11.63,20.57,21.35,,
尼崎,季節別着率,冬(12-2月),4,9.82,17.59,20.41,,
尼崎,季節別着率,冬(12-2月),5,5.8,12.67,17.48,,
尼崎,季節別着率,冬(12-2月),6,3.13,8.17,15.23,,
尼崎,季節別連帯率,春(3-5月),1,,,,74.18,82.92
尼崎,季節別連帯率,春(3-5月),2,,,,38.76,56.1
尼崎,季節別連帯率,春(3-5月),3,,,,32.36,52.61
尼崎,季節別連帯率,春(3-5月),4,,,,28.76,49.85
尼崎,季節別連帯率,春(3-5月),5,,,,17.48,35.15
尼崎,季節別連帯率,春(3-5月),6,,,,10.96,27.16
尼崎,季節別連帯率,夏(6-8月),1,,,,73.01,82.12
尼崎,季節別連帯率,夏(6-8月),2,,,,35.82,54.47
尼崎,季節別連帯率,夏(6-8月),3,,,,33.57,53.45
尼崎,季節別連帯率,夏(6-8月),4,,,,29.08,50.47
尼崎,季節別連帯率,夏(6-8月),5,,,,18.87,35.94
尼崎,季節別連帯率,夏(6-8月),6,,,,11.95,27.19
尼崎,季節別連帯率,秋(9-11月),1,,,,74.96,83.2
尼崎,季節別連帯率,秋(9-11月),2,,,,37.26,56.31
尼崎,季節別連帯率,秋(9-11月),3,,,,33.45,54.05
尼崎,季節別連帯率,秋(9-11月),4,,,,28.44,48.57
尼崎,季節別連帯率,秋(9-11月),5,,,,17.03,34.67
尼崎,季節別連帯率,秋(9-11月),6,,,,11.65,27.54
尼崎,季節別連帯率,冬(12-2月),1,,,,74.2,83.09
尼崎,季節別連帯率,冬(12-2月),2,,,,39.08,57.32
尼崎,季節別連帯率,冬(12-2月),3,,,,32.2,53.55
尼崎,季節別連帯率,冬(12-2月),4,,,,27.41,47.82
尼崎,季節別連帯率,冬(12-2月),5,,,,18.47,35.96
尼崎,季節別連帯率,冬(12-2月),6,,,,11.31,26.54
浜名湖,全体着率,-,1,49.78,18.49,9.82,,
浜名湖,全体着率,-,2,16.2,23.48,17.5,,
浜名湖,全体着率,-,3,13.76,19.84,19.48,,
浜名湖,全体着率,-,4,10.5,17.08,19.16,,
浜名湖,全体着率,-,5,6.9,12.94,18.15,,
浜名湖,全体着率,-,6,4.35,9.6,17.25,,
浜名湖,全体連帯率,-,1,,,,68.27,78.09
浜名湖,全体連帯率,-,2,,,,39.69,57.19
浜名湖,全体連帯率,-,3,,,,33.6,53.08
浜名湖,全体連帯率,-,4,,,,27.57,46.74
浜名湖,全体連帯率,-,5,,,,19.84,37.98
浜名湖,全体連帯率,-,6,,,,13.94,31.2
浜名湖,季節別着率,春(3-5月),1,49.08,19.35,9.91,,
浜名湖,季節別着率,春(3-5月),2,16.34,23.85,17.29,,
浜名湖,季節別着率,春(3-5月),3,13.96,19.66,19.94,,
浜名湖,季節別着率,春(3-5月),4,10.69,16.56,18.73,,
浜名湖,季節別着率,春(3-5月),5,7.25,12.53,18.78,,
浜名湖,季節別着率,春(3-5月),6,4.13,9.44,16.72,,
浜名湖,季節別着率,夏(6-8月),1,47.65,18.2,9.92,,
浜名湖,季節別着率,夏(6-8月),2,16.39,22.21,17.86,,
浜名湖,季節別着率,夏(6-8月),3,14.44,19.24,19.58,,
浜名湖,季節別着率,夏(6-8月),4,10.47,17.34,19.2,,
浜名湖,季節別着率,夏(6-8月),5,7.67,13.95,17.38,,
浜名湖,季節別着率,夏(6-8月),6,4.76,10.43,17.39,,
浜名湖,季節別着率,秋(9-11月),1,52.23,17.59,9.4,,
浜名湖,季節別着率,秋(9-11月),2,15.96,24.09,16.77,,
浜名湖,季節別着率,秋(9-11月),3,12.47,20.46,19.51,,
浜名湖,季節別着率,秋(9-11月),4,10.52,17.14,19.33,,
浜名湖,季節別着率,秋(9-11月),5,6.17,12.73,18.92,,
浜名湖,季節別着率,秋(9-11月),6,4.17,9.46,17.44,,
浜名湖,季節別着率,冬(12-2月),1,50.93,18.56,9.95,,
浜名湖,季節別着率,冬(12-2月),2,16.03,23.98,17.92,,
浜名湖,季節別着率,冬(12-2月),3,13.83,20.18,18.85,,
浜名湖,季節別着率,冬(12-2月),4,10.31,17.29,19.45,,
浜名湖,季節別着率,冬(12-2月),5,6.28,12.45,17.69,,
浜名湖,季節別着率,冬(12-2月),6,4.26,8.98,17.53,,
浜名湖,季節別連帯率,春(3-5月),1,,,,68.43,78.33
浜名湖,季節別連帯率,春(3-5月),2,,,,40.19,57.47
浜名湖,季節別連帯率,春(3-5月),3,,,,33.62,53.56
浜名湖,季節別連帯率,春(3-5月),4,,,,27.25,45.98
浜名湖,季節別連帯率,春(3-5月),5,,,,19.78,38.56
浜名湖,季節別連帯率,春(3-5月),6,,,,13.57,30.29
浜名湖,季節別連帯率,夏(6-8月),1,,,,65.86,75.78
浜名湖,季節別連帯率,夏(6-8月),2,,,,38.61,56.46
浜名湖,季節別連帯率,夏(6-8月),3,,,,33.68,53.26
浜名湖,季節別連帯率,夏(6-8月),4,,,,27.81,47.02
浜名湖,季節別連帯率,夏(6-8月),5,,,,21.61,38.99
浜名湖,季節別連帯率,夏(6-8月),6,,,,15.19,32.59
浜名湖,季節別連帯率,秋(9-11月),1,,,,69.83,79.22
浜名湖,季節別連帯率,秋(9-11月),2,,,,40.05,56.82
浜名湖,季節別連帯率,秋(9-11月),3,,,,32.93,52.43
浜名湖,季節別連帯率,秋(9-11月),4,,,,27.66,46.99
浜名湖,季節別連帯率,秋(9-11月),5,,,,18.9,37.83
浜名湖,季節別連帯率,秋(9-11月),6,,,,13.63,31.07
浜名湖,季節別連帯率,冬(12-2月),1,,,,69.49,79.44
浜名湖,季節別連帯率,冬(12-2月),2,,,,40.02,57.94
浜名湖,季節別連帯率,冬(12-2月),3,,,,34.0,52.85
浜名湖,季節別連帯率,冬(12-2月),4,,,,27.6,47.05
浜名湖,季節別連帯率,冬(12-2月),5,,,,18.73,36.43
浜名湖,季節別連帯率,冬(12-2月),6,,,,13.24,30.77
福岡,全体着率,-,1,50.67,18.49,10.44,,
福岡,全体着率,-,2,17.01,26.17,19.13,,
福岡,全体着率,-,3,15.7,21.67,19.3,,
福岡,全体着率,-,4,10.63,17.38,21.3,,
福岡,全体着率,-,5,4.77,11.16,17.38,,
福岡,全体着率,-,6,2.68,6.59,13.91,,
福岡,全体連帯率,-,1,,,,69.16,79.6
福岡,全体連帯率,-,2,,,,43.18,62.32
福岡,全体連帯率,-,3,,,,37.37,56.67
福岡,全体連帯率,-,4,,,,28.01,49.31
福岡,全体連帯率,-,5,,,,15.93,33.31
福岡,全体連帯率,-,6,,,,9.26,23.18
福岡,季節別着率,春(3-5月),1,50.01,18.69,10.55,,
福岡,季節別着率,春(3-5月),2,17.68,26.37,18.69,,
福岡,季節別着率,春(3-5月),3,15.88,21.88,19.04,,
福岡,季節別着率,春(3-5月),4,10.62,17.29,20.96,,
福岡,季節別着率,春(3-5月),5,4.6,10.83,17.98,,
福岡,季節別着率,春(3-5月),6,2.57,6.29,14.11,,
福岡,季節別着率,夏(6-8月),1,50.66,18.06,10.14,,
福岡,季節別着率,夏(6-8月),2,16.82,26.18,18.94,,
福岡,季節別着率,夏(6-8月),3,15.41,21.64,20.06,,
福岡,季節別着率,夏(6-8月),4,11.08,17.23,20.65,,
福岡,季節別着率,夏(6-8月),5,4.82,11.3,17.63,,
福岡,季節別着率,夏(6-8月),6,2.7,7.1,14.09,,
福岡,季節別着率,秋(9-11月),1,50.2,18.7,10.61,,
福岡,季節別着率,秋(9-11月),2,17.29,25.97,19.02,,
福岡,季節別着率,秋(9-11月),3,15.65,21.09,18.81,,
福岡,季節別着率,秋(9-11月),4,10.79,17.73,22.08,,
福岡,季節別着率,秋(9-11月),5,4.86,11.44,17.05,,
福岡,季節別着率,秋(9-11月),6,2.67,6.56,13.93,,
福岡,季節別着率,冬(12-2月),1,52.19,18.42,10.37,,
福岡,季節別着率,冬(12-2月),2,15.94,26.16,20.08,,
福岡,季節別着率,冬(12-2月),3,15.85,22.2,19.48,,
福岡,季節別着率,冬(12-2月),4,9.93,17.2,21.42,,
福岡,季節別着率,冬(12-2月),5,4.8,11.07,16.78,,
福岡,季節別着率,冬(12-2月),6,2.81,6.46,13.44,,
福岡,季節別連帯率,春(3-5月),1,,,,68.7,79.26
福岡,季節別連帯率,春(3-5月),2,,,,44.06,62.75
