開催日,日目,レース,開催日,着,P(1号艇1着),予測,actual_boat1_win,的中
2025-07-12,1,12,2025-07-12,1,0.7304852013526624,1,1,True
2025-07-13,2,1,2025-07-13,2,0.228972262247971,0,0,True
2025-07-13,2,3,2025-07-13,6,0.3716858196744621,0,0,True
2025-07-13,2,4,2025-07-13,2,0.2705935892060141,0,0,True
2025-07-13,2,5,2025-07-13,2,0.6132934165838566,1,0,False
2025-07-13,2,6,2025-07-13,1,0.44582377430929965,0,1,False
2025-07-13,2,7,2025-07-13,1,0.8203814025149263,1,1,True
2025-07-13,2,8,2025-07-13,1,0.44160303528358935,0,1,False
2025-07-13,2,9,2025-07-13,1,0.6798301027857203,1,1,True
2025-07-13,2,11,2025-07-13,5,0.29265721874427936,0,0,True
2025-07-14,3,1,2025-07-14,1,0.7558457210183424,1,1,True
2025-07-14,3,2,2025-07-14,1,0.43869965045639736,0,1,False
2025-07-14,3,3,2025-07-14,1,0.5523768525569271,1,1,True
2025-07-14,3,4,2025-07-14,1,0.5847642769089272,1,1,True
2025-07-14,3,5,2025-07-14,6,0.2918288661639165,0,0,True
2025-07-14,3,6,2025-07-14,1,0.5023825194606031,1,1,True
2025-07-14,3,7,2025-07-14,1,0.8497042887980181,1,1,True
2025-07-14,3,8,2025-07-14,1,0.7915783785003506,1,1,True
2025-07-14,3,9,2025-07-14,1,0.43937903599407263,0,1,False
2025-07-14,3,10,2025-07-14,2,0.6739661858630934,1,0,False
2025-07-14,3,12,2025-07-14,4,0.3233791195963021,0,0,True
2025-07-15,4,1,2025-07-15,4,0.3591171069159676,0,0,True
2025-07-15,4,2,2025-07-15,3,0.17180436239556315,0,0,True
2025-07-15,4,3,2025-07-15,5,0.1445563199083112,0,0,True
2025-07-15,4,4,2025-07-15,3,0.2029726872059676,0,0,True
2025-07-15,4,5,2025-07-15,6,0.3500921282106969,0,0,True
2025-07-15,4,6,2025-07-15,1,0.2645633537612302,0,1,False
2025-07-15,4,7,2025-07-15,1,0.4778949984411124,0,1,False
2025-07-15,4,8,2025-07-15,1,0.3877840211165609,0,1,False
2025-07-15,4,9,2025-07-15,1,0.43412068238377693,0,1,False
2025-07-15,4,10,2025-07-15,2,0.483450747813456,0,0,True
2025-07-15,4,11,2025-07-15,2,0.7920276899253533,1,0,False
2025-07-15,4,12,2025-07-15,2,0.6072173075965625,1,0,False
2025-07-18,1,1,2025-07-18,2,0.40173595148228564,0,0,True
2025-07-18,1,2,2025-07-18,1,0.4043957422582472,0,1,False
2025-07-18,1,3,2025-07-18,6,0.2659606329929224,0,0,True
2025-07-18,1,4,2025-07-18,5,0.13068500296750662,0,0,True
2025-07-18,1,5,2025-07-18,2,0.5642037745252335,1,0,False
2025-07-18,1,6,2025-07-18,3,0.2902958011960746,0,0,True
2025-07-18,1,7,2025-07-18,1,0.6249654474849172,1,1,True
2025-07-18,1,8,2025-07-18,1,0.658962167163454,1,1,True
2025-07-18,1,9,2025-07-18,1,0.542047365239106,1,1,True
2025-07-18,1,10,2025-07-18,1,0.6416224513344723,1,1,True
2025-07-18,1,11,2025-07-18,1,0.8663627699843601,1,1,True
2025-07-18,1,12,2025-07-18,3,0.6102141488952926,1,0,False
2025-07-19,2,1,2025-07-19,1,0.5435698853685244,1,1,True
2025-07-19,2,2,2025-07-19,2,0.030208245439680755,0,0,True
2025-07-19,2,4,2025-07-19,6,0.2948658330182326,0,0,True
2025-07-19,2,5,2025-07-19,2,0.18526922841000393,0,0,True
2025-07-19,2,6,2025-07-19,1,0.2001638182759594,0,1,False
2025-07-19,2,7,2025-07-19,2,0.38929132698891117,0,0,True
2025-07-19,2,8,2025-07-19,1,0.7554259939546872,1,1,True
2025-07-19,2,9,2025-07-19,2,0.482583578366004,0,0,True
2025-07-19,2,11,2025-07-19,1,0.593686416201762,1,1,True
2025-07-19,2,12,2025-07-19,1,0.6410235058697681,1,1,True
2025-07-20,3,1,2025-07-20,1,0.15056159056291332,0,1,False
2025-07-20,3,2,2025-07-20,1,0.4442036146790818,0,1,False
2025-07-20,3,3,2025-07-20,1,0.35547325008400504,0,1,False
2025-07-20,3,4,2025-07-20,4,0.048703224734557786,0,0,True
2025-07-20,3,6,2025-07-20,1,0.6469055826499762,1,1,True
2025-07-20,3,7,2025-07-20,4,0.66164082095147,1,0,False
2025-07-20,3,8,2025-07-20,1,0.6355206606568237,1,1,True
2025-07-20,3,9,2025-07-20,1,0.28885822462967814,0,1,False
2025-07-20,3,10,2025-07-20,1,0.6684203810064338,1,1,True
2025-07-20,3,11,2025-07-20,1,0.7456879468662817,1,1,True
2025-07-20,3,12,2025-07-20,1,0.7226852849568464,1,1,True
2025-07-21,4,1,2025-07-21,1,0.3754354158496993,0,1,False
2025-07-21,4,2,2025-07-21,1,0.5901389684857432,1,1,True
2025-07-21,4,4,2025-07-21,2,0.4293267214732187,0,0,True
2025-07-21,4,6,2025-07-21,1,0.7899941111554051,1,1,True
2025-07-21,4,7,2025-07-21,4,0.05315079841593598,0,0,True
2025-07-21,4,8,2025-07-21,1,0.8795331813920393,1,1,True
2025-07-21,4,9,2025-07-21,5,0.4220541166207684,0,0,True
2025-07-21,4,10,2025-07-21,1,0.7226852849568464,1,1,True
2025-07-21,4,11,2025-07-21,2,0.46398502455396956,0,0,True
2025-07-21,4,12,2025-07-21,4,0.1848594438269446,0,0,True
2025-07-22,5,1,2025-07-22,1,0.5749700649854574,1,1,True
2025-07-22,5,2,2025-07-22,1,0.5310933894290628,1,1,True
2025-07-22,5,3,2025-07-22,4,0.04451992631359404,0,0,True
2025-07-22,5,4,2025-07-22,6,0.3675618900248946,0,0,True
2025-07-22,5,5,2025-07-22,1,0.6835371878596544,1,1,True
2025-07-22,5,6,2025-07-22,1,0.8741566197952458,1,1,True
2025-07-22,5,7,2025-07-22,5,0.7371210896739984,1,0,False
2025-07-22,5,8,2025-07-22,1,0.8191265006276457,1,1,True
2025-07-22,5,9,2025-07-22,2,0.29294564377784527,0,0,True
2025-07-22,5,10,2025-07-22,1,0.6963219319301109,1,1,True
2025-07-22,5,11,2025-07-22,3,0.15425656674142832,0,0,True
2025-07-22,5,12,2025-07-22,2,0.45789611600709673,0,0,True
2025-07-25,1,1,2025-07-25,4,0.18100272189111744,0,0,True
2025-07-25,1,2,2025-07-25,3,0.024610210563930184,0,0,True
2025-07-25,1,3,2025-07-25,1,0.5006746783972847,1,1,True
2025-07-25,1,4,2025-07-25,2,0.5146273200650597,1,0,False
2025-07-25,1,5,2025-07-25,3,0.19767384664856527,0,0,True
2025-07-25,1,6,2025-07-25,5,0.24248769130595108,0,0,True
2025-07-25,1,7,2025-07-25,1,0.4975975522578871,0,1,False
2025-07-25,1,8,2025-07-25,2,0.5492509384779326,1,0,False
2025-07-25,1,9,2025-07-25,1,0.6958094378754113,1,1,True
2025-07-25,1,10,2025-07-25,1,0.7294860117015174,1,1,True
2025-07-25,1,11,2025-07-25,1,0.851299497042643,1,1,True
2025-07-25,1,12,2025-07-25,1,0.7485857720969556,1,1,True
2025-07-26,2,1,2025-07-26,1,0.18626389744826738,0,1,False
2025-07-26,2,2,2025-07-26,1,0.0958545351177628,0,1,False
2025-07-26,2,3,2025-07-26,3,0.039946022141861645,0,0,True
2025-07-26,2,4,2025-07-26,1,0.1885587127596322,0,1,False
2025-07-26,2,5,2025-07-26,2,0.47972718722746643,0,0,True
2025-07-26,2,6,2025-07-26,1,0.5532544311176304,1,1,True
2025-07-26,2,7,2025-07-26,1,0.5253410603615755,1,1,True
2025-07-26,2,8,2025-07-26,2,0.23865148559150917,0,0,True
2025-07-26,2,9,2025-07-26,1,0.7168714108307463,1,1,True
2025-07-26,2,10,2025-07-26,2,0.2216355889044325,0,0,True
2025-07-26,2,12,2025-07-26,1,0.5659131977094771,1,1,True
2025-07-27,3,1,2025-07-27,4,0.27138234751056045,0,0,True
2025-07-27,3,2,2025-07-27,3,0.23797079711096097,0,0,True
2025-07-27,3,3,2025-07-27,6,0.4643355009732593,0,0,True
2025-07-27,3,4,2025-07-27,5,0.030397405209728334,0,0,True
2025-07-27,3,5,2025-07-27,5,0.3400440522710702,0,0,True
2025-07-27,3,6,2025-07-27,4,0.526442245101529,1,0,False
2025-07-27,3,7,2025-07-27,1,0.3634833661825165,0,1,False
2025-07-27,3,8,2025-07-27,1,0.684627280448923,1,1,True
2025-07-27,3,9,2025-07-27,1,0.7419110781831029,1,1,True
2025-07-27,3,10,2025-07-27,1,0.8497105595307752,1,1,True
2025-07-27,3,11,2025-07-27,1,0.6887709550125999,1,1,True
2025-07-27,3,12,2025-07-27,1,0.6154559398683206,1,1,True
2025-07-28,4,2,2025-07-28,5,0.18527284538623054,0,0,True
2025-07-28,4,3,2025-07-28,3,0.013859251258760131,0,0,True
2025-07-28,4,5,2025-07-28,2,0.36985705122618523,0,0,True
2025-07-28,4,6,2025-07-28,1,0.8542866752250259,1,1,True
2025-07-28,4,9,2025-07-28,1,0.5727433122342824,1,1,True
2025-07-28,4,11,2025-07-28,2,0.7746201904732036,1,0,False
2025-07-29,5,2,2025-07-29,5,0.0389610959623775,0,0,True
2025-07-29,5,3,2025-07-29,1,0.3374458831586622,0,1,False
2025-07-29,5,4,2025-07-29,5,0.21982509037225725,0,0,True
2025-07-29,5,5,2025-07-29,1,0.5508713623146727,1,1,True
2025-07-29,5,6,2025-07-29,2,0.18238778439144915,0,0,True
2025-07-29,5,7,2025-07-29,1,0.27937664446926724,0,1,False
2025-07-29,5,8,2025-07-29,1,0.48300835988720386,0,1,False
2025-07-29,5,9,2025-07-29,1,0.8818419248937867,1,1,True
2025-07-29,5,11,2025-07-29,1,0.7706362747535587,1,1,True
2025-07-29,5,12,2025-07-29,5,0.18899545050408617,0,0,True
2025-07-30,6,1,2025-07-30,5,0.1550031905953222,0,0,True
2025-07-30,6,2,2025-07-30,5,0.2116915150521999,0,0,True
2025-07-30,6,3,2025-07-30,1,0.5919002488121501,1,1,True
2025-07-30,6,4,2025-07-30,1,0.7284968438016776,1,1,True
2025-07-30,6,5,2025-07-30,2,0.3649283206122606,0,0,True
2025-07-30,6,6,2025-07-30,1,0.8532280489150891,1,1,True
2025-07-30,6,7,2025-07-30,2,0.6965405430196,1,0,False
2025-07-30,6,8,2025-07-30,2,0.2449735892697531,0,0,True
2025-07-30,6,10,2025-07-30,1,0.7532624593602265,1,1,True
2025-07-30,6,11,2025-07-30,1,0.7664501827171488,1,1,True
2025-07-30,6,12,2025-07-30,1,0.77881242154026,1,1,True
2025-08-04,1,1,2025-08-04,3,0.5541798037741963,1,0,False
2025-08-04,1,2,2025-08-04,4,0.3686407187128795,0,0,True
2025-08-04,1,3,2025-08-04,2,0.43622061158182573,0,0,True
2025-08-04,1,4,2025-08-04,2,0.17427866044770968,0,0,True
2025-08-04,1,5,2025-08-04,5,0.07733716688336624,0,0,True
2025-08-04,1,6,2025-08-04,5,0.6377259140769956,1,0,False
2025-08-04,1,8,2025-08-04,1,0.8012010960882376,1,1,True
2025-08-04,1,9,2025-08-04,1,0.5839272557519246,1,1,True
2025-08-04,1,10,2025-08-04,1,0.7992388683230437,1,1,True
2025-08-04,1,11,2025-08-04,3,0.5176112736832504,1,0,False
2025-08-04,1,12,2025-08-04,1,0.6474136568834242,1,1,True
2025-08-05,2,1,2025-08-05,1,0.41986993463391753,0,1,False
2025-08-05,2,2,2025-08-05,1,0.49826099822543574,0,1,False
2025-08-05,2,3,2025-08-05,1,0.5965870320911204,1,1,True
2025-08-05,2,5,2025-08-05,4,0.04571802561323892,0,0,True
2025-08-05,2,6,2025-08-05,1,0.707020072176742,1,1,True
2025-08-05,2,7,2025-08-05,1,0.7757567616999497,1,1,True
2025-08-05,2,8,2025-08-05,1,0.44585291714656095,0,1,False
2025-08-05,2,9,2025-08-05,1,0.629654066584708,1,1,True
2025-08-05,2,10,2025-08-05,1,0.8143030648948927,1,1,True
2025-08-05,2,11,2025-08-05,1,0.7628361464839881,1,1,True
2025-08-05,2,12,2025-08-05,1,0.7920033368981865,1,1,True
2025-08-06,3,1,2025-08-06,1,0.6378194393609046,1,1,True
2025-08-06,3,2,2025-08-06,1,0.5076975672217269,1,1,True
2025-08-06,3,3,2025-08-06,4,0.5054366687184654,1,0,False
2025-08-06,3,4,2025-08-06,1,0.5424687871537749,1,1,True
2025-08-06,3,5,2025-08-06,1,0.46026151312597474,0,1,False
2025-08-06,3,6,2025-08-06,1,0.5685120960858312,1,1,True
2025-08-06,3,7,2025-08-06,5,0.5216817439856506,1,0,False
2025-08-06,3,8,2025-08-06,1,0.8050916687656303,1,1,True
2025-08-06,3,9,2025-08-06,1,0.5511592761222639,1,1,True
2025-08-06,3,10,2025-08-06,1,0.7914339558330094,1,1,True
2025-08-06,3,11,2025-08-06,1,0.8071699294415626,1,1,True
2025-08-06,3,12,2025-08-06,1,0.650044916308081,1,1,True
2025-08-07,4,1,2025-08-07,1,0.3658271350368492,0,1,False
2025-08-07,4,2,2025-08-07,1,0.46712753359853904,0,1,False
2025-08-07,4,3,2025-08-07,4,0.194519365186335,0,0,True
2025-08-07,4,4,2025-08-07,1,0.3826872045639916,0,1,False
2025-08-07,4,5,2025-08-07,1,0.4057658972022782,0,1,False
2025-08-07,4,6,2025-08-07,4,0.5860699694024906,1,0,False
2025-08-07,4,7,2025-08-07,1,0.7021183725721838,1,1,True
2025-08-07,4,8,2025-08-07,1,0.8165058866316763,1,1,True
2025-08-07,4,9,2025-08-07,1,0.8025816013009617,1,1,True
2025-08-07,4,10,2025-08-07,1,0.7708704789708789,1,1,True
2025-08-07,4,11,2025-08-07,1,0.6413662046297534,1,1,True
2025-08-07,4,12,2025-08-07,1,0.25772948834851744,0,1,False
2025-08-08,5,1,2025-08-08,1,0.6799612355505296,1,1,True
2025-08-08,5,3,2025-08-08,1,0.49203397503426083,0,1,False
2025-08-08,5,4,2025-08-08,1,0.7537366837407655,1,1,True
2025-08-08,5,5,2025-08-08,1,0.6456331853623849,1,1,True
2025-08-08,5,6,2025-08-08,1,0.7206716505273606,1,1,True
2025-08-08,5,7,2025-08-08,1,0.7568788982374406,1,1,True
2025-08-08,5,8,2025-08-08,1,0.8322281614274263,1,1,True
2025-08-08,5,9,2025-08-08,3,0.664287763919477,1,0,False
2025-08-08,5,10,2025-08-08,4,0.6808227786848328,1,0,False
2025-08-08,5,11,2025-08-08,2,0.7028663332219592,1,0,False
2025-08-08,5,12,2025-08-08,1,0.6670212851709981,1,1,True
2025-08-10,1,1,2025-08-10,5,0.06489234682269426,0,0,True
2025-08-10,1,2,2025-08-10,2,0.27947413419475803,0,0,True
2025-08-10,1,3,2025-08-10,1,0.6816118315986494,1,1,True
2025-08-10,1,4,2025-08-10,1,0.34768588877288076,0,1,False
2025-08-10,1,5,2025-08-10,6,0.12675392321120807,0,0,True
2025-08-10,1,6,2025-08-10,1,0.16489893590955468,0,1,False
2025-08-10,1,7,2025-08-10,1,0.764244377563867,1,1,True
2025-08-10,1,8,2025-08-10,1,0.8542345572447433,1,1,True
2025-08-10,1,9,2025-08-10,1,0.6501812916142086,1,1,True
2025-08-10,1,10,2025-08-10,1,0.7081900371435587,1,1,True
2025-08-10,1,11,2025-08-10,1,0.2573402712639382,0,1,False
2025-08-10,1,12,2025-08-10,1,0.7720357495335355,1,1,True
2025-08-11,2,1,2025-08-11,2,0.19488765890456794,0,0,True
2025-08-11,2,2,2025-08-11,5,0.1345706656102588,0,0,True
2025-08-11,2,3,2025-08-11,6,0.44769359726493235,0,0,True
2025-08-11,2,4,2025-08-11,4,0.4498801642526736,0,0,True
2025-08-11,2,5,2025-08-11,6,0.5026834882997013,1,0,False
2025-08-11,2,6,2025-08-11,2,0.548640305797315,1,0,False
2025-08-11,2,7,2025-08-11,2,0.7802763651990473,1,0,False
2025-08-11,2,8,2025-08-11,1,0.7260658509804359,1,1,True
2025-08-11,2,9,2025-08-11,1,0.8182539998633898,1,1,True
2025-08-11,2,10,2025-08-11,1,0.6469589661297923,1,1,True
2025-08-11,2,11,2025-08-11,1,0.37737235076370224,0,1,False
2025-08-11,2,12,2025-08-11,1,0.5816718784721923,1,1,True
2025-08-12,3,1,2025-08-12,3,0.23505700131933485,0,0,True
2025-08-12,3,2,2025-08-12,3,0.2563540729050177,0,0,True
2025-08-12,3,3,2025-08-12,1,0.577949432316448,1,1,True
2025-08-12,3,4,2025-08-12,3,0.13906175485236855,0,0,True
2025-08-12,3,5,2025-08-12,4,0.3958475333689374,0,0,True
2025-08-12,3,6,2025-08-12,6,0.016399538514093103,0,0,True
2025-08-12,3,7,2025-08-12,3,0.20621646527866938,0,0,True
2025-08-12,3,8,2025-08-12,1,0.4813342296303772,0,1,False
2025-08-12,3,9,2025-08-12,1,0.1458250117710414,0,1,False
2025-08-12,3,10,2025-08-12,4,0.665361760087875,1,0,False
2025-08-12,3,11,2025-08-12,1,0.8649657671317827,1,1,True
2025-08-12,3,12,2025-08-12,5,0.3349541737069574,0,0,True
2025-08-13,4,1,2025-08-13,2,0.16603112962646305,0,0,True
2025-08-13,4,2,2025-08-13,2,0.2592234383657903,0,0,True
2025-08-13,4,3,2025-08-13,1,0.44737084471119765,0,1,False
2025-08-13,4,5,2025-08-13,1,0.6898434832392489,1,1,True
2025-08-13,4,6,2025-08-13,1,0.43426049869580685,0,1,False
2025-08-13,4,7,2025-08-13,2,0.130923092011321,0,0,True
2025-08-13,4,8,2025-08-13,1,0.7994401008649629,1,1,True
2025-08-13,4,9,2025-08-13,3,0.17962854616638424,0,0,True
2025-08-13,4,10,2025-08-13,1,0.17652592182304902,0,1,False
2025-08-13,4,11,2025-08-13,1,0.7966415541390266,1,1,True
2025-08-13,4,12,2025-08-13,1,0.8636608129974597,1,1,True
2025-08-17,1,1,2025-08-17,1,0.13515387744455523,0,1,False
2025-08-17,1,2,2025-08-17,1,0.19147479105926365,0,1,False
2025-08-17,1,3,2025-08-17,1,0.22237614429424335,0,1,False
2025-08-17,1,4,2025-08-17,2,0.07845063224008463,0,0,True
2025-08-17,1,5,2025-08-17,1,0.7143356958790492,1,1,True
2025-08-17,1,6,2025-08-17,1,0.707033023707781,1,1,True
2025-08-17,1,7,2025-08-17,1,0.6268614201620516,1,1,True
2025-08-17,1,8,2025-08-17,1,0.568269224672421,1,1,True
2025-08-17,1,9,2025-08-17,2,0.5677012435674755,1,0,False
2025-08-17,1,10,2025-08-17,1,0.7561581385206205,1,1,True
2025-08-17,1,11,2025-08-17,1,0.823967812486542,1,1,True
2025-08-17,1,12,2025-08-17,1,0.48267946918622584,0,1,False
2025-08-18,2,1,2025-08-18,1,0.18095768536361856,0,1,False
2025-08-18,2,2,2025-08-18,1,0.6876259194883132,1,1,True
2025-08-18,2,3,2025-08-18,4,0.4568804773460256,0,0,True
2025-08-18,2,4,2025-08-18,3,0.07940707856962988,0,0,True
2025-08-18,2,5,2025-08-18,1,0.6275372403006981,1,1,True
2025-08-18,2,6,2025-08-18,1,0.7526043862034721,1,1,True
2025-08-18,2,7,2025-08-18,1,0.4462075275067057,0,1,False
2025-08-18,2,8,2025-08-18,1,0.8145724594484679,1,1,True
2025-08-18,2,9,2025-08-18,1,0.7317968652152603,1,1,True
2025-08-18,2,10,2025-08-18,1,0.7355521293106942,1,1,True
2025-08-18,2,11,2025-08-18,1,0.7391004985166777,1,1,True
2025-08-18,2,12,2025-08-18,1,0.8252407258617144,1,1,True
2025-08-19,3,1,2025-08-19,1,0.6601569612533633,1,1,True
2025-08-19,3,2,2025-08-19,1,0.43062195913896956,0,1,False
2025-08-19,3,3,2025-08-19,6,0.17625568456386645,0,0,True
2025-08-19,3,4,2025-08-19,5,0.4851263059310388,0,0,True
2025-08-19,3,5,2025-08-19,4,0.7295042271016062,1,0,False
2025-08-19,3,6,2025-08-19,2,0.6044772442295099,1,0,False
2025-08-19,3,7,2025-08-19,4,0.582633291073324,1,0,False
2025-08-19,3,8,2025-08-19,1,0.8604189901407875,1,1,True
2025-08-19,3,9,2025-08-19,1,0.7174299649083645,1,1,True
2025-08-19,3,10,2025-08-19,1,0.6809399830219784,1,1,True
2025-08-19,3,11,2025-08-19,1,0.8393830085071349,1,1,True
2025-08-19,3,12,2025-08-19,3,0.6773105519378493,1,0,False
2025-08-20,4,1,2025-08-20,1,0.31285090265156984,0,1,False
2025-08-20,4,4,2025-08-20,6,0.08119074038143877,0,0,True
2025-08-20,4,5,2025-08-20,2,0.08301501326572007,0,0,True
2025-08-20,4,6,2025-08-20,1,0.7076171555790094,1,1,True
2025-08-20,4,7,2025-08-20,6,0.17940590019586472,0,0,True
2025-08-20,4,8,2025-08-20,1,0.8028764404073441,1,1,True
2025-08-20,4,9,2025-08-20,1,0.6913058978851508,1,1,True
2025-08-20,4,10,2025-08-20,2,0.6160239977749288,1,0,False
2025-08-20,4,11,2025-08-20,1,0.7360177319152442,1,1,True
2025-08-20,4,12,2025-08-20,1,0.5488410025379896,1,1,True
2025-08-21,5,1,2025-08-21,1,0.26966666092340547,0,1,False
2025-08-21,5,2,2025-08-21,1,0.6949020064754916,1,1,True
2025-08-21,5,3,2025-08-21,3,0.04038711881496944,0,0,True
2025-08-21,5,4,2025-08-21,2,0.6808005659858176,1,0,False
2025-08-21,5,5,2025-08-21,2,0.5116210472483642,1,0,False
2025-08-21,5,6,2025-08-21,4,0.13392769165972043,0,0,True
2025-08-21,5,7,2025-08-21,1,0.7640233548298216,1,1,True
2025-08-21,5,9,2025-08-21,1,0.8100027373906407,1,1,True
2025-08-21,5,10,2025-08-21,2,0.7853372122770387,1,0,False
2025-08-22,6,1,2025-08-22,6,0.14757148672049647,0,0,True
2025-08-22,6,2,2025-08-22,2,0.5669526977251369,1,0,False
2025-08-22,6,3,2025-08-22,6,0.7023327666684359,1,0,False
2025-08-22,6,4,2025-08-22,1,0.5009518465171762,1,1,True
2025-08-22,6,5,2025-08-22,1,0.7735901919771542,1,1,True
2025-08-22,6,6,2025-08-22,1,0.7454180707037424,1,1,True
2025-08-22,6,8,2025-08-22,1,0.8066521258578399,1,1,True
2025-08-22,6,9,2025-08-22,1,0.8536143705756544,1,1,True
2025-08-22,6,10,2025-08-22,6,0.18591560905584065,0,0,True
2025-08-22,6,11,2025-08-22,1,0.760168843254513,1,1,True
2025-08-22,6,12,2025-08-22,1,0.7892516927644829,1,1,True
2025-09-03,1,1,2025-09-03,3,0.034684293316710836,0,0,True
2025-09-03,1,2,2025-09-03,2,0.21513513761264316,0,0,True
2025-09-03,1,3,2025-09-03,2,0.32969025436466615,0,0,True
2025-09-03,1,4,2025-09-03,6,0.04821692478311798,0,0,True
2025-09-03,1,5,2025-09-03,4,0.2833240191390383,0,0,True
2025-09-03,1,6,2025-09-03,3,0.6354453585676753,1,0,False
2025-09-03,1,7,2025-09-03,1,0.5896910390410932,1,1,True
2025-09-03,1,8,2025-09-03,1,0.7889804263202607,1,1,True
2025-09-03,1,9,2025-09-03,1,0.7042003289562021,1,1,True
2025-09-03,1,10,2025-09-03,1,0.6755945615963249,1,1,True
2025-09-03,1,11,2025-09-03,1,0.7600242318187125,1,1,True
2025-09-03,1,12,2025-09-03,1,0.5957329120849594,1,1,True
2025-09-04,2,1,2025-09-04,1,0.4953159751741139,0,1,False
2025-09-04,2,2,2025-09-04,2,0.39550400625522975,0,0,True
2025-09-04,2,3,2025-09-04,4,0.4703958716912084,0,0,True
2025-09-04,2,4,2025-09-04,1,0.3284979644670097,0,1,False
2025-09-04,2,5,2025-09-04,5,0.28934849204546176,0,0,True
2025-09-04,2,6,2025-09-04,2,0.35581414302395437,0,0,True
2025-09-04,2,7,2025-09-04,1,0.5780234036387177,1,1,True
2025-09-04,2,8,2025-09-04,1,0.8210270837857822,1,1,True
2025-09-04,2,9,2025-09-04,1,0.7082202176651844,1,1,True
2025-09-04,2,10,2025-09-04,1,0.6681494121718308,1,1,True
2025-09-04,2,11,2025-09-04,1,0.7149688725097022,1,1,True
2025-09-04,2,12,2025-09-04,1,0.7277529600137859,1,1,True
2025-09-05,3,1,2025-09-05,1,0.3284955721806731,0,1,False
2025-09-05,3,2,2025-09-05,4,0.44544084352533797,0,0,True
2025-09-05,3,3,2025-09-05,1,0.5486817280311875,1,1,True
2025-09-05,3,4,2025-09-05,3,0.03981938109208598,0,0,True
2025-09-05,3,5,2025-09-05,1,0.6303042479735562,1,1,True
2025-09-05,3,7,2025-09-05,1,0.8075597296278856,1,1,True
2025-09-05,3,8,2025-09-05,1,0.7760012376600397,1,1,True
2025-09-05,3,9,2025-09-05,1,0.6620044333543628,1,1,True
2025-09-05,3,10,2025-09-05,2,0.2261802089585248,0,0,True
2025-09-05,3,11,2025-09-05,1,0.8190107767302494,1,1,True
2025-09-06,4,1,2025-09-06,1,0.5935422851945027,1,1,True
2025-09-06,4,2,2025-09-06,2,0.03894320017139321,0,0,True
2025-09-06,4,3,2025-09-06,1,0.3930554183085144,0,1,False
2025-09-06,4,4,2025-09-06,1,0.6053890271488543,1,1,True
2025-09-06,4,5,2025-09-06,6,0.03170172905564058,0,0,True
2025-09-06,4,6,2025-09-06,1,0.7077386919833755,1,1,True
2025-09-06,4,7,2025-09-06,1,0.7939756825435014,1,1,True
2025-09-06,4,8,2025-09-06,2,0.43265292413999784,0,0,True
2025-09-06,4,9,2025-09-06,1,0.7750456884347284,1,1,True
2025-09-06,4,10,2025-09-06,2,0.6705990333830999,1,0,False
2025-09-06,4,11,2025-09-06,2,0.8202792136057321,1,0,False
2025-09-06,4,12,2025-09-06,6,0.4485067448906111,0,0,True
2025-09-07,5,1,2025-09-07,5,0.02760688631046679,0,0,True
2025-09-07,5,2,2025-09-07,1,0.15747278938889125,0,1,False
2025-09-07,5,3,2025-09-07,6,0.035614379170030325,0,0,True
2025-09-07,5,4,2025-09-07,1,0.2866694375533686,0,1,False
2025-09-07,5,5,2025-09-07,1,0.7790727556091389,1,1,True
2025-09-07,5,6,2025-09-07,1,0.642048517854239,1,1,True
2025-09-07,5,7,2025-09-07,1,0.5853052576356447,1,1,True
2025-09-07,5,8,2025-09-07,1,0.6775284233764445,1,1,True
2025-09-07,5,9,2025-09-07,2,0.6670124090982957,1,0,False
2025-09-07,5,10,2025-09-07,2,0.22764435581297832,0,0,True
2025-09-07,5,11,2025-09-07,1,0.7033318737304864,1,1,True
2025-09-07,5,12,2025-09-07,1,0.7750456884347284,1,1,True
2025-09-12,1,1,2025-09-12,2,0.4021314264373173,0,0,True
2025-09-12,1,2,2025-09-12,6,0.31746470329141613,0,0,True
2025-09-12,1,3,2025-09-12,5,0.24742773062781714,0,0,True
2025-09-12,1,4,2025-09-12,6,0.08544986682539377,0,0,True
2025-09-12,1,5,2025-09-12,3,0.49641669049495724,0,0,True
2025-09-12,1,6,2025-09-12,2,0.6533157734820239,1,0,False
2025-09-12,1,7,2025-09-12,1,0.7634470602948032,1,1,True
2025-09-12,1,8,2025-09-12,1,0.797732500340429,1,1,True
2025-09-12,1,9,2025-09-12,1,0.6708504538324688,1,1,True
2025-09-12,1,10,2025-09-12,1,0.7132738592201825,1,1,True
2025-09-12,1,11,2025-09-12,2,0.6932795019964101,1,0,False
2025-09-12,1,12,2025-09-12,1,0.8741618738463214,1,1,True
2025-09-13,2,1,2025-09-13,1,0.5531884485110047,1,1,True
2025-09-13,2,2,2025-09-13,3,0.4478893123052892,0,0,True
2025-09-13,2,3,2025-09-13,2,0.35337405587670045,0,0,True
2025-09-13,2,4,2025-09-13,3,0.048179962780493905,0,0,True
2025-09-13,2,5,2025-09-13,6,0.2574303410487263,0,0,True
2025-09-13,2,6,2025-09-13,1,0.6320031547677945,1,1,True
2025-09-13,2,7,2025-09-13,1,0.6877060051370194,1,1,True
2025-09-13,2,8,2025-09-13,3,0.2831757593883393,0,0,True
2025-09-13,2,9,2025-09-13,3,0.42214637146348954,0,0,True
