開催日,日目,レース,実際3連単,予測3連単,予測確率,的中組み合わせ予測確率,的中組み合わせ予測順位,確率合計,NDCG@1,NDCG@3
2025-01-28,4,4,5-4-2,2-5-4,0.06955403756302014,0.03949883459202167,6,0.9999999999999991,0.23809523809523808,0.7800299030519541
2025-01-28,4,5,1-3-2,2-6-3,0.05222791391538831,0.016828386511926193,25,1.0,0.23809523809523808,0.3596847972425245
2025-01-28,4,6,1-3-4,1-3-4,0.14442973775479082,0.14442973775479082,1,0.9999999999999998,1.0,1.0
2025-01-28,4,8,1-2-3,1-2-3,0.05885737453666705,0.05885737453666705,1,1.0000000000000009,1.0,1.0
2025-01-28,4,9,6-3-1,1-6-3,0.08831880432267182,0.06751805497261194,4,0.9999999999999998,0.23809523809523808,0.7800299030519541
2025-01-28,4,10,2-3-5,1-2-3,0.0617461687505506,0.0072863453564706365,32,1.0000000000000004,0.1111111111111111,0.6911990723760059
2025-01-28,4,12,2-4-1,4-3-1,0.025390714223291543,0.008075092844938712,38,1.0,0.49206349206349204,0.4765386349724348
2025-01-29,5,1,5-1-6,4-1-5,0.02053626395282736,0.011275259237435886,29,1.0000000000000002,0.015873015873015872,0.5780535542892454
2025-01-29,5,2,3-4-1,4-5-1,0.06412103649698281,0.010756264921683722,31,1.0,0.49206349206349204,0.4485156279184728
2025-01-29,5,3,3-4-1,5-4-3,0.08474864552124556,0.014656780939370515,19,0.9999999999999997,0.1111111111111111,0.6446766772962067
2025-01-29,5,4,3-2-4,6-4-1,0.11397159736952532,0.0012003483534588557,64,1.0000000000000002,0.047619047619047616,0.1439497648730848
2025-01-29,5,5,1-3-2,6-1-3,0.04020028600763732,0.010558646620937272,30,1.0,0.047619047619047616,0.6467836570380316
2025-01-29,5,6,1-4-5,4-1-3,0.07589474719371865,0.04540909822839692,6,0.9999999999999999,0.49206349206349204,0.8022376107209411
2025-01-29,5,7,1-3-6,5-6-1,0.07311712448433166,0.006301930682756888,46,0.9999999999999997,0.047619047619047616,0.4881692337423846
2025-01-29,5,10,1-3-4,1-4-3,0.04405063674389476,0.03613592231439974,3,0.9999999999999998,1.0,0.9767388024601004
