開催日,日目,レース,グレード,レース名,優勝戦
2016-03-20,2,3,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,4,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,5,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,6,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,7,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,8,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,9,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,10,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,11,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-20,2,12,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,1,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,2,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,3,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,4,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,5,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,6,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,7,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,8,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,9,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,10,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,11,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-21,3,12,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,1,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,2,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,3,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,4,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,5,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,6,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,7,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,8,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,9,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,10,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,11,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-22,4,12,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,1,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,2,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,3,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,4,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,5,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,6,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,7,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,8,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,9,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,10,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,11,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-23,5,12,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,1,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,2,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,3,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,4,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,5,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,6,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,7,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,8,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,9,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,10,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,11,一般,日本財団会長杯争奪ナイター王決定戦,False
2016-03-24,6,12,一般,日本財団会長杯争奪ナイター王決定戦,True
2016-03-28,1,1,一般,ジャパンネット銀行杯,False
2016-03-28,1,2,一般,ジャパンネット銀行杯,False
2016-03-28,1,3,一般,ジャパンネット銀行杯,False
2016-03-28,1,4,一般,ジャパンネット銀行杯,False
2016-03-28,1,5,一般,ジャパンネット銀行杯,False
2016-03-28,1,6,一般,ジャパンネット銀行杯,False
2016-03-28,1,7,一般,ジャパンネット銀行杯,False
2016-03-28,1,8,一般,ジャパンネット銀行杯,False
2016-03-28,1,9,一般,ジャパンネット銀行杯,False
2016-03-28,1,10,一般,ジャパンネット銀行杯,False
2016-03-28,1,11,一般,ジャパンネット銀行杯,False
2016-03-28,1,12,一般,ジャパンネット銀行杯,False
2016-03-29,2,1,一般,ジャパンネット銀行杯,False
2016-03-29,2,2,一般,ジャパンネット銀行杯,False
2016-03-29,2,3,一般,ジャパンネット銀行杯,False
2016-03-29,2,4,一般,ジャパンネット銀行杯,False
2016-03-29,2,5,一般,ジャパンネット銀行杯,False
2016-03-29,2,6,一般,ジャパンネット銀行杯,False
2016-03-29,2,7,一般,ジャパンネット銀行杯,False
2016-03-29,2,8,一般,ジャパンネット銀行杯,False
2016-03-29,2,9,一般,ジャパンネット銀行杯,False
2016-03-29,2,10,一般,ジャパンネット銀行杯,False
2016-03-29,2,11,一般,ジャパンネット銀行杯,False
2016-03-29,2,12,一般,ジャパンネット銀行杯,False
2016-03-30,3,1,一般,ジャパンネット銀行杯,False
2016-03-30,3,2,一般,ジャパンネット銀行杯,False
2016-03-30,3,3,一般,ジャパンネット銀行杯,False
2016-03-30,3,4,一般,ジャパンネット銀行杯,False
2016-03-30,3,5,一般,ジャパンネット銀行杯,False
2016-03-30,3,6,一般,ジャパンネット銀行杯,False
2016-03-30,3,7,一般,ジャパンネット銀行杯,False
2016-03-30,3,8,一般,ジャパンネット銀行杯,False
2016-03-30,3,9,一般,ジャパンネット銀行杯,False
2016-03-30,3,10,一般,ジャパンネット銀行杯,False
2016-03-30,3,11,一般,ジャパンネット銀行杯,False
2016-03-30,3,12,一般,ジャパンネット銀行杯,False
2016-03-31,4,1,一般,ジャパンネット銀行杯,False
2016-03-31,4,2,一般,ジャパンネット銀行杯,False
2016-03-31,4,3,一般,ジャパンネット銀行杯,False
2016-03-31,4,4,一般,ジャパンネット銀行杯,False
2016-03-31,4,5,一般,ジャパンネット銀行杯,False
2016-03-31,4,6,一般,ジャパンネット銀行杯,False
2016-03-31,4,7,一般,ジャパンネット銀行杯,False
2016-03-31,4,8,一般,ジャパンネット銀行杯,False
2016-03-31,4,9,一般,ジャパンネット銀行杯,False
2016-03-31,4,10,一般,ジャパンネット銀行杯,False
2016-03-31,4,11,一般,ジャパンネット銀行杯,False
2016-03-31,4,12,一般,ジャパンネット銀行杯,False
2016-04-01,5,1,一般,ジャパンネット銀行杯,False
2016-04-01,5,2,一般,ジャパンネット銀行杯,False
2016-04-01,5,3,一般,ジャパンネット銀行杯,False
2016-04-01,5,4,一般,ジャパンネット銀行杯,False
2016-04-01,5,5,一般,ジャパンネット銀行杯,False
2016-04-01,5,6,一般,ジャパンネット銀行杯,False
2016-04-01,5,7,一般,ジャパンネット銀行杯,False
2016-04-01,5,8,一般,ジャパンネット銀行杯,False
2016-04-01,5,9,一般,ジャパンネット銀行杯,False
2016-04-01,5,10,一般,ジャパンネット銀行杯,False
2016-04-01,5,11,一般,ジャパンネット銀行杯,False
2016-04-01,5,12,一般,ジャパンネット銀行杯,False
2016-04-02,6,1,一般,ジャパンネット銀行杯,False
2016-04-02,6,2,一般,ジャパンネット銀行杯,False
2016-04-02,6,3,一般,ジャパンネット銀行杯,False
2016-04-02,6,4,一般,ジャパンネット銀行杯,False
2016-04-02,6,5,一般,ジャパンネット銀行杯,False
2016-04-02,6,6,一般,ジャパンネット銀行杯,False
2016-04-02,6,7,一般,ジャパンネット銀行杯,False
2016-04-02,6,8,一般,ジャパンネット銀行杯,False
2016-04-02,6,9,一般,ジャパンネット銀行杯,False
2016-04-02,6,10,一般,ジャパンネット銀行杯,False
2016-04-02,6,11,一般,ジャパンネット銀行杯,False
2016-04-02,6,12,一般,ジャパンネット銀行杯,True
2016-04-05,1,1,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,2,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,3,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,4,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,5,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,6,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,7,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,8,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,9,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,10,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,11,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-05,1,12,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,1,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,2,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,3,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,4,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,5,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,6,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,7,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,8,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,9,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,10,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,11,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-06,2,12,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,1,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,2,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,3,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,4,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,5,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,6,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,7,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,8,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,9,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,10,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,11,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-07,3,12,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,1,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,2,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,3,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,4,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,5,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,6,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,7,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,8,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,9,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,10,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,11,一般,四国アイランドリーグｐｌｕｓ杯,False
2016-04-08,4,12,一般,四国アイランドリーグｐｌｕｓ杯,True
2016-04-12,1,1,一般,デイリースポーツカップ,False
2016-04-12,1,2,一般,デイリースポーツカップ,False
2016-04-12,1,3,一般,デイリースポーツカップ,False
2016-04-12,1,4,一般,デイリースポーツカップ,False
2016-04-12,1,5,一般,デイリースポーツカップ,False
2016-04-12,1,6,一般,デイリースポーツカップ,False
2016-04-12,1,7,一般,デイリースポーツカップ,False
2016-04-12,1,8,一般,デイリースポーツカップ,False
2016-04-12,1,9,一般,デイリースポーツカップ,False
2016-04-12,1,10,一般,デイリースポーツカップ,False
2016-04-12,1,11,一般,デイリースポーツカップ,False
2016-04-12,1,12,一般,デイリースポーツカップ,False
2016-04-13,2,1,一般,デイリースポーツカップ,False
2016-04-13,2,2,一般,デイリースポーツカップ,False
2016-04-13,2,3,一般,デイリースポーツカップ,False
2016-04-13,2,4,一般,デイリースポーツカップ,False
2016-04-13,2,5,一般,デイリースポーツカップ,False
2016-04-13,2,6,一般,デイリースポーツカップ,False
2016-04-13,2,7,一般,デイリースポーツカップ,False
2016-04-13,2,8,一般,デイリースポーツカップ,False
2016-04-13,2,9,一般,デイリースポーツカップ,False
2016-04-13,2,10,一般,デイリースポーツカップ,False
2016-04-13,2,11,一般,デイリースポーツカップ,False
2016-04-13,2,12,一般,デイリースポーツカップ,False
2016-04-14,3,1,一般,デイリースポーツカップ,False
2016-04-14,3,2,一般,デイリースポーツカップ,False
2016-04-14,3,3,一般,デイリースポーツカップ,False
2016-04-14,3,4,一般,デイリースポーツカップ,False
2016-04-14,3,5,一般,デイリースポーツカップ,False
2016-04-14,3,6,一般,デイリースポーツカップ,False
2016-04-14,3,7,一般,デイリースポーツカップ,False
2016-04-14,3,8,一般,デイリースポーツカップ,False
2016-04-14,3,9,一般,デイリースポーツカップ,False
2016-04-14,3,10,一般,デイリースポーツカップ,False
2016-04-14,3,11,一般,デイリースポーツカップ,False
2016-04-14,3,12,一般,デイリースポーツカップ,False
2016-04-15,4,1,一般,デイリースポーツカップ,False
2016-04-15,4,2,一般,デイリースポーツカップ,False
2016-04-15,4,3,一般,デイリースポーツカップ,False
2016-04-15,4,4,一般,デイリースポーツカップ,False
2016-04-15,4,5,一般,デイリースポーツカップ,False
2016-04-15,4,6,一般,デイリースポーツカップ,False
2016-04-15,4,7,一般,デイリースポーツカップ,False
2016-04-15,4,8,一般,デイリースポーツカップ,False
2016-04-15,4,9,一般,デイリースポーツカップ,False
2016-04-15,4,10,一般,デイリースポーツカップ,False
2016-04-15,4,11,一般,デイリースポーツカップ,False
2016-04-15,4,12,一般,デイリースポーツカップ,False
2016-04-16,5,1,一般,デイリースポーツカップ,False
2016-04-16,5,2,一般,デイリースポーツカップ,False
2016-04-16,5,3,一般,デイリースポーツカップ,False
2016-04-16,5,4,一般,デイリースポーツカップ,False
2016-04-16,5,5,一般,デイリースポーツカップ,False
2016-04-16,5,6,一般,デイリースポーツカップ,False
2016-04-16,5,7,一般,デイリースポーツカップ,False
2016-04-16,5,8,一般,デイリースポーツカップ,False
2016-04-16,5,9,一般,デイリースポーツカップ,False
2016-04-16,5,10,一般,デイリースポーツカップ,False
2016-04-16,5,11,一般,デイリースポーツカップ,False
2016-04-16,5,12,一般,デイリースポーツカップ,False
2016-04-17,6,1,一般,デイリースポーツカップ,False
2016-04-17,6,2,一般,デイリースポーツカップ,False
2016-04-17,6,3,一般,デイリースポーツカップ,False
2016-04-17,6,4,一般,デイリースポーツカップ,False
2016-04-17,6,5,一般,デイリースポーツカップ,False
2016-04-17,6,6,一般,デイリースポーツカップ,False
2016-04-17,6,7,一般,デイリースポーツカップ,False
2016-04-17,6,8,一般,デイリースポーツカップ,False
2016-04-17,6,9,一般,デイリースポーツカップ,False
2016-04-17,6,10,一般,デイリースポーツカップ,False
2016-04-17,6,11,一般,デイリースポーツカップ,False
2016-04-17,6,12,一般,デイリースポーツカップ,True
2016-04-21,1,1,一般,マクール杯,False
2016-04-21,1,2,一般,マクール杯,False
2016-04-21,1,3,一般,マクール杯,False
2016-04-21,1,4,一般,マクール杯,False
2016-04-21,1,5,一般,マクール杯,False
2016-04-21,1,6,一般,マクール杯,False
2016-04-21,1,7,一般,マクール杯,False
2016-04-21,1,8,一般,マクール杯,False
2016-04-21,1,9,一般,マクール杯,False
2016-04-21,1,10,一般,マクール杯,False
2016-04-21,1,11,一般,マクール杯,False
2016-04-21,1,12,一般,マクール杯,False
2016-04-22,2,1,一般,マクール杯,False
2016-04-22,2,2,一般,マクール杯,False
2016-04-22,2,3,一般,マクール杯,False
2016-04-22,2,4,一般,マクール杯,False
2016-04-22,2,5,一般,マクール杯,False
2016-04-22,2,6,一般,マクール杯,False
2016-04-22,2,7,一般,マクール杯,False
2016-04-22,2,8,一般,マクール杯,False
2016-04-22,2,9,一般,マクール杯,False
2016-04-22,2,10,一般,マクール杯,False
2016-04-22,2,11,一般,マクール杯,False
2016-04-22,2,12,一般,マクール杯,False
2016-04-23,3,1,一般,マクール杯,False
2016-04-23,3,2,一般,マクール杯,False
2016-04-23,3,3,一般,マクール杯,False
2016-04-23,3,4,一般,マクール杯,False
2016-04-23,3,5,一般,マクール杯,False
2016-04-23,3,6,一般,マクール杯,False
2016-04-23,3,7,一般,マクール杯,False
2016-04-23,3,8,一般,マクール杯,False
2016-04-23,3,9,一般,マクール杯,False
2016-04-23,3,10,一般,マクール杯,False
2016-04-23,3,11,一般,マクール杯,False
2016-04-23,3,12,一般,マクール杯,False
2016-04-24,4,1,一般,マクール杯,False
2016-04-24,4,2,一般,マクール杯,False
2016-04-24,4,3,一般,マクール杯,False
2016-04-24,4,4,一般,マクール杯,False
2016-04-24,4,5,一般,マクール杯,False
2016-04-24,4,6,一般,マクール杯,False
2016-04-24,4,7,一般,マクール杯,False
2016-04-24,4,8,一般,マクール杯,False
2016-04-24,4,9,一般,マクール杯,False
2016-04-24,4,10,一般,マクール杯,False
2016-04-24,4,11,一般,マクール杯,False
2016-04-24,4,12,一般,マクール杯,False
2016-04-25,5,1,一般,マクール杯,False
2016-04-25,5,2,一般,マクール杯,False
2016-04-25,5,3,一般,マクール杯,False
2016-04-25,5,4,一般,マクール杯,False
2016-04-25,5,5,一般,マクール杯,False
2016-04-25,5,6,一般,マクール杯,False
2016-04-25,5,7,一般,マクール杯,False
2016-04-25,5,8,一般,マクール杯,False
2016-04-25,5,9,一般,マクール杯,False
2016-04-25,5,10,一般,マクール杯,False
2016-04-25,5,11,一般,マクール杯,False
2016-04-25,5,12,一般,マクール杯,True
2016-04-28,1,1,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,2,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,3,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,4,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,5,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,6,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,7,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,8,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,9,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,10,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,11,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-28,1,12,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,1,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,2,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,3,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,4,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,5,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,6,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,7,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,8,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,9,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,10,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,11,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-29,2,12,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,1,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,2,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,3,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,4,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,5,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,6,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,7,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,8,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,9,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,10,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,11,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-04-30,3,12,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,1,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,2,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,3,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,4,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,5,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,6,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,7,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,8,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,9,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,10,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,11,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-01,4,12,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,1,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,2,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,3,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,4,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,5,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,6,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,7,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,8,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,9,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,10,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,11,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-02,5,12,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,1,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,2,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,3,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,4,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,5,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,6,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,7,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,8,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,9,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,10,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,11,一般,安岐真人杯争奪瀬戸の大魔神大賞,False
2016-05-03,6,12,一般,安岐真人杯争奪瀬戸の大魔神大賞,True
2016-05-06,1,1,一般,日刊スポーツカップ,False
2016-05-06,1,2,一般,日刊スポーツカップ,False
2016-05-06,1,3,一般,日刊スポーツカップ,False
2016-05-06,1,4,一般,日刊スポーツカップ,False
2016-05-06,1,5,一般,日刊スポーツカップ,False
2016-05-06,1,6,一般,日刊スポーツカップ,False
2016-05-06,1,7,一般,日刊スポーツカップ,False
2016-05-06,1,8,一般,日刊スポーツカップ,False
2016-05-06,1,9,一般,日刊スポーツカップ,False
2016-05-06,1,10,一般,日刊スポーツカップ,False
2016-05-06,1,11,一般,日刊スポーツカップ,False
2016-05-06,1,12,一般,日刊スポーツカップ,False
2016-05-07,2,1,一般,日刊スポーツカップ,False
2016-05-07,2,2,一般,日刊スポーツカップ,False
2016-05-07,2,3,一般,日刊スポーツカップ,False
2016-05-07,2,4,一般,日刊スポーツカップ,False
2016-05-07,2,5,一般,日刊スポーツカップ,False
2016-05-07,2,6,一般,日刊スポーツカップ,False
2016-05-07,2,7,一般,日刊スポーツカップ,False
2016-05-07,2,8,一般,日刊スポーツカップ,False
2016-05-07,2,9,一般,日刊スポーツカップ,False
2016-05-07,2,10,一般,日刊スポーツカップ,False
2016-05-07,2,11,一般,日刊スポーツカップ,False
2016-05-07,2,12,一般,日刊スポーツカップ,False
2016-05-08,3,1,一般,日刊スポーツカップ,False
2016-05-08,3,2,一般,日刊スポーツカップ,False
2016-05-08,3,3,一般,日刊スポーツカップ,False
2016-05-08,3,4,一般,日刊スポーツカップ,False
2016-05-08,3,5,一般,日刊スポーツカップ,False
2016-05-08,3,6,一般,日刊スポーツカップ,False
2016-05-08,3,7,一般,日刊スポーツカップ,False
2016-05-08,3,8,一般,日刊スポーツカップ,False
2016-05-08,3,9,一般,日刊スポーツカップ,False
2016-05-08,3,10,一般,日刊スポーツカップ,False
2016-05-08,3,11,一般,日刊スポーツカップ,False
2016-05-08,3,12,一般,日刊スポーツカップ,False
2016-05-09,4,1,一般,日刊スポーツカップ,False
2016-05-09,4,2,一般,日刊スポーツカップ,False
2016-05-09,4,3,一般,日刊スポーツカップ,False
2016-05-09,4,4,一般,日刊スポーツカップ,False
2016-05-09,4,5,一般,日刊スポーツカップ,False
2016-05-09,4,6,一般,日刊スポーツカップ,False
2016-05-09,4,7,一般,日刊スポーツカップ,False
2016-05-09,4,8,一般,日刊スポーツカップ,False
2016-05-09,4,9,一般,日刊スポーツカップ,False
2016-05-09,4,10,一般,日刊スポーツカップ,False
2016-05-09,4,11,一般,日刊スポーツカップ,False
2016-05-09,4,12,一般,日刊スポーツカップ,False
2016-05-10,5,1,一般,日刊スポーツカップ,False
2016-05-10,5,2,一般,日刊スポーツカップ,False
2016-05-10,5,3,一般,日刊スポーツカップ,False
2016-05-10,5,4,一般,日刊スポーツカップ,False
2016-05-10,5,5,一般,日刊スポーツカップ,False
2016-05-10,5,6,一般,日刊スポーツカップ,False
2016-05-10,5,7,一般,日刊スポーツカップ,False
2016-05-10,5,8,一般,日刊スポーツカップ,False
2016-05-10,5,9,一般,日刊スポーツカップ,False
2016-05-10,5,10,一般,日刊スポーツカップ,False
2016-05-10,5,11,一般,日刊スポーツカップ,False
2016-05-10,5,12,一般,日刊スポーツカップ,False
2016-05-11,6,1,一般,日刊スポーツカップ,False
2016-05-11,6,2,一般,日刊スポーツカップ,False
2016-05-11,6,3,一般,日刊スポーツカップ,False
2016-05-11,6,4,一般,日刊スポーツカップ,False
2016-05-11,6,5,一般,日刊スポーツカップ,False
2016-05-11,6,6,一般,日刊スポーツカップ,False
2016-05-11,6,7,一般,日刊スポーツカップ,False
