開催日,日目,レース,3連単,最終オッズ,予測オッズ,予測誤差
2024-03-16,4,5,1-3-6,23.9,19.776308324018533,-4.1236916759814655
2024-03-16,4,6,3-1-2,11.7,27.55797909101707,15.857979091017071
2024-03-16,4,7,1-4-5,30.0,21.558260634905494,-8.441739365094506
2024-03-16,4,8,1-4-2,7.5,10.652668983175834,3.1526689831758343
2024-03-16,4,9,1-2-6,45.5,19.181906972622368,-26.318093027377632
2024-03-16,4,10,1-2-4,5.9,7.9049423700841785,2.004942370084178
2024-03-16,4,11,1-5-3,25.2,28.467878218151185,3.2678782181511856
2024-03-16,4,12,1-3-2,16.9,14.531681542020221,-2.368318457979777
2024-03-18,1,1,1-3-2,11.6,17.333906711098813,5.733906711098813
2024-03-18,1,2,2-3-1,156.0,67.05294720759045,-88.94705279240955
2024-03-18,1,4,4-2-3,142.3,92.63103834577197,-49.66896165422804
2024-03-18,1,5,2-1-4,8.7,20.398981979861897,11.698981979861898
2024-03-18,1,6,2-4-5,100.4,38.69424255197362,-61.70575744802638
2024-03-18,1,7,2-1-4,146.9,18.557032893193277,-128.34296710680673
2024-03-18,1,8,1-2-3,11.9,7.177061538959195,-4.722938461040806
2024-03-18,1,9,1-3-4,6.8,12.897972818122929,6.097972818122929
2024-03-18,1,10,1-2-4,5.2,7.723006173055985,2.523006173055985
2024-03-18,1,11,4-3-6,284.1,158.5366767545573,-125.56332324544272
2024-03-18,1,12,1-3-2,7.6,13.118150934967504,5.518150934967505
2024-03-19,2,1,1-3-2,10.3,16.41396461845034,6.113964618450339
2024-03-19,2,2,2-6-3,54.7,93.95704894469608,39.25704894469608
2024-03-19,2,3,5-4-1,22.4,84.1417078200105,61.7417078200105
2024-03-19,2,4,1-3-5,8.4,22.069349533428543,13.669349533428543
2024-03-19,2,5,2-5-3,29.8,48.774071657713144,18.974071657713143
2024-03-19,2,6,1-2-4,126.9,11.203566758218807,-115.6964332417812
2024-03-19,2,7,2-4-1,46.7,45.032624679164726,-1.6673753208352764
2024-03-19,2,8,1-2-4,3.9,6.958351657504828,3.058351657504828
2024-03-19,2,9,1-5-6,22.1,46.6265596908747,24.5265596908747
2024-03-19,2,10,1-2-4,6.7,8.887049819017573,2.187049819017573
2024-03-19,2,11,1-4-2,26.2,11.622497002435171,-14.577502997564828
2024-03-19,2,12,3-5-2,526.8,127.33526343310413,-399.4647365668958
2024-03-21,3,1,4-1-6,59.4,96.59314150274419,37.19314150274419
2024-03-21,3,2,1-2-3,13.2,15.02351230373536,1.8235123037353613
2024-03-21,3,3,1-3-2,21.5,22.084787942982093,0.5847879429820928
2024-03-21,3,4,3-1-5,91.4,39.34929972108204,-52.050700278917965
2024-03-21,3,5,4-1-3,33.3,38.98737243420086,5.68737243420086
2024-03-21,3,7,3-1-2,31.5,32.52615875440974,1.0261587544097424
2024-03-21,3,8,1-4-5,12.0,19.35055698562947,7.350556985629471
2024-03-21,3,9,1-2-5,4.6,15.840255702785917,11.240255702785918
2024-03-21,3,10,4-5-1,17.0,68.37996863485353,51.379968634853526
2024-03-21,3,11,1-4-3,10.2,18.297403927295697,8.097403927295698
2024-03-21,3,12,1-3-4,9.4,13.597840766678997,4.197840766678997
2024-03-22,4,1,1-3-2,8.2,14.236366167141878,6.036366167141878
2024-03-22,4,2,1-2-4,11.8,14.26464810951263,2.4646481095126287
2024-03-22,4,3,5-1-2,42.5,76.96633941476478,34.466339414764775
2024-03-22,4,4,1-2-3,22.4,15.565424509867169,-6.8345754901328295
2024-03-22,4,5,2-3-4,18.6,35.15522093175699,16.555220931756992
2024-03-22,4,6,3-1-6,27.6,33.209784470646234,5.6097844706462325
2024-03-22,4,7,2-3-6,45.5,29.41244338719914,-16.08755661280086
2024-03-22,4,8,1-2-3,3.8,6.138739531701608,2.3387395317016084
2024-03-22,4,9,5-1-2,39.0,128.78743330918388,89.78743330918388
2024-03-22,4,10,1-3-4,10.4,14.416741866145014,4.016741866145013
2024-03-22,4,11,1-2-4,11.6,7.443891683887533,-4.156108316112467
2024-03-22,4,12,1-2-3,12.8,7.904482765452323,-4.895517234547678
2024-03-23,5,1,3-1-5,29.5,45.696944804937125,16.196944804937125
2024-03-23,5,2,1-2-3,9.9,13.661455614492056,3.7614556144920552
2024-03-23,5,3,1-3-5,37.4,22.92757912592502,-14.472420874074977
2024-03-23,5,4,5-1-3,49.2,97.61472353105083,48.414723531050825
2024-03-23,5,5,1-5-6,8.8,35.11930048146878,26.319300481468776
2024-03-23,5,6,1-2-3,14.0,13.607591185632822,-0.3924088143671778
2024-03-23,5,7,1-6-5,42.0,43.53877693873419,1.5387769387341876
2024-03-23,5,8,1-4-5,22.6,21.371442439624627,-1.228557560375375
2024-03-23,5,9,1-5-2,19.5,27.595794499247376,8.095794499247376
2024-03-23,5,10,2-1-3,10.2,34.19081476480722,23.990814764807222
2024-03-23,5,11,1-3-4,8.4,12.723569532161273,4.323569532161272
2024-03-23,5,12,1-3-4,4.9,13.342883070230492,8.442883070230492
2024-03-24,6,1,1-2-5,8.5,17.987067630084873,9.487067630084873
2024-03-24,6,2,1-3-2,9.1,17.262672475815677,8.162672475815677
2024-03-24,6,3,1-2-6,31.6,24.52370419801731,-7.076295801982692
2024-03-24,6,4,1-4-2,12.2,25.635855631656412,13.435855631656413
2024-03-24,6,5,5-2-3,996.3,124.38429870514659,-871.9157012948533
2024-03-24,6,6,1-3-4,6.7,14.210029817538356,7.5100298175383555
2024-03-24,6,7,1-2-4,9.8,11.060812792934781,1.2608127929347805
2024-03-24,6,8,1-4-3,7.0,11.607517996069246,4.607517996069246
2024-03-24,6,9,1-4-5,15.3,16.74923588104684,1.4492358810468389
2024-03-24,6,10,1-4-2,22.6,13.985629946663504,-8.614370053336497
2024-03-24,6,11,5-1-4,155.7,82.12298929734622,-73.57701070265377
2024-03-24,6,12,1-2-3,10.0,13.910679037136509,3.910679037136509
2024-04-29,1,1,6-5-4,604.6,180.9435907568081,-423.6564092431919
2024-04-29,1,2,3-1-4,73.6,43.9439347841399,-29.656065215860096
2024-04-29,1,3,2-4-6,552.8,105.90796285397228,-446.8920371460277
2024-04-29,1,4,1-4-2,80.8,31.6617724454879,-49.1382275545121
2024-04-29,1,5,4-1-5,105.6,43.408121941546874,-62.19187805845312
2024-04-29,1,6,3-1-4,9.9,32.5367729707076,22.636772970707604
2024-04-29,1,7,1-3-4,11.6,13.797416678966535,2.197416678966535
2024-04-29,1,8,1-2-4,5.1,4.934274053153648,-0.16572594684635167
2024-04-29,1,10,3-1-4,192.0,45.02369591359552,-146.97630408640447
2024-04-29,1,11,3-4-5,462.3,234.63925621699556,-227.66074378300445
2024-04-29,1,12,3-1-5,46.2,62.12836339912492,15.928363399124919
2024-04-30,2,1,2-1-5,37.8,50.67219171430445,12.87219171430445
2024-04-30,2,2,1-4-3,19.2,19.96472870695267,0.7647287069526705
2024-04-30,2,3,1-2-3,14.1,25.4631527940474,11.3631527940474
2024-04-30,2,4,1-2-6,13.0,28.732823785141356,15.732823785141356
2024-04-30,2,5,2-3-4,18.7,40.3782335655502,21.678233565550197
2024-04-30,2,6,1-2-3,32.9,11.474527785540044,-21.425472214459955
2024-04-30,2,7,1-5-6,31.0,31.499310445817354,0.49931044581735406
2024-04-30,2,8,1-4-5,10.8,25.575865046658432,14.775865046658431
2024-04-30,2,9,4-5-1,44.2,91.82796695001095,47.62796695001094
2024-04-30,2,10,1-4-5,6.6,17.08924855231834,10.489248552318342
2024-04-30,2,11,2-1-5,17.2,42.71963924921696,25.51963924921696
2024-04-30,2,12,4-5-1,37.3,66.96442654937275,29.66442654937275
2024-05-01,3,1,1-3-4,17.2,14.46583880777085,-2.7341611922291484
2024-05-01,3,2,1-2-6,11.5,21.175234577037173,9.675234577037173
2024-05-01,3,3,1-3-5,33.3,20.533391480329023,-12.766608519670974
2024-05-01,3,4,1-4-6,30.5,32.203319667407186,1.703319667407186
2024-05-01,3,5,2-5-1,10.5,55.71216476808933,45.21216476808933
2024-05-01,3,6,4-3-5,28.7,65.05823009192963,36.35823009192963
2024-05-01,3,7,2-4-6,145.2,50.17888454325192,-95.02111545674808
2024-05-01,3,8,2-3-4,146.9,95.03577117222825,-51.864228827771754
2024-05-01,3,9,1-3-4,30.2,12.18930420075606,-18.01069579924394
2024-05-01,3,10,1-2-5,5.6,11.554189529955094,5.954189529955094
2024-05-01,3,11,1-4-2,35.7,12.232261707237688,-23.467738292762313
2024-05-01,3,12,2-4-3,426.7,227.10353629125015,-199.59646370874984
2024-05-02,4,1,2-1-4,16.4,28.91717965932204,12.517179659322043
2024-05-02,4,2,1-2-5,20.4,16.161150091940637,-4.238849908059361
2024-05-02,4,4,2-1-3,32.7,41.380363905484,8.680363905484
2024-05-02,4,5,1-2-3,38.4,12.993029550158479,-25.40697044984152
2024-05-02,4,6,1-3-4,3.5,9.851379580851685,6.351379580851685
2024-05-02,4,7,4-5-1,70.1,48.70181545833909,-21.398184541660903
2024-05-02,4,8,1-2-4,3.5,6.444067068042192,2.944067068042192
2024-05-02,4,9,1-3-5,52.1,19.356641653922964,-32.74335834607704
2024-05-02,4,10,1-6-4,465.5,68.2703589003215,-397.2296410996785
2024-05-02,4,12,1-6-4,86.2,59.75466460232862,-26.445335397671386
2024-05-04,1,1,3-1-4,36.4,48.19549726906771,11.79549726906771
2024-05-04,1,2,1-2-3,15.5,13.843641239707022,-1.656358760292978
2024-05-04,1,3,2-1-4,32.9,31.760288103000565,-1.139711896999433
2024-05-04,1,5,1-4-5,32.8,18.62736181159653,-14.172638188403468
2024-05-04,1,6,1-3-4,3.7,11.242408929010042,7.542408929010041
2024-05-04,1,7,1-2-5,5.5,20.872544725148224,15.372544725148224
2024-05-04,1,8,1-2-3,8.5,6.6757331123299855,-1.8242668876700145
2024-05-04,1,9,1-3-2,8.8,14.048254531459955,5.2482545314599545
2024-05-04,1,11,1-2-5,6.1,12.165716896117305,6.065716896117305
2024-05-04,1,12,1-2-3,8.9,10.697603680142175,1.7976036801421742
2024-05-05,2,1,1-4-6,19.8,30.56204589425524,10.762045894255241
2024-05-05,2,2,2-4-3,495.0,73.78728356623432,-421.21271643376565
2024-05-05,2,3,1-5-2,8.1,28.2878089156857,20.1878089156857
2024-05-05,2,4,3-2-6,170.6,61.52676326623301,-109.07323673376698
2024-05-05,2,5,1-3-5,18.7,18.700968636031927,0.000968636031927872
2024-05-05,2,6,2-1-5,188.5,23.904621215951263,-164.59537878404873
2024-05-05,2,8,1-2-4,4.1,6.196506945218171,2.096506945218171
2024-05-05,2,9,1-2-4,5.9,9.724317907808354,3.8243179078083536
2024-05-05,2,10,2-1-6,35.3,52.39506616439575,17.095066164395753
2024-05-05,2,11,3-2-4,226.1,209.78653834741954,-16.313461652580457
2024-05-05,2,12,3-4-5,313.8,88.50888374111562,-225.2911162588844
2024-05-06,3,1,2-1-4,19.6,36.21894809095955,16.61894809095955
2024-05-06,3,2,6-4-2,544.0,129.5223718985936,-414.47762810140637
2024-05-06,3,4,4-5-2,144.6,102.3259057427271,-42.27409425727289
2024-05-06,3,5,1-2-5,6.1,14.447886336745361,8.347886336745361
2024-05-06,3,6,2-1-5,264.6,32.56340138231101,-232.036598617689
2024-05-06,3,7,1-6-4,46.9,33.24415203958297,-13.655847960417027
2024-05-06,3,8,1-2-5,12.8,14.126950129849238,1.3269501298492372
2024-05-06,3,9,1-2-3,5.9,11.113886751143198,5.213886751143198
2024-05-06,3,10,2-4-1,317.5,79.87173861313094,-237.62826138686904
2024-05-06,3,11,1-2-6,10.6,25.782424899586225,15.182424899586225
2024-05-06,3,12,1-5-2,13.6,29.696728131514575,16.096728131514574
2024-05-07,4,1,1-6-4,175.1,51.279683143023604,-123.82031685697639
2024-05-07,4,2,3-1-2,44.0,41.8999673307577,-2.100032669242303
2024-05-07,4,3,4-2-6,75.2,65.80329964435556,-9.396700355644441
2024-05-07,4,4,1-3-4,13.2,18.207818400582383,5.007818400582384
2024-05-07,4,5,1-4-6,8.7,28.933999337277353,20.233999337277353
2024-05-07,4,6,1-2-6,73.8,23.363793626471942,-50.43620637352805
2024-05-07,4,7,1-4-3,12.2,17.04863244611599,4.848632446115992
2024-05-07,4,8,1-3-5,20.7,20.86700737879975,0.16700737879975236
2024-05-07,4,9,1-2-4,7.2,11.057358377244496,3.8573583772444957
2024-05-07,4,10,1-2-5,10.9,13.181805701440314,2.281805701440314
2024-05-07,4,11,5-1-4,165.8,159.61773801579596,-6.182261984204047
2024-05-07,4,12,1-4-6,54.0,23.547483207209993,-30.452516792790007
2024-05-08,5,1,1-3-5,21.3,16.763113218037223,-4.536886781962778
2024-05-08,5,2,1-3-4,45.8,18.650542163233805,-27.149457836766192
2024-05-08,5,3,2-3-1,78.2,70.79923039334076,-7.400769606659239
2024-05-08,5,4,1-3-4,10.5,18.428374725970308,7.928374725970308
2024-05-08,5,5,1-2-5,16.7,19.74724554534775,3.0472455453477494
2024-05-08,5,6,3-2-6,366.1,55.44817614787917,-310.65182385212086
2024-05-08,5,7,6-1-5,74.9,121.35891673020866,46.45891673020866
2024-05-08,5,8,1-4-2,5.2,12.011941857770415,6.811941857770415
2024-05-08,5,9,1-4-3,25.9,19.319606259126424,-6.580393740873575
2024-05-08,5,10,1-2-5,7.8,15.498667890027173,7.698667890027173
2024-05-08,5,11,5-4-1,301.2,143.4898149027806,-157.71018509721938
2024-05-08,5,12,1-5-2,49.9,31.928966212987028,-17.97103378701297
2024-05-09,6,1,5-6-1,770.7,161.21347403265244,-609.4865259673476
2024-05-09,6,2,3-1-2,47.5,59.41615372034932,11.916153720349321
2024-05-09,6,3,1-3-2,10.8,20.464473933466298,9.664473933466297
2024-05-09,6,4,1-3-2,6.7,17.565606433491265,10.865606433491266
2024-05-09,6,5,1-2-6,7.8,20.006085487963436,12.206085487963435
2024-05-09,6,6,1-3-2,7.5,14.635295815816377,7.135295815816377
2024-05-09,6,7,1-2-5,13.4,17.943759364135957,4.543759364135957
2024-05-09,6,8,2-1-4,37.6,20.403199349676886,-17.196800650323116
2024-05-09,6,9,1-3-2,5.6,11.758743500034686,6.158743500034687
2024-05-09,6,10,1-2-3,11.5,8.573986946033886,-2.9260130539661144
2024-05-09,6,11,4-3-1,126.1,112.6877001396707,-13.412299860329298
2024-05-09,6,12,2-1-4,64.4,35.62166655137318,-28.778333448626825
2024-05-12,1,1,3-4-6,33.7,96.31055776994836,62.61055776994836
2024-05-12,1,2,2-5-4,297.1,104.17542156434264,-192.9245784356574
2024-05-12,1,3,1-5-6,17.0,31.219557745970548,14.219557745970548
2024-05-12,1,4,4-3-5,16.1,70.62358576256307,54.523585762563066
2024-05-12,1,5,2-4-5,10.2,48.04813156837007,37.848131568370064
2024-05-12,1,6,3-1-6,16.9,33.87390265690382,16.973902656903824
2024-05-12,1,7,4-1-5,90.3,63.85833993978216,-26.441660060217835
2024-05-12,1,8,1-4-2,6.1,10.93374743857025,4.833747438570251
2024-05-12,1,9,1-2-5,4.5,12.44756411151293,7.94756411151293
2024-05-12,1,10,1-2-6,46.3,19.838926214707254,-26.461073785292744
2024-05-12,1,11,1-2-3,8.5,8.2078729504479,-0.2921270495521
2024-05-12,1,12,1-5-2,21.3,29.31068297542687,8.010682975426871
2024-05-13,2,1,1-2-3,8.5,11.498095372982682,2.9980953729826822
2024-05-13,2,2,2-4-1,63.4,37.27674966850513,-26.123250331494866
2024-05-13,2,3,1-3-2,51.8,20.412202062047506,-31.38779793795249
2024-05-13,2,4,4-2-1,10.9,50.896012968264415,39.99601296826442
2024-05-13,2,5,3-2-4,42.3,52.48729349056233,10.187293490562332
2024-05-13,2,6,4-1-2,34.9,52.273319250754746,17.373319250754747
2024-05-13,2,7,2-6-1,47.2,43.09789293576347,-4.1021070642365345
2024-05-13,2,8,1-4-2,6.3,10.486024417481774,4.186024417481774
2024-05-13,2,9,1-3-6,4.7,30.386942546672454,25.686942546672455
2024-05-13,2,10,1-5-2,36.8,21.724511377134107,-15.07548862286589
2024-05-13,2,11,1-2-6,15.2,18.633352200602225,3.4333522006022257
2024-05-13,2,12,6-3-5,27.2,380.9389085604502,353.7389085604502
2024-05-14,3,1,1-5-3,43.2,32.4308767903956,-10.769123209604402
2024-05-14,3,2,1-4-3,13.1,17.937651604331073,4.837651604331073
2024-05-14,3,3,1-5-4,16.2,41.44284849715088,25.242848497150877
2024-05-14,3,4,2-6-5,14.0,60.84846360557962,46.84846360557962
2024-05-14,3,5,1-5-6,10.3,36.02180079293848,25.721800792938478
2024-05-14,3,6,1-4-2,15.2,12.851874368958653,-2.3481256310413468
2024-05-14,3,7,1-2-6,51.0,22.77295809801373,-28.22704190198627
2024-05-14,3,8,1-4-5,25.7,19.72778714930732,-5.972212850692678
2024-05-14,3,9,1-3-5,20.8,15.737013566832816,-5.062986433167184
2024-05-14,3,10,1-3-4,19.4,14.220809756363765,-5.179190243636233
2024-05-14,3,11,1-3-2,4.8,10.529612444081302,5.729612444081302
2024-05-14,3,12,4-1-5,20.9,58.93674735911555,38.03674735911555
2024-05-15,4,1,3-5-6,142.5,115.89962726639608,-26.60037273360392
2024-05-15,4,2,5-1-6,15.7,84.30408593550739,68.60408593550738
2024-05-15,4,4,4-5-1,55.3,64.04234275032367,8.742342750323672
2024-05-15,4,5,1-5-6,96.3,41.15794190161191,-55.142058098388084
2024-05-15,4,6,1-3-4,4.6,10.360672512669078,5.760672512669078
2024-05-15,4,7,1-5-3,302.8,34.61253051618449,-268.1874694838155
2024-05-15,4,8,1-2-3,4.2,5.666539084633277,1.4665390846332764
2024-05-15,4,9,3-2-4,524.4,60.965414992640554,-463.43458500735943
2024-05-15,4,10,5-1-2,103.4,120.96379110136553,17.563791101365524
2024-05-15,4,11,1-6-2,201.4,57.218716665988005,-144.181283334012
2024-05-15,4,12,1-2-3,4.9,9.1194752083667,4.219475208366699
2024-05-20,1,1,6-2-1,702.1,87.24077414593714,-614.8592258540629
2024-05-20,1,2,1-3-6,8.5,23.824438835685832,15.324438835685832
2024-05-20,1,3,5-1-6,11.5,42.35004653794878,30.850046537948778
2024-05-20,1,5,2-5-4,30.9,62.982280477426315,32.082280477426316
2024-05-20,1,6,1-4-3,9.1,11.809676681865511,2.7096766818655116
2024-05-20,1,7,1-3-4,14.7,13.061969459336519,-1.6380305406634807
2024-05-20,1,8,3-4-6,1621.3,134.0817913105185,-1487.2182086894813
2024-05-20,1,10,2-1-6,54.9,33.59708822062381,-21.30291177937619
2024-05-20,1,11,1-3-4,10.9,12.90454149024472,2.004541490244719
2024-05-20,1,12,3-5-6,269.4,313.45733587475445,44.05733587475447
2024-05-21,2,1,1-3-5,28.6,15.68402221688064,-12.915977783119361
2024-05-21,2,2,5-4-6,93.7,89.22350110730234,-4.476498892697663
2024-05-21,2,3,1-3-4,26.9,20.461908488050028,-6.43809151194997
2024-05-21,2,4,1-4-3,97.3,28.07337951977881,-69.22662048022119
2024-05-21,2,5,4-5-1,27.5,64.25717797259563,36.75717797259563
2024-05-21,2,7,1-2-3,14.1,12.66941557244669,-1.4305844275533097
2024-05-21,2,8,2-1-3,16.0,19.83270926024457,3.8327092602445703
2024-05-21,2,9,2-6-5,1586.5,164.08725579712043,-1422.4127442028796
2024-05-21,2,10,1-2-3,5.1,8.636157184308502,3.536157184308502
2024-05-21,2,11,1-3-2,23.8,15.498134374394489,-8.301865625605512
2024-05-21,2,12,1-2-4,6.1,10.664118014186144,4.564118014186144
2024-05-22,3,1,1-3-2,8.0,14.183629352826559,6.183629352826559
2024-05-22,3,2,4-5-1,10.0,79.64894372228306,69.64894372228306
2024-05-22,3,3,1-6-4,329.8,59.23121014425245,-270.5687898557476
2024-05-22,3,4,5-3-2,69.2,81.21208111113863,12.012081111138627
2024-05-22,3,5,1-5-3,9.0,30.19947524686808,21.19947524686808
2024-05-22,3,6,6-1-2,1028.8,54.856443519294736,-973.9435564807052
2024-05-22,3,7,2-5-1,622.3,49.12913927905691,-573.1708607209431
2024-05-22,3,9,1-5-4,11.6,37.911298329142205,26.311298329142204
2024-05-22,3,10,1-2-3,3.9,10.39464520340935,6.49464520340935
2024-05-22,3,12,1-3-4,7.1,11.143947355641854,4.043947355641855
2024-05-23,4,1,2-5-6,40.3,89.4608835199022,49.1608835199022
2024-05-23,4,2,6-2-5,274.1,112.35300480504041,-161.7469951949596
2024-05-23,4,3,5-6-3,73.3,71.15135916664829,-2.148640833351706
2024-05-23,4,5,4-1-2,11.0,23.6886673556811,12.688667355681101
2024-05-23,4,6,4-1-2,68.5,57.27271362844424,-11.227286371555763
2024-05-23,4,7,1-2-5,3.3,19.92621980230167,16.62621980230167
2024-05-23,4,8,5-4-1,157.0,125.72139090253022,-31.278609097469783
2024-05-23,4,9,1-2-3,5.9,10.446586289759617,4.546586289759617
2024-05-23,4,10,1-2-5,5.6,12.491358522264619,6.891358522264619
2024-05-23,4,11,1-4-2,10.5,13.8473018060913,3.3473018060913002
2024-05-24,5,1,1-3-4,16.1,14.032485766795796,-2.0675142332042054
2024-05-24,5,2,1-3-5,8.9,18.773178411213,9.873178411212999
2024-05-24,5,3,3-2-4,34.6,56.733067329922505,22.133067329922504
2024-05-24,5,4,3-1-2,226.5,31.08787519417111,-195.41212480582888
2024-05-24,5,5,1-2-3,11.4,13.631650677600176,2.231650677600175
2024-05-24,5,6,4-6-1,25.3,89.12175381633129,63.821753816331295
2024-05-24,5,7,1-2-6,6.1,17.356113423300624,11.256113423300624
2024-05-24,5,8,1-2-3,4.8,7.0472386683362,2.2472386683362
2024-05-24,5,9,3-6-5,146.9,127.58355997992396,-19.316440020076044
2024-05-24,5,10,1-2-4,5.1,7.990803021251308,2.8908030212513083
2024-05-24,5,11,1-4-3,20.3,15.035503630373482,-5.264496369626519
2024-05-24,5,12,1-4-2,12.1,20.03744629633099,7.937446296330991
2024-05-25,6,2,1-6-3,28.8,35.59721469916281,6.7972146991628115
2024-05-25,6,3,1-5-6,55.9,28.551625465402413,-27.348374534597585
2024-05-25,6,4,1-2-4,19.2,14.785112332516748,-4.414887667483251
2024-05-25,6,5,1-5-3,141.9,26.821054220736624,-115.07894577926338
2024-05-25,6,6,3-1-4,25.5,21.848253348350553,-3.6517466516494466
2024-05-25,6,7,1-6-2,11.4,22.301161984699096,10.901161984699096
2024-05-25,6,8,1-4-2,5.4,10.09277353911978,4.692773539119779
2024-05-25,6,9,3-1-5,166.3,37.41866854561474,-128.88133145438528
2024-05-25,6,10,1-5-3,86.9,25.472125057363016,-61.42787494263699
2024-05-25,6,11,2-5-4,494.1,150.61599742205635,-343.48400257794367
2024-05-25,6,12,1-3-2,17.2,10.357954640031007,-6.842045359968992
2024-05-26,7,1,1-2-5,10.3,13.09200478444995,2.792004784449949
2024-05-26,7,2,5-1-3,81.7,130.85227695975098,49.15227695975098
2024-05-26,7,3,1-3-5,26.0,19.635294890271897,-6.364705109728103
2024-05-26,7,4,1-5-3,11.8,41.0214865153635,29.221486515363498
2024-05-26,7,5,1-3-6,58.6,20.93520939850589,-37.66479060149411
2024-05-26,7,6,4-1-5,115.2,49.59398509167022,-65.60601490832978
2024-05-26,7,7,1-3-2,9.2,14.829379175561725,5.629379175561725
2024-05-26,7,8,1-2-3,9.5,6.497030940377408,-3.0029690596225924
2024-05-26,7,9,1-3-4,28.8,13.12727295612988,-15.67272704387012
2024-05-26,7,10,1-3-5,5.1,12.726512373194149,7.626512373194149
2024-05-26,7,11,1-3-2,6.3,10.86514780219687,4.565147802196869
2024-05-26,7,12,5-2-6,572.1,224.03926218135302,-348.060737818647
2024-05-29,1,1,1-3-6,37.8,21.324860113653266,-16.47513988634673
2024-05-29,1,2,1-4-3,17.8,19.83085959370285,2.03085959370285
2024-05-29,1,3,1-5-3,45.1,26.38977688463112,-18.71022311536888
2024-05-29,1,4,1-4-6,37.1,34.39131310192389,-2.7086868980761096
2024-05-29,1,5,1-2-3,16.0,10.123730379523158,-5.876269620476842
2024-05-29,1,6,3-1-4,11.3,33.568872217451805,22.268872217451804
2024-05-29,1,7,6-2-1,87.4,71.49784618582235,-15.902153814177652
2024-05-29,1,8,1-3-6,26.5,29.131744479778238,2.631744479778238
2024-05-29,1,9,1-2-5,5.3,13.813407513971981,8.51340751397198
2024-05-29,1,10,3-1-2,129.3,43.882576439947,-85.41742356005301
2024-05-29,1,11,1-3-5,20.4,12.069681141146324,-8.330318858853675
2024-05-29,1,12,1-3-2,9.3,11.409463849949196,2.1094638499491953
2024-05-30,2,1,1-3-2,18.0,13.023416838600625,-4.976583161399375
2024-05-30,2,3,1-3-6,12.7,38.79132366711585,26.091323667115848
2024-05-30,2,4,1-6-2,33.5,33.684305178109796,0.18430517810979552
2024-05-30,2,5,3-1-5,48.0,23.07139633884314,-24.92860366115686
2024-05-30,2,6,1-2-4,14.3,11.556082458005415,-2.743917541994586
2024-05-30,2,7,1-2-4,5.1,11.582398351551848,6.482398351551849
2024-05-30,2,8,1-3-4,6.7,13.302570152656786,6.602570152656786
2024-05-30,2,9,3-6-5,2948.6,174.49854340536334,-2774.1014565946366
2024-05-30,2,10,4-5-2,27.7,97.24583612811158,69.54583612811157
2024-05-30,2,12,1-2-4,17.9,12.503640437472567,-5.396359562527431
2024-05-31,3,1,1-3-2,10.2,13.61326956025491,3.4132695602549106
2024-05-31,3,2,2-3-1,112.8,65.52801642743277,-47.27198357256722
2024-05-31,3,3,1-4-3,45.4,22.296228118586207,-23.103771881413792
2024-05-31,3,4,2-4-1,109.4,42.961999964328555,-66.43800003567145
2024-05-31,3,5,1-2-4,15.9,10.766253481507334,-5.133746518492666
2024-05-31,3,6,5-1-6,134.0,69.8136753232027,-64.1863246767973
2024-05-31,3,7,1-3-2,23.6,14.3096878398337,-9.290312160166302
2024-05-31,3,8,1-2-4,5.9,6.557717014727961,0.657717014727961
2024-05-31,3,9,2-1-3,19.8,26.930955013180046,7.130955013180046
2024-05-31,3,10,3-1-5,76.7,52.30822301836646,-24.39177698163354
2024-05-31,3,11,1-3-2,6.9,13.971931311480398,7.071931311480398
2024-06-01,4,1,1-3-4,8.3,12.724868444481737,4.424868444481737
2024-06-01,4,2,2-4-1,160.3,60.13472910698757,-100.16527089301243
2024-06-01,4,3,1-3-2,15.0,21.234478756523444,6.234478756523444
2024-06-01,4,4,1-3-2,9.5,21.67602831260081,12.17602831260081
2024-06-01,4,5,4-1-2,46.1,33.684460160294016,-12.415539839705986
2024-06-01,4,6,1-5-3,15.4,25.828852049980103,10.428852049980103
2024-06-01,4,7,2-1-4,64.7,15.443919145507648,-49.25608085449235
2024-06-01,4,9,1-5-3,58.7,24.4666758224321,-34.2333241775679
2024-06-01,4,10,3-5-1,37.7,103.58137285073104,65.88137285073104
2024-06-01,4,11,4-2-6,123.2,286.6985394326366,163.49853943263662
2024-06-01,4,12,4-5-1,54.8,76.46582790644347,21.665827906443468
2024-06-12,1,1,1-4-3,31.9,14.397147151403045,-17.50285284859695
2024-06-12,1,2,5-1-2,13.7,96.2817225172789,82.58172251727889
2024-06-12,1,3,4-3-2,105.4,119.60613538027125,14.206135380271249
2024-06-12,1,4,3-1-6,14.7,43.7863949257123,29.086394925712302
2024-06-12,1,5,2-3-5,54.3,54.892720886092725,0.592720886092728
2024-06-12,1,6,2-4-1,32.0,38.03709237275909,6.037092372759091
2024-06-12,1,7,2-1-3,14.2,29.44318895293608,15.24318895293608
2024-06-12,1,8,1-3-4,8.8,14.68278672744589,5.88278672744589
2024-06-12,1,9,1-4-6,53.0,29.705282850167446,-23.294717149832554
2024-06-12,1,10,1-2-5,14.7,12.39364710443718,-2.306352895562819
2024-06-12,1,11,1-3-6,13.4,25.8622053454956,12.4622053454956
2024-06-12,1,12,5-1-4,171.9,164.63841692264927,-7.2615830773507355
2024-06-13,2,1,3-4-1,59.2,79.6637274778851,20.4637274778851
