開催日,日目,レース,3連単,最終オッズ,予測オッズ,予測誤差
2023-05-01,4,8,1-2-4,3.4,5.7786605115925305,2.3786605115925306
2023-05-01,4,9,1-5-4,25.9,28.220177945102368,2.320177945102369
2023-05-01,4,11,1-2-3,5.3,8.289865343608453,2.989865343608453
2023-05-01,4,12,1-2-4,9.7,10.484226442982536,0.7842264429825363
2023-05-03,1,1,1-3-6,20.0,21.155101926294137,1.1551019262941367
2023-05-03,1,2,1-4-3,46.0,19.619856284822244,-26.380143715177756
2023-05-03,1,3,2-1-4,22.9,35.90703759527832,13.00703759527832
2023-05-03,1,4,1-3-5,13.0,17.699509452665065,4.699509452665065
2023-05-03,1,6,1-3-4,4.8,10.779495443666187,5.979495443666187
2023-05-03,1,7,1-3-2,17.3,10.81581651371098,-6.484183486289021
2023-05-03,1,8,4-2-1,81.3,63.60316199195287,-17.69683800804713
2023-05-03,1,9,1-4-3,17.2,17.685489915804762,0.485489915804763
2023-05-03,1,10,1-6-4,33.1,46.27966450032911,13.17966450032911
2023-05-03,1,11,1-5-3,24.4,35.38107739121212,10.981077391212125
2023-05-03,1,12,1-2-3,9.2,10.835597686256738,1.6355976862567392
2023-05-04,2,1,1-4-2,19.2,14.21086233439324,-4.9891376656067585
2023-05-04,2,2,1-2-6,113.4,22.777476007577157,-90.62252399242286
2023-05-04,2,3,3-5-2,21.9,65.38000327065939,43.48000327065939
2023-05-04,2,4,1-3-4,8.5,17.240376163214872,8.740376163214872
2023-05-04,2,5,1-3-4,6.4,12.099844913692797,5.699844913692797
2023-05-04,2,6,4-1-2,43.6,36.256890972762456,-7.343109027237546
2023-05-04,2,7,2-1-4,18.4,29.025081650387442,10.625081650387443
2023-05-04,2,8,1-2-4,3.4,5.626575524601097,2.2265755246010968
2023-05-04,2,9,1-4-3,20.2,17.015360018706943,-3.1846399812930564
2023-05-04,2,10,1-3-2,6.6,13.003702843780012,6.403702843780012
2023-05-04,2,11,1-6-2,142.7,51.46853319228957,-91.23146680771042
2023-05-04,2,12,2-1-4,89.9,28.928025615230162,-60.971974384769844
2023-05-05,3,1,4-5-6,832.5,117.27939534267173,-715.2206046573283
2023-05-05,3,2,6-5-1,201.2,142.6200963308803,-58.57990366911969
2023-05-05,3,3,2-1-4,20.2,33.33548617582553,13.13548617582553
2023-05-05,3,4,2-3-4,15.5,45.86958489456646,30.369584894566458
2023-05-05,3,5,3-1-4,8.0,22.962180199994847,14.962180199994847
2023-05-05,3,6,2-4-3,87.9,41.98783177720335,-45.91216822279666
2023-05-05,3,7,3-1-5,13.2,42.43023345759398,29.23023345759398
2023-05-05,3,8,1-2-3,7.6,9.377166264841184,1.7771662648411848
2023-05-05,3,9,2-1-3,10.0,35.5690444398029,25.5690444398029
2023-05-05,3,10,1-2-5,5.6,14.633011175079988,9.033011175079988
2023-05-05,3,11,1-4-2,29.2,19.783012546213136,-9.416987453786863
2023-05-05,3,12,1-2-6,28.0,26.854942969334882,-1.145057030665118
2023-05-06,4,1,4-1-5,63.0,63.1049270367925,0.10492703679250326
2023-05-06,4,2,2-4-5,9.1,45.26984329938787,36.16984329938787
2023-05-06,4,3,1-5-2,51.5,28.871786834987713,-22.628213165012287
2023-05-06,4,6,1-3-4,7.3,10.108897055281716,2.808897055281716
2023-05-06,4,7,1-3-6,7.3,23.265353481054518,15.965353481054517
2023-05-06,4,9,3-2-4,203.8,86.41595436007533,-117.38404563992468
2023-05-06,4,11,1-4-3,19.6,16.064225076832333,-3.5357749231676685
2023-05-06,4,12,1-2-3,5.2,8.984827509346887,3.7848275093468873
2023-05-07,5,1,1-4-6,127.4,25.064364946927807,-102.3356350530722
2023-05-07,5,2,4-5-3,103.6,135.0737035360678,31.473703536067802
2023-05-07,5,3,6-1-3,67.5,54.83304576822955,-12.666954231770447
2023-05-07,5,4,1-5-2,23.3,25.01897586675121,1.718975866751208
2023-05-07,5,5,1-3-4,10.9,10.487122770155617,-0.41287722984438346
2023-05-07,5,7,1-5-6,17.9,26.841120940389086,8.941120940389087
2023-05-07,5,8,1-2-4,3.8,5.6395245317321745,1.8395245317321747
2023-05-07,5,9,1-3-6,37.5,26.43216429434121,-11.06783570565879
2023-05-07,5,10,1-2-3,7.2,10.999113744145832,3.7991137441458322
2023-05-07,5,11,2-1-4,12.4,36.29603813929227,23.896038139292273
2023-05-07,5,12,4-5-3,464.9,203.18146734873537,-261.7185326512646
2023-06-10,1,1,5-1-4,795.4,115.45750749666512,-679.9424925033348
2023-06-10,1,2,5-1-3,24.6,134.20365031702698,109.60365031702699
2023-06-10,1,3,1-3-6,21.4,29.2752032725432,7.875203272543203
2023-06-10,1,4,3-1-5,17.9,30.727381116179846,12.827381116179847
2023-06-10,1,5,4-2-1,15.5,59.47746914399368,43.97746914399368
2023-06-10,1,6,3-1-4,6.1,16.663774942174513,10.563774942174513
2023-06-10,1,7,2-1-3,8.6,16.893733419740855,8.293733419740855
2023-06-10,1,9,3-1-4,17.6,28.19669062424598,10.59669062424598
2023-06-10,1,10,1-3-5,10.2,13.117780152818098,2.917780152818098
2023-06-10,1,12,1-3-4,7.5,11.784241472943066,4.284241472943066
2023-06-11,2,2,2-6-3,16.9,145.145474938739,128.245474938739
2023-06-11,2,3,1-2-6,57.0,24.092364307490293,-32.90763569250971
2023-06-11,2,4,1-2-5,65.4,23.200836054333504,-42.1991639456665
2023-06-11,2,5,3-4-5,405.5,34.433204298467174,-371.06679570153284
2023-06-11,2,6,3-1-4,8.1,31.62467075669983,23.524670756699834
2023-06-11,2,7,6-2-4,90.6,98.94281860126793,8.342818601267936
2023-06-11,2,8,1-2-3,7.8,5.644730810673007,-2.155269189326993
2023-06-11,2,9,2-3-1,38.3,50.11070154997012,11.810701549970126
2023-06-11,2,10,4-1-2,40.7,43.05948167751453,2.3594816775145304
2023-06-11,2,11,5-6-3,523.0,428.90439447964394,-94.09560552035606
2023-06-11,2,12,1-4-2,6.4,11.964949899260894,5.564949899260894
2023-06-12,3,1,2-1-5,18.0,28.32853238297926,10.328532382979262
2023-06-12,3,2,3-6-1,137.0,49.677298560308046,-87.32270143969195
2023-06-12,3,3,2-3-4,28.5,60.09562000385089,31.59562000385089
2023-06-12,3,4,5-3-4,48.2,88.00643519577719,39.80643519577718
2023-06-12,3,5,1-3-4,34.6,9.858055026773082,-24.74194497322692
2023-06-12,3,7,1-4-2,22.6,14.540386056740363,-8.059613943259638
2023-06-12,3,8,4-1-2,11.2,36.39037513865455,25.19037513865455
2023-06-12,3,10,2-1-5,24.4,47.73950590265238,23.339505902652384
2023-06-12,3,11,1-2-3,7.5,8.251456587221789,0.7514565872217887
2023-06-13,4,1,1-2-3,7.3,9.18685962423372,1.886859624233721
2023-06-13,4,2,1-2-3,10.6,16.156332513226147,5.556332513226147
2023-06-13,4,3,2-3-6,21.9,59.54864067404332,37.64864067404332
2023-06-13,4,4,3-2-6,63.2,56.32880286326437,-6.871197136735631
2023-06-13,4,5,4-2-1,51.3,35.86543511477089,-15.434564885229108
2023-06-13,4,6,1-4-3,6.3,13.57257267998623,7.27257267998623
2023-06-13,4,7,4-3-5,242.2,94.6967416507308,-147.50325834926917
2023-06-13,4,8,4-1-5,30.2,32.27154727834611,2.071547278346113
2023-06-13,4,9,2-3-4,68.9,60.1006772859363,-8.799322714063706
2023-06-13,4,10,1-3-2,3.5,11.97437786545234,8.47437786545234
2023-06-13,4,11,2-3-4,117.5,119.31797275179996,1.8179727517999567
2023-06-13,4,12,1-3-2,6.6,12.121858855727485,5.521858855727485
2023-06-14,5,1,2-1-4,18.0,32.59343542554614,14.59343542554614
2023-06-14,5,2,4-1-3,26.9,58.10763681591329,31.20763681591329
2023-06-14,5,3,1-3-2,13.6,19.59311204264114,5.993112042641139
2023-06-14,5,4,4-3-6,38.0,43.97357722244926,5.973577222449258
2023-06-14,5,5,6-1-2,24.4,68.7011677139672,44.301167713967196
2023-06-14,5,6,3-2-1,83.0,83.79659595381847,0.7965959538184677
2023-06-14,5,7,1-3-6,12.0,21.77823159203415,9.77823159203415
2023-06-14,5,8,1-3-2,6.7,11.57939163826225,4.879391638262249
2023-06-14,5,9,2-1-3,10.1,20.372627053571374,10.272627053571375
2023-06-14,5,10,1-2-3,4.2,9.299478806247123,5.099478806247123
2023-06-14,5,11,1-3-2,9.0,14.580795004372078,5.580795004372078
2023-06-15,6,1,2-3-1,49.0,79.81962407083026,30.81962407083026
2023-06-15,6,2,3-6-2,107.4,100.13922960644705,-7.26077039355296
2023-06-15,6,3,1-3-6,8.3,20.240367571850356,11.940367571850356
2023-06-15,6,4,1-2-3,5.9,14.415539216336215,8.515539216336215
2023-06-15,6,5,1-3-4,11.5,9.578712713340812,-1.9212872866591884
2023-06-15,6,6,1-3-4,4.6,11.912352914420476,7.312352914420476
2023-06-15,6,8,1-2-4,4.2,5.989231973550572,1.7892319735505717
2023-06-15,6,9,1-5-4,35.0,39.544451036168056,4.544451036168056
2023-06-15,6,10,2-1-3,12.8,46.24804101500881,33.44804101500881
2023-06-15,6,11,1-4-2,9.1,11.750308952551892,2.6503089525518924
2023-06-15,6,12,1-5-3,23.1,25.057820063862255,1.957820063862254
2023-06-17,1,1,1-3-2,43.4,17.15264054985017,-26.24735945014983
2023-06-17,1,2,3-1-6,44.2,62.91484111122355,18.71484111122355
2023-06-17,1,3,2-1-3,67.7,40.167724467517345,-27.532275532482657
2023-06-17,1,4,2-4-6,129.3,73.80382120649286,-55.496178793507156
2023-06-17,1,5,1-6-3,147.3,41.46507434156778,-105.83492565843224
2023-06-17,1,6,1-3-2,8.9,12.676199704497725,3.7761997044977242
2023-06-17,1,7,1-2-5,5.2,15.902264234399567,10.702264234399568
2023-06-17,1,8,1-2-4,4.0,5.215845566103925,1.2158455661039254
2023-06-17,1,9,1-3-2,9.2,12.37144597361501,3.171445973615011
2023-06-17,1,10,1-3-4,6.8,11.545002748368521,4.745002748368521
2023-06-17,1,11,1-5-2,46.9,26.10929937628344,-20.790700623716557
2023-06-17,1,12,1-2-3,6.9,7.8271737954726985,0.9271737954726982
2023-06-18,2,1,1-2-3,6.9,11.84554025979818,4.945540259798179
2023-06-18,2,2,2-3-1,15.6,60.963682088271455,45.36368208827145
2023-06-18,2,3,5-1-6,53.9,62.00623058228247,8.106230582282471
2023-06-18,2,4,1-4-2,29.7,25.41416776911291,-4.285832230887088
2023-06-18,2,5,1-4-2,24.3,12.009501944966162,-12.290498055033838
2023-06-18,2,6,1-3-2,10.4,13.476683332182313,3.076683332182313
2023-06-18,2,7,6-1-2,12.6,69.78120520583865,57.181205205838644
2023-06-18,2,9,1-6-3,15.2,52.01290832448551,36.812908324485505
2023-06-18,2,10,1-4-5,45.5,19.883401244237376,-25.616598755762624
2023-06-18,2,11,1-2-4,10.7,8.00653146093711,-2.6934685390628896
2023-06-18,2,12,1-6-2,18.9,36.9907584319683,18.090758431968304
2023-06-19,3,1,1-4-6,224.1,34.05076324502386,-190.04923675497614
2023-06-19,3,2,2-1-4,110.8,32.73049843748147,-78.06950156251852
2023-06-19,3,3,4-2-1,29.3,52.38857147451885,23.088571474518847
2023-06-19,3,4,1-3-6,35.4,28.930069438136016,-6.469930561863983
2023-06-19,3,5,3-6-1,126.8,58.089257835249775,-68.71074216475023
2023-06-19,3,6,1-3-2,19.5,12.237973288676018,-7.262026711323982
2023-06-19,3,7,5-4-1,15.4,74.66768477467112,59.26768477467112
2023-06-19,3,8,1-2-3,6.7,5.55228551147062,-1.1477144885293802
2023-06-19,3,9,2-1-4,45.5,32.48860097304758,-13.011399026952418
2023-06-19,3,10,2-1-5,16.9,60.02033151052371,43.12033151052371
2023-06-19,3,11,1-3-2,5.4,11.70441732957856,6.304417329578559
2023-06-19,3,12,1-3-4,6.9,12.402170701949604,5.502170701949604
2023-06-20,4,1,3-1-4,101.9,42.8613796986023,-59.03862030139771
2023-06-20,4,2,3-1-2,42.8,30.983111551296496,-11.816888448703502
2023-06-20,4,3,1-2-4,16.1,16.288712827403497,0.1887128274034957
2023-06-20,4,4,6-5-2,36.3,159.9415287930822,123.6415287930822
2023-06-20,4,5,6-3-4,130.0,282.75925005885273,152.75925005885273
2023-06-20,4,6,1-3-6,45.9,22.63150878577411,-23.26849121422589
2023-06-20,4,7,1-3-4,37.1,15.311023578670019,-21.788976421329984
2023-06-20,4,8,1-2-4,3.0,5.10143362723188,2.10143362723188
2023-06-20,4,9,2-4-1,95.9,68.98787088433673,-26.912129115663276
2023-06-20,4,10,5-1-6,839.2,104.33529136213112,-734.864708637869
2023-06-20,4,11,1-5-2,24.8,22.725685783659674,-2.0743142163403263
2023-06-20,4,12,1-3-5,22.5,15.87730059501479,-6.622699404985211
2023-06-21,5,1,2-5-1,58.0,133.89692851636218,75.89692851636218
2023-06-21,5,2,1-2-3,9.9,14.392224761907476,4.492224761907476
2023-06-21,5,3,1-5-2,131.5,30.57079974771039,-100.9292002522896
2023-06-21,5,4,1-4-5,26.9,26.364936341081926,-0.5350636589180731
2023-06-21,5,5,1-2-3,3.7,12.16084503497165,8.460845034971651
2023-06-21,5,6,1-3-4,3.5,8.660968277902423,5.160968277902423
2023-06-21,5,7,1-6-3,13.6,26.126522784350115,12.526522784350115
2023-06-21,5,8,1-4-5,8.9,19.433049582263642,10.533049582263642
2023-06-21,5,9,1-2-4,7.6,8.036607529144245,0.4366075291442453
2023-06-21,5,10,3-1-5,48.7,46.247649133091585,-2.452350866908418
2023-06-21,5,11,1-5-3,86.9,32.22884851507821,-54.67115148492179
2023-06-21,5,12,1-4-6,16.4,27.874946081550323,11.474946081550325
2023-06-23,1,1,1-3-2,29.9,14.903638416560414,-14.996361583439585
2023-06-23,1,2,5-6-4,227.3,192.6966900947356,-34.60330990526441
2023-06-23,1,3,1-4-6,25.1,31.09431037543355,5.99431037543355
2023-06-23,1,4,1-3-6,21.9,28.957426043824565,7.057426043824567
2023-06-23,1,6,1-4-3,9.7,14.663982495858814,4.963982495858815
2023-06-23,1,7,1-5-2,11.5,31.467432747253348,19.967432747253348
2023-06-23,1,8,1-4-5,9.6,24.786861226569666,15.186861226569667
2023-06-23,1,9,4-2-1,49.0,75.1085497171241,26.108549717124106
2023-06-23,1,10,1-3-2,5.5,13.419582192919512,7.919582192919512
2023-06-23,1,11,1-6-4,89.0,50.69778404902914,-38.30221595097086
2023-06-23,1,12,1-4-5,9.9,21.348418160884094,11.448418160884094
2023-06-24,2,1,3-6-4,17.8,133.58010498726046,115.78010498726046
2023-06-24,2,2,1-3-2,38.3,18.5769674313667,-19.723032568633297
2023-06-24,2,3,4-2-5,27.8,42.61839813373046,14.818398133730458
2023-06-24,2,4,3-1-5,54.1,49.02278642165178,-5.077213578348221
2023-06-24,2,5,4-2-6,151.6,101.55987065147072,-50.04012934852928
2023-06-24,2,6,1-2-5,67.3,17.181991351663434,-50.11800864833656
2023-06-24,2,7,2-1-6,10.3,26.180970403195868,15.880970403195867
2023-06-24,2,8,2-1-5,34.3,66.0758493160837,31.775849316083708
2023-06-24,2,9,1-2-3,2.9,9.447779689848222,6.5477796898482215
2023-06-24,2,10,3-4-1,46.1,68.67854931995484,22.57854931995484
2023-06-24,2,11,1-5-4,29.7,41.03873031778345,11.338730317783448
2023-06-24,2,12,1-3-5,26.5,20.711927721113383,-5.788072278886617
2023-06-25,3,1,2-3-4,82.3,59.45005700776648,-22.849942992233515
2023-06-25,3,2,2-1-4,20.5,28.41382019205343,7.913820192053429
2023-06-25,3,3,1-3-4,25.1,15.107921222385926,-9.992078777614076
2023-06-25,3,4,3-4-6,148.2,47.92976725699391,-100.27023274300608
2023-06-25,3,5,3-6-5,26.9,115.5781723340177,88.67817233401769
2023-06-25,3,6,1-2-3,25.2,9.187881042151165,-16.012118957848834
2023-06-25,3,7,1-3-5,76.9,16.304943413318536,-60.595056586681466
2023-06-25,3,8,1-2-4,11.9,5.670372159376993,-6.2296278406230075
2023-06-25,3,9,2-3-1,27.3,49.814056250520174,22.514056250520174
2023-06-25,3,10,1-3-5,11.7,19.298842294274742,7.598842294274743
2023-06-25,3,11,4-1-5,11.9,61.28400603713788,49.38400603713788
2023-06-25,3,12,1-4-6,22.2,34.79042343500703,12.590423435007029
2023-06-26,4,1,1-2-5,48.5,16.324882891363707,-32.17511710863629
2023-06-26,4,3,2-1-3,15.3,44.872484261228614,29.572484261228613
2023-06-26,4,4,2-6-1,33.6,93.93481460641014,60.33481460641014
2023-06-26,4,5,4-2-1,47.7,69.71645320970623,22.016453209706228
2023-06-26,4,7,6-2-3,43.9,106.4381547276457,62.5381547276457
2023-06-26,4,8,2-1-4,19.9,20.558163440929413,0.6581634409294139
2023-06-26,4,9,2-3-4,23.5,99.24480735238323,75.74480735238323
2023-06-26,4,10,1-5-2,16.4,27.413394048871496,11.013394048871497
2023-06-26,4,11,1-2-4,11.5,9.923141485269904,-1.5768585147300964
2023-06-26,4,12,1-5-3,16.0,33.57125263215795,17.57125263215795
2023-06-27,5,1,1-3-2,9.2,15.427744014988896,6.227744014988897
2023-06-27,5,2,1-4-2,10.9,21.57988149363322,10.67988149363322
2023-06-27,5,3,4-1-2,78.0,30.80154246091078,-47.19845753908922
2023-06-27,5,4,6-1-3,39.4,83.86824899603138,44.468248996031384
2023-06-27,5,5,1-2-5,6.4,19.029485424459605,12.629485424459604
2023-06-27,5,6,4-6-1,76.2,54.54988275626301,-21.650117243736993
2023-06-27,5,7,6-4-3,114.0,86.87274726204626,-27.12725273795374
2023-06-27,5,8,1-3-4,14.0,12.422200007733178,-1.5777999922668222
2023-06-27,5,9,4-1-2,137.5,63.80373139440038,-73.69626860559961
2023-06-27,5,10,5-2-1,338.3,163.22005730782791,-175.0799426921721
2023-06-27,5,11,1-2-5,19.4,13.696152357774523,-5.703847642225476
2023-06-27,5,12,1-2-5,22.6,12.713682269343588,-9.886317730656414
2023-06-28,6,1,2-1-5,40.7,37.070202503857125,-3.629797496142878
2023-06-28,6,2,1-2-5,10.1,15.81338239239476,5.7133823923947595
2023-06-28,6,4,5-6-3,484.4,80.0915637526631,-404.3084362473369
2023-06-28,6,5,1-3-6,11.5,17.956783136104814,6.456783136104814
2023-06-28,6,6,1-3-4,4.3,13.955522578273976,9.655522578273978
2023-06-28,6,7,1-6-2,10.6,28.455252039350132,17.855252039350134
2023-06-28,6,8,1-3-4,15.6,17.96959226204441,2.369592262044412
2023-06-28,6,10,1-2-4,6.6,7.191442333883742,0.5914423338837427
2023-06-28,6,11,1-3-2,11.2,12.230810968975591,1.030810968975592
2023-06-28,6,12,1-4-5,14.0,19.937083672422133,5.937083672422133
2023-08-01,1,1,1-2-6,28.2,22.900261354127508,-5.299738645872491
2023-08-01,1,2,3-5-6,63.7,61.78870367028598,-1.9112963297140197
2023-08-01,1,3,6-5-4,158.5,128.1056936556622,-30.394306344337792
2023-08-01,1,4,1-3-5,9.0,20.103927358732296,11.103927358732296
2023-08-01,1,5,2-1-3,65.6,23.249680939093665,-42.35031906090633
2023-08-01,1,6,1-4-2,28.8,14.607856324200482,-14.19214367579952
2023-08-01,1,7,1-2-4,22.9,10.006519154318601,-12.893480845681397
2023-08-01,1,8,2-1-4,47.4,37.448232644282136,-9.951767355717863
2023-08-01,1,9,3-2-5,128.6,78.39447659570509,-50.20552340429491
2023-08-01,1,10,1-6-3,87.8,42.63579685409656,-45.164203145903436
2023-08-01,1,11,1-2-3,5.4,9.654703196941043,4.254703196941042
2023-08-01,1,12,1-3-5,8.5,14.127735902888768,5.627735902888768
2023-08-02,2,2,1-3-6,42.3,28.962480115733705,-13.337519884266293
2023-08-02,2,3,5-2-4,63.4,121.8765626408628,58.4765626408628
2023-08-02,2,4,4-2-6,64.2,72.74178105984728,8.541781059847281
2023-08-02,2,5,2-1-6,557.6,42.412339219155946,-515.1876607808441
2023-08-02,2,6,1-4-2,9.6,17.12560326228287,7.5256032622828695
2023-08-02,2,7,1-3-2,6.1,16.41409345317693,10.314093453176929
2023-08-02,2,8,1-4-5,21.8,23.215188839264666,1.4151888392646654
2023-08-02,2,9,1-3-2,15.3,12.53921190974376,-2.7607880902562414
2023-08-02,2,10,2-1-4,10.0,24.13985376131007,14.139853761310071
2023-08-02,2,11,5-1-3,75.0,105.77468036737706,30.77468036737706
2023-08-02,2,12,2-1-3,36.5,39.33494385824274,2.834943858242738
2023-08-03,3,1,2-3-1,37.5,80.3290649857272,42.8290649857272
2023-08-03,3,2,5-6-2,142.2,124.75973145906937,-17.440268540930617
2023-08-03,3,4,4-5-3,59.4,92.00400404078746,32.604004040787466
2023-08-03,3,5,4-3-2,51.5,75.50056918009182,24.000569180091816
2023-08-03,3,6,3-1-4,12.5,23.297059323626566,10.797059323626566
2023-08-03,3,9,1-4-2,16.1,12.056003023666067,-4.0439969763339345
2023-08-03,3,10,3-1-4,19.2,33.74874686460018,14.54874686460018
2023-08-03,3,11,1-3-6,15.8,23.431170576814225,7.631170576814224
2023-08-03,3,12,1-4-3,18.0,15.460951614838828,-2.5390483851611716
2023-08-04,4,1,1-4-3,21.9,14.561806273689871,-7.338193726310127
2023-08-04,4,2,4-2-6,79.6,110.84181409351788,31.24181409351789
2023-08-04,4,3,1-4-6,66.9,28.94903321302371,-37.950966786976295
2023-08-04,4,4,4-5-2,30.0,93.87037912556241,63.87037912556241
2023-08-04,4,5,2-3-1,34.6,51.4155393011899,16.8155393011899
2023-08-04,4,6,3-4-5,21.5,57.854378764155314,36.354378764155314
2023-08-04,4,7,1-3-2,13.0,12.813128187894991,-0.18687181210500903
2023-08-04,4,8,1-4-5,21.9,19.402461121526173,-2.4975388784738257
2023-08-04,4,9,1-2-5,17.2,14.983961853805674,-2.2160381461943253
2023-08-04,4,11,1-5-4,67.4,33.312338707360595,-34.08766129263941
2023-08-04,4,12,6-5-4,670.2,566.6560018502221,-103.54399814977796
2023-08-05,5,1,4-5-2,148.7,114.3073070891765,-34.392692910823484
2023-08-05,5,2,4-6-1,58.5,95.21074731321856,36.71074731321856
2023-08-05,5,3,6-2-3,61.2,78.42490903353631,17.224909033536306
2023-08-05,5,5,1-2-3,14.7,13.228248199287977,-1.4717518007120223
2023-08-05,5,6,1-4-2,7.3,14.689684828335938,7.389684828335938
2023-08-05,5,7,1-5-6,22.6,30.433358585867648,7.833358585867646
2023-08-05,5,8,1-3-4,9.6,12.279223296695745,2.6792232966957457
2023-08-05,5,9,1-3-2,6.8,11.732504670392757,4.932504670392757
2023-08-05,5,11,1-3-4,5.5,14.65312141091051,9.15312141091051
2023-08-05,5,12,5-4-1,261.0,177.32833669442618,-83.67166330557382
2023-08-06,6,1,2-3-5,81.1,72.67426195687983,-8.425738043120163
2023-08-06,6,2,4-5-1,130.3,59.92218760128944,-70.37781239871057
2023-08-06,6,3,1-6-5,31.4,45.78062934609408,14.380629346094082
2023-08-06,6,4,4-5-3,396.3,64.5192190275702,-331.7807809724298
2023-08-06,6,5,4-5-6,30.3,55.25648305838236,24.956483058382357
2023-08-06,6,6,3-1-2,31.6,47.22082362286489,15.62082362286489
2023-08-06,6,7,5-3-1,149.8,90.02013961210558,-59.77986038789443
2023-08-06,6,8,1-4-3,12.7,13.885625644406188,1.1856256444061888
2023-08-06,6,10,1-3-2,5.0,12.154815228296407,7.154815228296407
2023-08-06,6,11,3-6-5,541.4,399.2798291668351,-142.12017083316488
2023-08-06,6,12,1-3-6,10.3,23.034317515209803,12.734317515209803
2023-08-07,7,1,1-2-6,212.1,21.520059375786598,-190.5799406242134
2023-08-07,7,2,1-2-4,11.3,14.052244660072779,2.752244660072778
2023-08-07,7,3,1-5-2,87.0,27.28455296898913,-59.71544703101087
2023-08-07,7,4,1-2-3,20.4,17.638804159675804,-2.761195840324195
2023-08-07,7,5,1-5-4,28.9,31.313649935648918,2.4136499356489196
2023-08-07,7,6,1-3-4,5.0,10.122772278882781,5.122772278882781
2023-08-07,7,7,2-1-3,30.5,39.55585171866295,9.05585171866295
2023-08-07,7,9,1-4-3,22.1,19.429211187635847,-2.6707888123641546
2023-08-07,7,10,1-4-3,13.9,16.03477134873385,2.1347713487338513
2023-08-07,7,11,2-3-1,156.3,114.95113183643143,-41.34886816356858
2023-08-07,7,12,1-5-2,28.3,25.049812112999422,-3.2501878870005783
2023-08-10,1,1,3-1-4,28.4,40.2088992906691,11.808899290669103
2023-08-10,1,2,3-1-2,64.6,60.612291158703826,-3.9877088412961683
2023-08-10,1,3,1-3-4,8.8,19.424215734201894,10.624215734201893
2023-08-10,1,4,1-3-6,19.2,22.733788683525145,3.5337886835251453
2023-08-10,1,5,1-2-5,6.6,17.315693953494577,10.715693953494577
2023-08-10,1,6,1-4-5,18.5,21.39632731175321,2.896327311753211
2023-08-10,1,7,3-1-2,16.8,50.19095622794943,33.39095622794943
2023-08-10,1,8,1-2-4,3.7,5.926316967247629,2.2263169672476284
2023-08-10,1,9,1-4-2,12.4,13.560391928561526,1.1603919285615252
2023-08-10,1,10,3-6-5,507.5,189.73237811713514,-317.7676218828649
2023-08-10,1,11,1-2-3,7.6,9.576752296471422,1.9767522964714228
2023-08-10,1,12,5-2-4,238.1,230.2808205404147,-7.8191794595852855
2023-08-11,2,1,4-2-1,133.7,122.91591179841868,-10.784088201581312
2023-08-11,2,2,1-3-4,19.5,17.058947880627677,-2.4410521193723227
2023-08-11,2,3,6-5-4,25.9,84.48943701603002,58.589437016030026
2023-08-11,2,4,2-1-6,24.5,46.84810235491686,22.34810235491686
2023-08-11,2,5,1-5-2,14.3,30.250709788925274,15.950709788925273
2023-08-11,2,6,3-4-2,71.8,52.9509102904611,-18.849089709538895
2023-08-11,2,7,5-2-6,128.0,76.91931463641978,-51.080685363580216
2023-08-11,2,8,1-2-4,3.7,6.666799536021998,2.9667995360219974
2023-08-11,2,10,1-6-4,50.6,55.202654048281936,4.602654048281934
2023-08-11,2,11,1-4-3,30.2,15.621451878249685,-14.578548121750314
2023-08-11,2,12,4-2-5,241.9,149.0100663316848,-92.8899336683152
2023-08-12,3,1,2-1-5,13.1,35.733638115129764,22.633638115129763
2023-08-12,3,2,1-3-6,48.5,26.46467591239054,-22.03532408760946
2023-08-12,3,3,4-2-1,109.6,78.67758013756696,-30.92241986243303
2023-08-12,3,4,3-1-4,26.6,30.700303828575894,4.100303828575893
2023-08-12,3,6,1-4-3,6.7,12.787280889239796,6.087280889239795
2023-08-12,3,7,4-5-1,20.4,72.34268879091256,51.94268879091256
2023-08-12,3,8,2-1-4,22.2,17.67797037590441,-4.522029624095591
2023-08-12,3,9,1-3-4,5.5,12.154334051044925,6.654334051044925
2023-08-12,3,10,1-5-4,24.3,39.690516377635724,15.390516377635723
2023-08-12,3,11,5-2-6,303.6,241.8748575282184,-61.72514247178162
2023-08-12,3,12,4-1-6,39.4,113.14590156414381,73.74590156414382
2023-08-13,4,1,2-5-4,58.8,82.11403028031755,23.314030280317553
2023-08-13,4,3,1-4-3,13.5,29.27440261128127,15.774402611281271
2023-08-13,4,4,1-5-2,8.1,26.18520852043788,18.08520852043788
2023-08-13,4,5,5-1-2,28.8,51.88833435347222,23.088334353472217
2023-08-13,4,6,4-1-2,63.6,34.20861657660668,-29.39138342339332
2023-08-13,4,7,1-4-5,66.2,21.666311357895143,-44.53368864210486
2023-08-13,4,8,1-4-2,5.6,10.209274244593578,4.609274244593578
2023-08-13,4,9,1-2-3,5.9,10.92221518685129,5.022215186851289
2023-08-13,4,10,3-1-6,102.9,64.11934930400629,-38.780650695993714
2023-08-13,4,11,3-5-6,151.0,151.8807322221363,0.8807322221362881
2023-08-13,4,12,1-5-4,42.9,43.2012292175311,0.30122921753110177
2023-08-14,5,1,3-4-1,12.1,71.07956951141556,58.979569511415555
2023-08-14,5,2,2-1-4,11.6,35.20223580111003,23.602235801110027
2023-08-14,5,3,2-1-5,16.9,59.201885141282425,42.301885141282426
