開催日,レース,実際3連単,予測3連単,予測確率,的中,TOP10
2020-04-01,9,1-3-2,1-5-3,0.20534599508008647,False,1-5-3(0.2053) / 1-3-5(0.1535) / 1-5-2(0.1205) / 1-2-5(0.0788) / 1-5-4(0.0606) / 1-5-6(0.0580) / 1-3-2(0.0520) / 1-2-3(0.0455) / 1-4-5(0.0364) / 1-6-5(0.0347)
2020-04-01,11,1-2-3,1-2-6,0.13934815361425607,False,1-2-6(0.1393) / 1-6-2(0.1191) / 1-2-4(0.1054) / 1-2-3(0.0980) / 1-4-2(0.0834) / 1-3-2(0.0763) / 1-6-4(0.0627) / 1-6-3(0.0583) / 1-4-6(0.0580) / 1-3-6(0.0530)
2020-04-01,12,1-2-3,1-2-6,0.18199430570530872,False,1-2-6(0.1820) / 1-2-3(0.1352) / 1-6-2(0.1199) / 1-2-4(0.1061) / 1-3-2(0.0836) / 1-4-2(0.0632) / 1-2-5(0.0510) / 1-6-3(0.0379) / 1-3-6(0.0356) / 1-6-4(0.0297)
2020-04-02,3,1-5-4,1-6-2,0.2404127292083533,False,1-6-2(0.2404) / 1-2-6(0.1948) / 1-6-5(0.1555) / 1-5-6(0.1089) / 1-2-5(0.0882) / 1-5-2(0.0763) / 1-6-4(0.0283) / 1-4-6(0.0165) / 1-2-4(0.0160) / 1-6-3(0.0147)
2020-04-02,4,1-2-3,1-2-6,0.14250304868844227,False,1-2-6(0.1425) / 1-6-2(0.1212) / 1-2-5(0.0895) / 1-2-4(0.0697) / 1-5-2(0.0677) / 1-2-3(0.0608) / 1-6-5(0.0526) / 1-4-2(0.0506) / 1-5-6(0.0468) / 1-3-2(0.0434)
2020-04-02,5,1-2-4,1-2-3,0.1723639949838978,False,1-2-3(0.1724) / 1-3-2(0.1394) / 1-2-4(0.0977) / 1-2-5(0.0806) / 1-4-2(0.0686) / 1-5-2(0.0550) / 1-3-4(0.0510) / 1-2-6(0.0496) / 1-4-3(0.0443) / 1-3-5(0.0421)
2020-04-02,6,1-2-3,1-5-3,0.11884319160880061,False,1-5-3(0.1188) / 1-5-6(0.1079) / 1-3-5(0.1060) / 1-6-5(0.0935) / 1-3-6(0.0723) / 1-6-3(0.0702) / 1-5-2(0.0672) / 1-2-5(0.0525) / 1-3-2(0.0450) / 1-6-2(0.0397)
2020-04-02,8,1-3-2,1-4-3,0.20300054719993124,False,1-4-3(0.2030) / 1-4-5(0.1455) / 1-4-2(0.1383) / 1-3-4(0.1214) / 1-5-4(0.0816) / 1-2-4(0.0769) / 1-3-5(0.0321) / 1-3-2(0.0305) / 1-5-3(0.0301) / 1-4-6(0.0291)
2020-04-02,10,1-4-6,1-4-5,0.22521365238617855,False,1-4-5(0.2252) / 1-5-4(0.1554) / 1-4-2(0.1396) / 1-4-3(0.0939) / 1-2-4(0.0857) / 1-3-4(0.0544) / 1-5-2(0.0492) / 1-2-5(0.0438) / 1-5-3(0.0331) / 1-3-5(0.0278)
2020-04-02,11,1-3-2,1-2-3,0.22649061787761432,False,1-2-3(0.2265) / 1-2-5(0.1636) / 1-3-2(0.1499) / 1-5-2(0.0999) / 1-2-4(0.0548) / 1-3-5(0.0513) / 1-2-6(0.0476) / 1-5-3(0.0473) / 1-4-2(0.0295) / 1-6-2(0.0254)
2020-04-03,7,1-6-2,1-6-2,0.2054623945911455,True,1-6-2(0.2055) / 1-2-6(0.1489) / 1-6-4(0.1377) / 1-6-3(0.0923) / 1-4-6(0.0901) / 1-3-6(0.0566) / 1-2-4(0.0543) / 1-4-2(0.0490) / 1-2-3(0.0364) / 1-3-2(0.0308)
2020-04-03,8,1-4-6,1-2-4,0.1753146779112625,False,1-2-4(0.1753) / 1-4-2(0.1729) / 1-2-6(0.0625) / 1-2-3(0.0615) / 1-4-6(0.0600) / 1-4-3(0.0590) / 1-6-2(0.0466) / 1-3-2(0.0457) / 1-6-4(0.0454) / 1-3-4(0.0445)
2020-04-03,9,1-6-2,1-6-3,0.2522262914224544,False,1-6-3(0.2522) / 1-3-6(0.2341) / 1-6-5(0.0845) / 1-3-5(0.0697) / 1-5-6(0.0569) / 1-5-3(0.0505) / 1-6-2(0.0368) / 1-6-4(0.0360) / 1-3-2(0.0303) / 1-3-4(0.0296)
2020-04-03,11,1-2-3,1-2-6,0.2409151767093705,False,1-2-6(0.2409) / 1-2-3(0.1398) / 1-6-2(0.1246) / 1-2-5(0.1151) / 1-2-4(0.0793) / 1-3-2(0.0662) / 1-5-2(0.0535) / 1-4-2(0.0358) / 1-6-3(0.0224) / 1-3-6(0.0205)
